,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
10,"[[0], [1], [3, 2], [1], [2, 0], [3, 0, 0], [0, 0, 0, 1], [1, 1, 1]]",3.277978460521457,7,(x[1]/((x[1]+x[1]+Constant)**Constant)),"[1, 1, 2, 1, 2, 3, 4, 3]",(x[1]/((x[1]+x[1]+0.016703537581528094)**0.8280420758633261)),[0.01670354 0.82804208],3.103334484775116,"{'fitness 25': 2.4380857406783214, 'fitness 53': 3.277978460521457, 'fitness 74': 3.2960492798127827, 'fitness 102': 3.5758684338342435}",False
11,"[[0], [1], [3, 3], [2, 0], [1, 0, 1], [3, 0, 2, 0], [1, 1, 1, 0, 0], [0, 0]]",3.298109351067715,4,(Constant/Constant),"[1, 1, 2, 0, 0, 1, 2, 0]",(0.7504578036693003/0.35704786293615987),[0.7504578  0.35704786],3.1218473650690224,"{'fitness 25': 2.513123818420787, 'fitness 53': 3.298109351067715, 'fitness 74': 3.2926978835451117, 'fitness 102': 3.5597203932411685}",False
12,"[[0], [1], [0, 3], [1, 3, 2, 1], [1, 1, 0, 0, 2, 1], [2, 3, 2, 0, 3, 2, 1, 3, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1, 0], [0, 1, 1, 1, 1, 1, 0]]",3.300707019884967,7,(((x[0]*Constant)/(Constant*Constant))+x[1]/x[1]),"[1, 1, 2, 2, 2, 5, 6, 3]",(((x[0]*0.3387746811199249)/(0.34924878980175045*0.46218967235112396))+x[1]/x[1]),[0.33877468 0.34924879 0.46218967],3.111020046111527,"{'fitness 25': 2.543045921087228, 'fitness 53': 3.300707019884967, 'fitness 74': 3.2591917056877224, 'fitness 102': 3.5308225115596312}",False
13,"[[0], [1], [0, 2], [0, 0, 0], [2, 0, 1, 1, 0, 2], [3, 1, 0, 1, 1, 3, 3, 1, 3], [1, 0, 1, 1, 1, 1, 0, 0, 0, 0], [0, 1, 1, 1, 0]]",3.379678741084141,7,(Constant/x[0]-Constant+(Constant-Constant)-(Constant/x[1])/(x[1]-x[1]/x[0]**Constant)),"[1, 1, 2, 3, 6, 9, 10, 5]",(0.9480391938939028/x[0]-0.01800855912538568+(0.9405575531178754-0.4562315728749706)-(0.11444425789092816/x[1])/(x[1]-x[1]/x[0]**0.9609560373756283)),[0.94803919 0.01800856 0.94055755 0.45623157 0.11444426 0.96095604],3.2408471089449606,"{'fitness 25': 2.6530216442446015, 'fitness 53': 3.379678741084141, 'fitness 74': 3.420177679672575, 'fitness 102': 3.649342002917705}",False
14,"[[0], [2], [2, 3], [2, 2], [2], [3], [0], [1]]",3.4464522843399243,7,(((x[1]**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 0, 1, 1]",(((x[1]**0.3518566417725998)**0.3736795596327689)**0.6175229842159894),[0.35185664 0.37367956 0.61752298],3.2770837681695135,"{'fitness 25': 2.645847111827104, 'fitness 53': 3.4464522843399243, 'fitness 74': 3.456411202687521, 'fitness 102': 3.728992989993917}",False
15,"[[0], [0], [3, 3], [2, 0], [], [3, 0, 2, 0], [1, 1, 1, 0, 0], [0, 0]]",3.4553802347622833,4,Constant/Constant,"[1, 1, 2, 0, 0, 1, 2, 0]",0.6449082525710849/0.3453192068157025,[0.64490825 0.34531921],3.285252824261548,"{'fitness 25': 2.6788755077628568, 'fitness 53': 3.4553802347622833, 'fitness 74': 3.4551811577211367, 'fitness 102': 3.721701807300652}",False
16,"[[0], [0], [3, 0], [3, 2], [2], [0, 3, 3, 3], [1, 0, 1, 1, 0], [0, 1, 0, 0]]",3.5041335310528003,6,Constant+x[0]/(Constant**Constant),"[1, 1, 2, 2, 1, 2, 3, 1]",0.8655111451730035+x[0]/(0.6537703692182228**0.8747595238143991),[0.86551115 0.65377037 0.87475952],3.3224110631048798,"{'fitness 25': 2.7206613711401992, 'fitness 53': 3.5041335310528003, 'fitness 74': 3.4827805368827467, 'fitness 102': 3.7637912812916934}",False
17,"[[0], [2], [0, 2], [3, 3], [2], [3, 1, 0, 1, 1, 3, 3, 1, 3], [0, 1], [0]]",3.562468906841518,6,(x[0]/Constant**Constant),"[1, 1, 1, 2, 0, 1, 2, 1]",(x[0]/0.2659919470697838**0.9139857687127091),[0.26599195 0.91398577],3.3762169872739314,"{'fitness 25': 2.83653299002189, 'fitness 53': 3.562468906841518, 'fitness 74': 3.5108994136052027, 'fitness 102': 3.7812185581947024}",False
18,"[[0], [0], [0, 2], [2, 0, 2], [2, 0, 1, 1, 0, 2], [3, 2, 0, 1, 1, 3, 3, 3, 3], [0, 1, 1, 1, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0]]",3.6669218616176242,7,(x[0]**Constant)/Constant*Constant+(Constant-Constant)-(((x[0]/x[1])**Constant)**Constant),"[1, 1, 2, 3, 4, 6, 7, 3]",(x[0]**0.9786845699928879)/0.18898706783068486*0.5992437665691195+(0.693111461094103-0.9948294254051488)-(((x[0]/x[1])**0.720056701934926)**0.9556823309980634),"[0.97868457 0.18898707 0.59924377 0.69311146 0.99482943 0.7200567
 0.95568233]",3.480525257744475,"{'fitness 25': 2.9081664727847185, 'fitness 53': 3.6669218616176242, 'fitness 74': 3.6242567180210665, 'fitness 102': 3.9091525824276405}",False
19,"[[0], [0], [2, 2], [2, 2], [2, 2], [3, 0, 2, 0], [0, 1], [0, 0]]",3.703677767665664,7,((x[0]**Constant)**Constant)/((Constant**Constant)**Constant),"[1, 1, 2, 2, 2, 1, 2, 1]",((x[0]**0.20060306631597324)**0.40794958854594465)/((0.09599391902969945**0.6410321586266537)**0.30020442565865235),[0.20060307 0.40794959 0.09599392 0.64103216 0.30020443],3.5403253441391236,"{'fitness 25': 2.938445697748879, 'fitness 53': 3.703677767665664, 'fitness 74': 3.7074145542287176, 'fitness 102': 3.9751157804397748}",False
20,"[[0], [2], [0], [2, 2], [1, 0], [0, 0, 3], [1, 0, 1, 0], [0, 1, 0]]",3.8001101950636547,7,(((Constant+x[0])**Constant)+(Constant/x[1]**Constant)**Constant),"[1, 1, 1, 2, 2, 3, 4, 2]",(((0.4749113706369835+x[0])**0.5113306320153215)+(0.36743253881910565/x[1]**0.030670041454865182)**0.9714203995272338),[0.47491137 0.51133063 0.36743254 0.03067004 0.9714204 ],3.6370628830955725,"{'fitness 25': 3.0371530609757023, 'fitness 53': 3.8001101950636547, 'fitness 74': 3.8015966825130993, 'fitness 102': 4.072438905797918}",False
21,"[[0], [2], [1], [1, 2], [2, 2, 2], [3, 0], [1, 1, 1], []]",3.8182632164736403,6,(((Constant/Constant)+(Constant**Constant))**Constant),"[1, 1, 1, 2, 3, 2, 3, 0]",(((0.9006016749111914/0.16898717403981556)+(0.8726265449888114**0.6706519065282466))**0.17055769084272832),[0.90060167 0.16898717 0.87262654 0.67065191 0.17055769],3.6609262733741175,"{'fitness 25': 3.0634762149780017, 'fitness 53': 3.8182632164736403, 'fitness 74': 3.82767318735135, 'fitness 102': 4.091629417793001}",False
22,"[[0], [0], [3, 3], [2], [], [0], [1, 1, 1, 0, 0], [0]]",3.9626939349545016,4,Constant+Constant,"[1, 1, 2, 0, 0, 1, 2, 0]",0.2686031792975677+0.9094179708375879,[0.26860318 0.90941797],3.8099039190833115,"{'fitness 25': 3.2165878259784173, 'fitness 53': 3.9626939349545016, 'fitness 74': 3.975235520591913, 'fitness 102': 4.237888410679604}",False
23,"[[0], [0], [2, 2], [2, 2], [2, 2], [3], [1, 1], [1, 0]]",3.9684613883730755,6,((Constant**Constant)**Constant)/((Constant**Constant)**Constant),"[1, 1, 2, 2, 2, 1, 2, 0]",((0.7847041628450098**0.8189544966611435)**0.6633904858806758)/((0.27851887266280206**0.6636727996964059)**0.34092656051640635),[0.78470416 0.8189545  0.66339049 0.27851887 0.6636728  0.34092656],3.815846791697527,"{'fitness 25': 3.2226985191099615, 'fitness 53': 3.9684613883730755, 'fitness 74': 3.9811214350424446, 'fitness 102': 4.243720420940175}",False
24,"[[0], [2], [2], [1], [1, 0], [0, 0, 2], [1, 0, 1, 1], [0]]",4.03344365465082,7,((((Constant+x[0])+Constant*Constant)**Constant)**Constant),"[1, 1, 1, 1, 2, 3, 4, 1]",((((0.6294991217118554+x[0])+0.597400841373672*0.8975920736361657)**0.20290493721838754)**0.64049444610414),[0.62949912 0.59740084 0.89759207 0.20290494 0.64049445],3.881973649924923,"{'fitness 25': 3.2899840733505075, 'fitness 53': 4.03344365465082, 'fitness 74': 4.046356620094735, 'fitness 102': 4.309580256329526}",False
25,"[[0], [0], [1, 3], [2, 0, 1], [2, 2, 1], [0, 0, 2, 1], [1, 1, 1, 1, 1], [0]]",4.094381589597277,6,((Constant**Constant)+Constant+(Constant*Constant))-Constant,"[1, 1, 2, 2, 3, 4, 5, 0]",((0.5957593483114826**0.9989249705769365)+0.7032004565606944+(0.4679342988208881*0.3573932539914366))-0.45651808418196327,[0.59575935 0.99892497 0.70320046 0.4679343  0.35739325 0.45651808],3.9454837105568266,"{'fitness 25': 3.35602635585771, 'fitness 53': 4.094381589597277, 'fitness 74': 4.109514171321489, 'fitness 102': 4.3709106044912795}",False
26,"[[0], [2], [1], [3, 0], [1, 0], [3, 0, 3, 2], [1, 1, 1, 1, 1], []]",4.094754535144905,6,((Constant/(Constant+Constant)/Constant*Constant)**Constant),"[1, 1, 1, 2, 2, 4, 5, 0]",((0.4483601205081811/(0.3484581973294977+0.38718427440471714)/0.4068682596236859*0.930288389974626)**0.028608116181732868),[0.44836012 0.3484582  0.38718427 0.40686826 0.93028839 0.02860812],3.945867349176132,"{'fitness 25': 3.3564209742361863, 'fitness 53': 4.094754535144905, 'fitness 74': 4.109894131682386, 'fitness 102': 4.371286941609825}",False
27,"[[0], [2], [2], [2, 0, 2], [1, 2, 2, 0], [3, 0, 2], [0, 0, 1, 0, 1, 1], [1, 1]]",4.102311287629753,7,((((x[1]/x[1])**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 1, 2, 2]",((((x[1]/x[1])**0.19813119637768484)**0.541895348571194)**0.20156168288776832),[0.1981312  0.54189535 0.20156168],3.9536403763069483,"{'fitness 25': 3.3644165053595403, 'fitness 53': 4.102311287629753, 'fitness 74': 4.117592646960909, 'fitness 102': 4.378911976600396}",False
28,"[[0], [3], [2, 3], [0, 0, 0], [1, 0, 0, 2], [0, 3, 0, 2, 1, 0, 1, 1, 2], [1, 0, 1, 1, 1, 1, 0, 0, 0, 0], [0]]",4.1023979752517885,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.9998906330193024,[0.99989063],3.953729540603419,"{'fitness 25': 3.3645082224135137, 'fitness 53': 4.1023979752517885, 'fitness 74': 4.117680956699483, 'fitness 102': 4.3789994426972605}",False
29,"[[0], [2], [3], [2], [], [], [1, 1, 1, 0, 0], []]",4.105857644694286,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.987798263913564**0.3651671700013176),[0.98779826 0.36516717],3.9572879731375874,"{'fitness 25': 3.3681685394355316, 'fitness 53': 4.105857644694286, 'fitness 74': 4.121205288159544, 'fitness 102': 4.382490091817687}",False
30,"[[0], [2], [2], [3], [], [3], [1], []]",4.112329281474156,5,((Constant**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 0]",((0.20076406172901606**0.05163833958731989)**0.1532994758333076),[0.20076406 0.05163834 0.15329948],3.9639439370464102,"{'fitness 25': 3.3750151113005558, 'fitness 53': 4.112329281474156, 'fitness 74': 4.127797484447303, 'fitness 102': 4.389019215391371}",False
31,"[[0], [2], [2], [0, 0], [2, 2], [3], [0, 0], [0, 0]]",4.113982450209325,7,((x[0]/x[0]**Constant)**Constant),"[1, 1, 1, 1, 2, 1, 2, 2]",((x[0]/x[0]**0.7561989795518972)**0.17697247737074617),[0.75619898 0.17697248],3.964917328978123,"{'fitness 25': 3.375424870035828, 'fitness 53': 4.113982450209325, 'fitness 74': 4.128533824361142, 'fitness 102': 4.390793292537401}",False
32,"[[0], [2], [2], [3], [], [3], [1], [0]]",4.1193817819766725,5,((Constant**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 0]",((0.42192157732925173**0.05069898505244341)**0.4970293414583985),[0.42192158 0.05069899 0.49702934],3.9711966897077198,"{'fitness 25': 3.3824756089600547, 'fitness 53': 4.1193817819766725, 'fitness 74': 4.134980779820505, 'fitness 102': 4.3961336803426}",False
33,"[[0], [2], [3], [], [], [], [1], []]",4.119929045804292,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.9712458807743135**0.7694486911461568),[0.97124588 0.76944869],3.971759465871353,"{'fitness 25': 3.383054506889912, 'fitness 53': 4.119929045804292, 'fitness 74': 4.1355381677341585, 'fitness 102': 4.396685722989989}",False
34,"[[0], [2], [3], [2], [], [], [1, 1, 1, 0, 0], []]",4.136186804852959,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.5458124758820738**0.07196089038870546),[0.54581248 0.07196089],3.9884762926567823,"{'fitness 25': 3.400250315308053, 'fitness 53': 4.136186804852959, 'fitness 74': 4.152095031288541, 'fitness 102': 4.4130835313737515}",False
35,"[[0], [2], [3], [], [], [], [1], []]",4.136705633635107,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.7880106717224477**0.1857405992687532),[0.78801067 0.1857406 ],3.989009715532107,"{'fitness 25': 3.4007990247456505, 'fitness 53': 4.136705633635107, 'fitness 74': 4.152623352878124, 'fitness 102': 4.413606768972547}",False
36,"[[0], [2], [2], [3], [2, 0, 1, 1, 0, 2], [3], [1], [0, 1, 1, 1, 0]]",4.1412372657460175,5,((Constant**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 0]",((0.29175673831375526**0.4137295944533266)**0.09852757612298979),[0.29175674 0.41372959 0.09852758],3.993668670866885,"{'fitness 25': 3.4055914991775116, 'fitness 53': 4.1412372657460175, 'fitness 74': 4.157237761660974, 'fitness 102': 4.41817675176217}",False
37,"[[0], [2], [2], [0], [0, 1, 2], [0, 3, 3], [1, 1, 0, 1], [0]]",4.142798885575008,7,((Constant+Constant/(x[0]/Constant)**Constant)**Constant),"[1, 1, 1, 1, 2, 3, 4, 1]",((0.2434343370128078+0.46704412909547355/(x[0]/0.8264861446402493)**0.7931314224466995)**0.21225203072748955),[0.24343434 0.46704413 0.82648614 0.79313142 0.21225203],3.9973249413976597,"{'fitness 25': 3.4109395640599947, 'fitness 53': 4.142798885575008, 'fitness 74': 4.161482352471227, 'fitness 102': 4.419552907661759}",False
38,"[[0], [2], [3, 3], [], [], [0], [1, 0], [0]]",4.169997082332868,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.7208215866756971**0.27131392637785146),[0.72082159 0.27131393],4.023230437756983,"{'fitness 25': 3.4360005727493657, 'fitness 53': 4.169997082332868, 'fitness 74': 4.186517258448451, 'fitness 102': 4.4471734820731355}",False
39,"[[0], [2], [2, 3], [2, 0, 1], [2], [], [0], [0]]",4.172762748786671,7,(((x[0]**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 0, 1, 1]",(((x[0]**0.6682298328996885)**0.959386492460995)**0.44419705174829427),[0.66822983 0.95938649 0.44419705],4.021929875483758,"{'fitness 25': 3.4311677078402574, 'fitness 53': 4.172762748786671, 'fitness 74': 4.183870603558725, 'fitness 102': 4.450751315052291}",False
40,"[[0], [2], [2], [3, 2], [2, 2], [], [0, 0], [0]]",4.175095779262988,6,((x[0]**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 1]",((x[0]**0.39146950741233755)**0.7544288468716186),[0.39146951 0.75442885],4.024200290305491,"{'fitness 25': 3.4333904431210707, 'fitness 53': 4.175095779262988, 'fitness 74': 4.186074908147499, 'fitness 102': 4.453135519647903}",False
41,"[[0], [2], [2, 0], [3, 1], [0, 0, 1, 0], [], [0, 0, 1, 0], [0]]",4.177046491422325,6,((x[0]**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 1]",((x[0]**0.9287693747229784)**0.32756823551584713),[0.92876937 0.32756824],4.02609909104483,"{'fitness 25': 3.4352495297488708, 'fitness 53': 4.177046491422325, 'fitness 74': 4.187918446408157, 'fitness 102': 4.4551292969774625}",False
42,"[[0], [2], [2], [3], [2], [], [0], [0]]",4.177574561139579,6,((x[0]**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 1]",((x[0]**0.611771284614766)**0.5012573642533403),[0.61177128 0.50125736],4.026613177447685,"{'fitness 25': 3.435752889039343, 'fitness 53': 4.177574561139579, 'fitness 74': 4.188417574983754, 'fitness 102': 4.455669068319959}",False
43,"[[0], [2], [2], [2], [1], [3, 2, 2, 0], [0, 0], [0, 1]]",4.1811995511966735,7,((((x[0]/x[1])**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 1, 2, 2]",((((x[0]/x[1])**0.8066791587852893)**0.6519633009044916)**0.024244879035934086),[0.80667916 0.6519633  0.02424488],4.034429896337321,"{'fitness 25': 3.4492733275282386, 'fitness 53': 4.1811995511966735, 'fitness 74': 4.196852082117808, 'fitness 102': 4.457164279365918}",False
44,"[[0], [3], [], [], [2], [2, 0], [1], []]",4.190057611217478,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.8899741994846384,[0.8899742],4.04384415893655,"{'fitness 25': 3.4572050754133796, 'fitness 53': 4.190057611217478, 'fitness 74': 4.2069345902308966, 'fitness 102': 4.467392811165375}",False
45,"[[0], [2], [0], [2, 1], [0, 2, 0], [1, 3, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0]]",4.2011469847009035,7,((x[1]-Constant**Constant)/(x[1]+x[1]+x[0])**Constant),"[1, 1, 1, 2, 3, 4, 5, 4]",((x[1]-0.2983068201629776**0.6214898661626065)/(x[1]+x[1]+x[0])**0.9342457614646444),[0.29830682 0.62148987 0.93424576],4.055797772661958,"{'fitness 25': 3.4599145039184664, 'fitness 53': 4.2011469847009035, 'fitness 74': 4.222261380278496, 'fitness 102': 4.48521743378891}",False
46,"[[0], [2], [3], [2], [1], [], [1], []]",4.202770316636792,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.7618970692220062**0.49463391930654443),[0.76189707 0.49463392],4.05690482946719,"{'fitness 25': 3.4706399597548976, 'fitness 53': 4.202770316636792, 'fitness 74': 4.21987103951023, 'fitness 102': 4.480203489136444}",False
47,"[[0], [3], [], [], [], [], [1], []]",4.207282677080452,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.868528485105859,[0.86852849],4.06154021741479,"{'fitness 25': 3.475408133671103, 'fitness 53': 4.207282677080452, 'fitness 74': 4.224462381255381, 'fitness 102': 4.484750137317887}",False
48,"[[0], [2], [1], [0, 0], [2, 1, 1, 2], [0, 0, 3, 2, 3], [0, 0, 0, 1, 0, 0], [0, 1, 1, 1, 1]]",4.228529539437528,7,((x[0]+(x[1]+x[1])/(Constant*x[1])/x[1])**Constant),"[1, 1, 1, 2, 4, 5, 6, 5]",((x[0]+(x[1]+x[1])/(0.6482785663421066*x[1])/x[1])**0.5681491985985196),[0.64827857 0.5681492 ],4.076306203350227,"{'fitness 25': 3.484617759767548, 'fitness 53': 4.228529539437528, 'fitness 74': 4.236586650205597, 'fitness 102': 4.507714200077535}",False
49,"[[0], [2], [0], [2, 0], [0, 1, 2], [3, 2, 2, 0], [1, 1, 1, 1, 0], [0]]",4.2452772874641544,7,((Constant/Constant**Constant)*(Constant*Constant)+x[0]**Constant),"[1, 1, 1, 2, 3, 4, 5, 1]",((0.8591245027860642/0.22058821828445552**0.14557464892708383)*(0.09255623865912632*0.46583582833435166)+x[0]**0.8933306603122413),[0.8591245  0.22058822 0.14557465 0.09255624 0.46583583 0.89333066],4.091170146715736,"{'fitness 25': 3.49750756583623, 'fitness 53': 4.2452772874641544, 'fitness 74': 4.25034794288489, 'fitness 102': 4.525654931426089}",False
50,"[[0], [2], [3], [3, 1], [1, 2, 2], [0, 0, 3, 2], [1, 1, 1, 1, 1], []]",4.247457643210907,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.7600181967388369**0.7289912802313155),[0.7600182  0.72899128],4.1027995085020885,"{'fitness 25': 3.5178484414315774, 'fitness 53': 4.247457643210907, 'fitness 74': 4.265330654560782, 'fitness 102': 4.525219429513906}",False
51,"[[0], [3], [3, 3], [], [], [3, 3, 0, 0], [1, 0], []]",4.247824167908056,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.8182407447427864,[0.81824074],4.10317583518393,"{'fitness 25': 3.5182355309711326, 'fitness 53': 4.247824167908056, 'fitness 74': 4.2657034238129725, 'fitness 102': 4.525588550767685}",False
52,"[[0], [3], [], [], [], [], [1], []]",4.268246100273011,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.7930062801113616,[0.79300628],4.1241413536006,"{'fitness 25': 3.5398003309006936, 'fitness 53': 4.268246100273011, 'fitness 74': 4.286471030775676, 'fitness 102': 4.546152699125431}",False
53,"[[0], [2], [0, 3], [2, 2], [2, 1], [3, 3], [1, 0, 1], [0]]",4.336165667865399,7,((Constant**Constant)/((x[0]/Constant)**Constant)**Constant),"[1, 1, 1, 2, 2, 2, 3, 1]",((0.3304348993812659**0.1971057623999688)/((x[0]/0.5070921682347524)**0.6935479588703607)**0.5489614429876642),[0.3304349  0.19710576 0.50709217 0.69354796 0.54896144],4.198850388520377,"{'fitness 25': 3.6208590063166683, 'fitness 53': 4.336165667865399, 'fitness 74': 4.361988255948402, 'fitness 102': 4.613703903296059}",False
