   0,2.992694e+00,6.370389e+03,4.031350e+04, 100
   1,2.992694e+00,4.070254e+02,1.402742e+03, 100
   2,2.643250e+00,6.937002e+03,6.229604e+04, 100
   3,2.643250e+00,3.312181e+02,1.282219e+03, 100
   4,2.521435e+00,4.426359e+02,1.967213e+03, 100
   5,2.515614e+00,6.238916e+02,2.558359e+03, 100
   6,2.515374e+00,1.071616e+03,6.049090e+03, 100
   7,1.754604e+00,6.026676e+03,3.944896e+04, 100
   8,1.754604e+00,4.492734e+02,1.404962e+03, 100
   9,1.578540e+00,1.341371e+03,5.527281e+03, 100
  10,1.460079e+00,5.761420e+02,2.139066e+03, 100
