,genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,opt_const,fitness val,other_info,optimized
10,"[[0], [0], [2, 2], [2, 2], [2, 2], [3], [0, 1], [1, 0]]",2.840867171053153,"[1, 1, 2, 2, 2, 1, 2, 1]",7,((x[1]**Constant)**Constant)/((Constant**Constant)**Constant),((x[1]**0.5225064689576936)**0.31838038186361695)/((0.42583125743121164**0.845870859945986)**0.42656298443007334),[0.52250647 0.31838038 0.42583126 0.84587086 0.42656298],2.707614628421035,"{'fitness 25': 2.4135632346968587, 'fitness 53': 2.840867171053153, 'fitness 74': 2.7803132038550613, 'fitness 102': 2.9289674467111855}",False
11,"[[0], [2], [2], [3, 2], [1], [0, 0, 2, 0], [0, 0], [1, 0]]",2.8458067857216474,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.81655053555363)**0.1719851837909694),[0.81655054 0.17198518],2.65596425708851,"{'fitness 25': 2.011899724861165, 'fitness 53': 2.8458067857216474, 'fitness 74': 2.8426725919691362, 'fitness 102': 3.1133204544352284}",False
12,"[[0], [2], [1], [1, 2, 2], [1, 2, 2], [3, 3, 0, 2], [0, 0, 1, 0], [0, 1, 1]]",2.854539711731173,"[1, 1, 1, 2, 3, 3, 4, 3]",7,((((x[0]/x[1])/Constant)+(x[1]**Constant))**Constant),((((x[0]/x[1])/0.2785441287561742)+(x[1]**0.1884135929875217))**0.7400126998605678),[0.27854413 0.18841359 0.7400127 ],2.664807035162952,"{'fitness 25': 2.0198892620074917, 'fitness 53': 2.854539711731173, 'fitness 74': 2.8517357801304763, 'fitness 102': 3.1227960633508887}",False
13,"[[0], [2], [1], [2, 2], [2, 2], [3, 0, 2], [0, 1], [1, 0]]",2.868221731464875,"[1, 1, 1, 2, 2, 1, 2, 1]",7,(((x[1]**Constant)/(Constant**Constant))**Constant),(((x[1]**0.8531763250603553)/(0.582025650424533**0.6250921437571042))**0.15357225504721184),[0.85317633 0.58202565 0.62509214 0.15357226],2.6784917673528095,"{'fitness 25': 2.034098258955147, 'fitness 53': 2.868221731464875, 'fitness 74': 2.8649862878245798, 'fitness 102': 3.136390755278702}",False
14,"[[0], [0], [1, 2], [2, 2, 3], [2, 1], [3, 2, 1], [0, 1, 1, 1], [1, 1]]",2.8745910371412995,"[1, 1, 2, 3, 2, 3, 4, 1]",7,((x[1]**Constant)/((Constant*Constant)**Constant))-(Constant**Constant),((x[1]**0.13829104947782633)/((0.835863251131469*0.6342384907009073)**0.46686604989351943))-(0.9153663664254078**0.0950152089056675),[0.13829105 0.83586325 0.63423849 0.46686605 0.91536637 0.09501521],2.687217564846375,"{'fitness 25': 2.027287972451696, 'fitness 53': 2.8745910371412995, 'fitness 74': 2.8803690577808565, 'fitness 102': 3.1539956643065725}",False
15,"[[0], [0], [2, 2], [1, 3], [1, 1], [0, 0, 2, 0], [0, 1, 0, 1, 0], [0, 0, 1]]",2.931393695642739,"[1, 1, 2, 2, 2, 4, 5, 3]",7,(((x[0]+Constant)+(x[0]*Constant))**Constant)+(x[1]**Constant),(((x[0]+0.5801214274779233)+(x[0]*0.6733367928391261))**0.551459494586542)+(x[1]**0.05646666036818471),[0.58012143 0.67333679 0.55145949 0.05646666],2.7373893189663723,"{'fitness 25': 2.145726165318113, 'fitness 53': 2.931393695642739, 'fitness 74': 2.900461474004545, 'fitness 102': 3.1659803175764583}",False
16,"[[0], [2], [2], [3, 2], [1], [0, 0, 2, 0], [0, 0], [1, 0]]",3.023393852911963,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.9374477606739278)**0.1302442982484443),[0.93744776 0.1302443 ],2.838289838791327,"{'fitness 25': 2.1869974301627946, 'fitness 53': 3.023393852911963, 'fitness 74': 3.026337626170217, 'fitness 102': 3.30153446004097}",False
17,"[[0], [0], [2, 0], [2, 2, 1], [1, 1, 0, 1], [0, 0, 2, 3, 2, 0, 0], [0, 0, 1, 0, 1, 0, 1, 1], [1, 1, 1, 1]]",3.243945181085945,"[1, 1, 2, 3, 4, 7, 8, 4]",7,(((x[1]+x[1])**Constant)**Constant)+((Constant*x[1])**Constant)/(Constant*x[1]+(Constant+Constant)),(((x[1]+x[1])**0.17055293433062657)**0.5392194420140575)+((0.900832973334645*x[1])**0.352198975152175)/(0.5096105687586191*x[1]+(0.7620567435789065+0.06897127584109541)),"[0.17055293 0.53921944 0.90083297 0.35219898 0.50961057 0.76205674
 0.06897128]",3.066762291391623,"{'fitness 25': 2.427824399291936, 'fitness 53': 3.243945181085945, 'fitness 74': 3.249256344782542, 'fitness 102': 3.523206130100391}",False
18,"[[0], [2], [0, 3], [2, 2], [1, 2], [3, 0], [0, 0, 0], [0, 0, 1]]",3.264963535656652,"[1, 1, 1, 2, 2, 2, 3, 3]",7,(((x[0]/x[0])**Constant)+(x[1]**Constant)**Constant),(((x[0]/x[0])**0.7037686773210136)+(x[1]**0.6178996906817562)**0.029719382462675914),[0.70376868 0.61789969 0.02971938],3.0875225344868515,"{'fitness 25': 2.475132645989728, 'fitness 53': 3.264963535656652, 'fitness 74': 3.2597871482626557, 'fitness 102': 3.527647809208171}",False
19,"[[0], [0], [2, 2], [2, 1], [2, 1, 2, 1, 0, 2], [0, 0, 0], [0, 1, 1, 1, 0, 1, 0, 1, 0], [0, 0, 1, 1, 1]]",3.2732997241122206,"[1, 1, 2, 2, 3, 3, 4, 1]",7,((x[0]**Constant)**Constant)+(((Constant+Constant)+Constant)**Constant),((x[0]**0.8694207254121461)**0.7299391934597694)+(((0.08008810867620564+0.48412865216221546)+0.9704929821898376)**0.7981399138842603),[0.86942073 0.72993919 0.08008811 0.48412865 0.97049298 0.79813991],3.088893280788287,"{'fitness 25': 2.483189038254929, 'fitness 53': 3.2732997241122206, 'fitness 74': 3.25478570090913, 'fitness 102': 3.528705103200801}",False
20,"[[0], [0], [2, 2], [2, 2], [2, 2], [0, 2, 3, 1, 1, 3, 1, 1, 3], [0, 1], [0, 0, 1, 1, 0]]",3.410912321544197,"[1, 1, 2, 2, 2, 1, 2, 1]",7,((x[0]**Constant)**Constant)+((Constant**Constant)**Constant),((x[0]**0.34586972972865604)**0.09027129668367695)+((0.46959970059585177**0.8566742243138384)**0.08514477374561669),[0.34586973 0.0902713  0.4695997  0.85667422 0.08514477],3.23853229627167,"{'fitness 25': 2.631185514070259, 'fitness 53': 3.410912321544197, 'fitness 74': 3.408539475266024, 'fitness 102': 3.675871899478728}",False
21,"[[0], [2], [1], [2, 2], [0, 0, 2], [0, 3, 1], [1, 0, 1, 1], [0]]",3.4394158860371364,"[1, 1, 1, 2, 2, 3, 4, 1]",7,(((Constant+x[0]**Constant)/(Constant-Constant**Constant))**Constant),(((0.7370335265120894+x[0]**0.1781945729682014)/(0.8958047113759401-0.09242012207549644**0.7695941716213232))**0.7819123269825043),[0.73703353 0.17819457 0.89580471 0.09242012 0.76959417 0.78191233],3.2661273744575374,"{'fitness 25': 2.658709340695608, 'fitness 53': 3.4394158860371364, 'fitness 74': 3.4350885408614507, 'fitness 102': 3.704584241815554}",False
22,"[[0], [0], [0, 3], [2, 0], [1, 2, 2], [3, 0, 3, 2, 2, 3, 1, 2, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0]]",3.5469243500145993,"[1, 1, 2, 2, 3, 4, 5, 0]",6,((Constant/Constant)**Constant)+Constant/Constant*Constant,((0.6806554132053886/0.44514226096861964)**0.008661806115837223)+0.552174388477646/0.47705831953925837*0.6333165442121289,[0.68065541 0.44514226 0.00866181 0.55217439 0.47705832 0.63331654],3.380210033573889,"{'fitness 25': 2.775756180990817, 'fitness 53': 3.5469243500145993, 'fitness 74': 3.5494294152394072, 'fitness 102': 3.8154445044914436}",False
23,"[[0], [1], [2, 3], [3, 1, 3, 2], [0, 2], [3, 0, 3, 2, 2, 3, 1, 2, 1], [0, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 1]]",3.6643968408555048,"[1, 1, 2, 1, 0, 1, 2, 1]",6,((x[0]**Constant)/Constant),((x[0]**0.8294563882492231)/0.4433651156274069),[0.82945639 0.44336512],3.482989462755104,"{'fitness 25': 2.8828996050498703, 'fitness 53': 3.6643968408555048, 'fitness 74': 3.639503076301114, 'fitness 102': 3.9265657069143285}",False
24,"[[0], [0], [3, 0], [2, 2, 1], [1, 1, 0, 2], [2, 2, 0, 2, 0, 3], [0, 0, 1, 0, 0, 0, 1], [0, 1, 0, 0]]",3.675230939671989,"[1, 1, 2, 2, 2, 4, 5, 4]",7,x[0]*((x[1]*Constant)**Constant)+((x[0]*x[0])**Constant),x[0]*((x[1]*0.08114113643796195)**0.12604872718053717)+((x[0]*x[0])**0.6672194283804109),[0.08114114 0.12604873 0.66721943],3.4926495510324114,"{'fitness 25': 2.9140865156446942, 'fitness 53': 3.675230939671989, 'fitness 74': 3.641336592647318, 'fitness 102': 3.922525544805223}",False
25,"[[0], [2], [2, 2], [1, 2], [1, 0], [3, 2, 3], [0, 1, 0, 1], [0, 0]]",3.758407715535853,"[1, 1, 1, 1, 2, 3, 4, 2]",7,((((x[0]/Constant)*x[0]/Constant)**Constant)**Constant),((((x[0]/0.4980054158037148)*x[0]/0.20193238512795597)**0.3409344390335387)**0.7076388282137035),[0.49800542 0.20193239 0.34093444 0.70763883],3.588020876605622,"{'fitness 25': 2.983485089292507, 'fitness 53': 3.758407715535853, 'fitness 74': 3.750818837655121, 'fitness 102': 4.029758702869237}",False
26,"[[0], [2], [1, 0], [2, 1], [2, 2, 2], [0, 0, 3, 2], [1, 1, 1, 1, 0], [0]]",3.819039978855214,"[1, 1, 1, 2, 3, 2, 3, 0]",6,(((Constant**Constant)+(Constant+Constant))**Constant),(((0.054196446252186226**0.5344919936670895)+(0.6666672898350858+0.6338948233028736))**0.7547643767664113),[0.05419645 0.53449199 0.66666729 0.63389482 0.75476438],3.6617282967666416,"{'fitness 25': 3.0643000046163116, 'fitness 53': 3.819039978855214, 'fitness 74': 3.828467691296328, 'fitness 102': 4.092417194387285}",False
27,"[[0], [1], [2, 2], [2, 3], [2, 2], [3, 0, 2, 0], [0, 1, 1, 0, 0], [0, 0]]",3.8416507406460507,"[1, 1, 2, 2, 1, 1, 2, 1]",7,(((x[0]**Constant)**Constant)/(Constant**Constant)),(((x[0]**0.908992352237173)**0.4500553500533405)/(0.43526518577320006**0.5286235945158061)),[0.90899235 0.45005535 0.43526519 0.52862359],3.676287826152232,"{'fitness 25': 3.074049330366161, 'fitness 53': 3.8416507406460507, 'fitness 74': 3.8395636754020086, 'fitness 102': 4.115250472688526}",False
28,"[[0], [0], [2, 2], [0, 3], [2, 2], [0, 2, 0], [1, 0, 1, 0], [0, 1]]",3.8488024378031613,"[1, 1, 2, 2, 2, 2, 3, 1]",7,(Constant+x[0]**Constant)*(Constant**Constant),(0.8878336435506204+x[0]**0.8927899722984852)*(0.8018560555557058**0.9403540526846562),[0.88783364 0.89278997 0.80185606 0.94035405],3.6846182837571795,"{'fitness 25': 3.0827778209617978, 'fitness 53': 3.8488024378031613, 'fitness 74': 3.8480369111554107, 'fitness 102': 4.123040119154329}",False
29,"[[0], [0], [2, 2], [2, 2], [2, 2], [3], [0, 1], [1]]",3.890063093012009,"[1, 1, 2, 2, 2, 1, 2, 1]",7,((x[1]**Constant)**Constant)/((Constant**Constant)**Constant),((x[1]**0.2834942941597788)**0.8420056932713225)/((0.3605602390416144**0.6408704989866175)**0.010472604291800636),[0.28349429 0.84200569 0.36056024 0.6408705  0.0104726 ],3.807887882831325,"{'fitness 25': 3.8149593457752617, 'fitness 53': 3.890063093012009, 'fitness 74': 3.7975547574613384, 'fitness 102': 3.8111495452573747}",False
30,"[[0], [0], [2, 3], [2, 0], [0, 2, 2], [3, 0, 3, 2, 2, 3, 1, 2, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0]]",3.9115678058615937,"[1, 1, 2, 1, 1, 2, 3, 0]",6,((Constant/Constant**Constant)**Constant)+Constant,((0.5214842036805682/0.8175801249705686**0.07832996615579935)**0.08845328493564253)+0.2988693640512,[0.5214842  0.81758012 0.07832997 0.08845328 0.29886936],3.7572023733614457,"{'fitness 25': 3.162406102774373, 'fitness 53': 3.9115678058615937, 'fitness 74': 3.923037937346088, 'fitness 102': 4.186163079963877}",False
31,"[[0], [2], [2], [2, 3], [2, 2], [0, 0, 2, 0], [0, 0], [1, 0]]",3.9357398654752824,"[1, 1, 1, 1, 1, 0, 1, 1]",7,(((x[1]**Constant)**Constant)**Constant),(((x[1]**0.8526100612041461)**0.03477666870558882)**0.8318598839636787),[0.85261006 0.03477667 0.83185988],3.7823955251193997,"{'fitness 25': 3.183317641300051, 'fitness 53': 3.9357398654752824, 'fitness 74': 3.949821610504524, 'fitness 102': 4.214047323553624}",False
32,"[[0], [0], [2, 2], [3, 1], [2, 1, 2, 1, 0, 2], [0, 3, 2], [0, 1, 1, 1, 0, 1, 0, 1, 0], [0, 1, 1, 1, 0]]",3.9618974945848473,"[1, 1, 2, 2, 2, 3, 4, 1]",6,(x[0]**Constant)+((Constant/(Constant*Constant))**Constant),(x[0]**0.9576833778258625)+((0.030479061337123747/(0.2231398117613086*0.6422646922333087))**0.5295390777959387),[0.95768338 0.03047906 0.22313981 0.64226469 0.52953908],3.799163199824124,"{'fitness 25': 3.198643055897599, 'fitness 53': 3.9618974945848473, 'fitness 74': 3.9606388124430363, 'fitness 102': 4.238207731131738}",False
33,"[[0], [2], [2, 0], [0, 0, 0], [0, 0, 1, 0], [3, 0, 2, 0], [0, 1, 1, 0], [0, 0]]",4.004439595786312,"[1, 1, 1, 1, 2, 3, 4, 2]",7,((x[0]/Constant+Constant*x[0]**Constant)**Constant),((x[0]/0.7441815896002971+0.5039374175098567*x[0]**0.34428189627611394)**0.3423363519089023),[0.74418159 0.50393742 0.3442819  0.34233635],3.848068338893512,"{'fitness 25': 3.2521093484612367, 'fitness 53': 4.004439595786312, 'fitness 74': 4.011394643957719, 'fitness 102': 4.280701024261581}",False
34,"[[0], [0], [2, 1], [2, 2, 2], [1, 1, 0], [3, 0, 2, 2, 3], [0, 0, 1, 0, 1, 0], [1, 0, 0, 1]]",4.0061837067843955,"[1, 1, 2, 3, 3, 5, 6, 4]",7,(((x[1]/x[0])**Constant)**Constant)+(((Constant*x[0])**Constant)*(Constant/x[1]**Constant)),(((x[1]/x[0])**0.11188635221670362)**0.12505698170277713)+(((0.20467919540105783*x[0])**0.22062590053806752)*(0.49543984987514655/x[1]**0.7725640386336247)),[0.11188635 0.12505698 0.2046792  0.2206259  0.49543985 0.77256404],3.8551146755997237,"{'fitness 25': 3.260773171785847, 'fitness 53': 4.0061837067843955, 'fitness 74': 4.021016417009792, 'fitness 102': 4.283554438003532}",False
35,"[[0], [2], [0, 2], [2, 2], [2, 2], [3, 2, 0, 0, 3, 2], [1, 1, 1, 1, 0, 0, 1, 0, 1, 1], [0]]",4.071199245505065,"[1, 1, 1, 2, 2, 1, 2, 0]",6,((Constant**Constant)/(Constant**Constant)**Constant),((0.9247405512055231**0.20108252760526701)/(0.8897624539028**0.48230169524362143)**0.9642624174086821),[0.92474055 0.20108253 0.88976245 0.4823017  0.96426242],3.921633092217164,"{'fitness 25': 3.331493556715862, 'fitness 53': 4.071199245505065, 'fitness 74': 4.0858923418038975, 'fitness 102': 4.347513378131733}",False
36,"[[0], [2], [2], [2], [1], [3], [1, 1, 1, 0, 0], [1, 0]]",4.0834945771286595,"[1, 1, 1, 1, 1, 1, 2, 0]",6,((((Constant/Constant)**Constant)**Constant)**Constant),((((0.5576908227177614/0.4236882058886905)**0.20896897740105802)**0.8178538938640346)**0.500232615570348),[0.55769082 0.42368821 0.20896898 0.81785389 0.50023262],3.93428374170846,"{'fitness 25': 3.344505932867089, 'fitness 53': 4.0834945771286595, 'fitness 74': 4.098421612942586, 'fitness 102': 4.359923679315706}",False
37,"[[0], [2], [2], [2, 2], [1], [2], [0, 1, 1, 1], [1, 0]]",4.085730670199055,"[1, 1, 1, 1, 1, 1, 2, 1]",7,((((x[1]*Constant)**Constant)**Constant)**Constant),((((x[1]*0.044563571981902084)**0.07198049386323546)**0.8359096683363364)**0.07297770991924302),[0.04456357 0.07198049 0.83590967 0.07297771],3.936627783353625,"{'fitness 25': 3.346167976008922, 'fitness 53': 4.085730670199055, 'fitness 74': 4.101016357147018, 'fitness 102': 4.362699016904935}",False
38,"[[0], [1], [2, 2], [0, 3], [2, 1, 2, 1, 0, 2], [3, 3, 2, 0], [0, 1, 1, 1, 0, 1, 0, 1, 0], [0, 0, 1, 1, 1]]",4.086185545575956,"[1, 1, 2, 2, 2, 3, 4, 1]",7,((x[0]/(Constant/Constant)**Constant)*(Constant**Constant)),((x[0]/(0.2875069082741635/0.7118594687921991)**0.5259977342477051)*(0.8322102675825929**0.7947148787599638)),[0.28750691 0.71185947 0.52599773 0.83221027 0.79471488],3.923194081529489,"{'fitness 25': 3.3233830104360074, 'fitness 53': 4.086185545575956, 'fitness 74': 4.081641630920397, 'fitness 102': 4.364557603232063}",False
39,"[[0], [2], [2], [2, 0, 3], [1], [0, 0, 2, 0], [0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0]]",4.101060678571764,"[1, 1, 1, 1, 1, 1, 2, 2]",7,((((x[0]+x[0])**Constant)**Constant)**Constant),((((x[0]+x[0])**0.08861869579545256)**0.05989588144288627)**0.8575114053170434),[0.0886187  0.05989588 0.85751141],3.9522752056009303,"{'fitness 25': 3.3629485513174053, 'fitness 53': 4.101060678571764, 'fitness 74': 4.116216041841272, 'fitness 102': 4.377661023644112}",False
40,"[[0], [2], [2, 3], [2, 2], [1], [3], [0, 0], [0, 0, 0]]",4.102311287629753,"[1, 1, 1, 1, 1, 1, 2, 2]",7,((((x[0]/x[0])**Constant)**Constant)**Constant),((((x[0]/x[0])**0.6384091991956404)**0.35601941220330413)**0.2167687084998946),[0.6384092  0.35601941 0.21676871],3.9536403763069483,"{'fitness 25': 3.3644165053595403, 'fitness 53': 4.102311287629753, 'fitness 74': 4.117592646960909, 'fitness 102': 4.378911976600396}",False
41,"[[0], [2], [3, 2], [0, 0], [2, 1], [3, 2, 3], [0, 0, 0, 1], [0, 0, 0]]",4.117201891103423,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.05529862857629475),[0.05529863],3.9680305283079105,"{'fitness 25': 3.378464977913535, 'fitness 53': 4.117201891103423, 'fitness 74': 4.131554600907539, 'fitness 102': 4.3940720061026575}",False
42,"[[0], [0], [2, 2], [2, 2], [1, 2], [3, 2], [0, 0, 1], [1, 1]]",4.122419943182499,"[1, 1, 2, 2, 2, 2, 3, 2]",7,(((x[1]/x[1])**Constant)**Constant)*((Constant**Constant)**Constant),(((x[1]/x[1])**0.8928076690938966)**0.1487583391911277)*((0.6154073944272443**0.09981732508159191)**0.5295176434814767),[0.89280767 0.14875834 0.61540739 0.09981733 0.52951764],3.974320919446986,"{'fitness 25': 3.3856893411042193, 'fitness 53': 4.122419943182499, 'fitness 74': 4.138075099304275, 'fitness 102': 4.399198317932464}",False
43,"[[0], [2], [2, 3], [2, 0], [2, 0], [0, 1, 2], [0, 1, 1, 1, 0, 0, 1, 0, 1, 1], [0]]",4.137590609231779,"[1, 1, 1, 1, 1, 0, 1, 1]",7,(((x[0]**Constant)**Constant)**Constant),(((x[0]**0.39582910566091)**0.6132239476964605)**0.5560023522592352),[0.39582911 0.61322395 0.55600235],3.9877716621169625,"{'fitness 25': 3.397753004321615, 'fitness 53': 4.137590609231779, 'fitness 74': 4.150712318214161, 'fitness 102': 4.414849663815111}",False
44,"[[0], [2], [2, 3], [2, 3], [0, 2], [2, 2, 0, 0, 3, 2], [0, 1, 0], [0, 0]]",4.142839067020099,"[1, 1, 1, 1, 1, 1, 2, 1]",7,(((x[0]*Constant**Constant)**Constant)**Constant),(((x[0]*0.5365726127638379**0.6966753772719844)**0.15528071335205573)**0.435884208695813),[0.53657261 0.69667538 0.15528071 0.43588421],3.994227875283954,"{'fitness 25': 3.40526842239157, 'fitness 53': 4.142839067020099, 'fitness 74': 4.157449580578161, 'fitness 102': 4.419965622882131}",False
45,"[[0], [2], [2, 2], [3, 3, 3], [0, 2, 2], [2, 0, 2], [1, 1, 1, 1, 0, 0, 1, 0, 1, 1], [0]]",4.1473587816537325,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.8789356309902755**0.8660777772313957)**0.5218222140115527),[0.87893563 0.86607778 0.52182221],3.999961763062077,"{'fitness 25': 3.412064954688129, 'fitness 53': 4.1473587816537325, 'fitness 74': 4.163470707326809, 'fitness 102': 4.424349627171293}",False
46,"[[0], [2], [2], [2, 0, 0], [2, 1, 0, 1, 0], [0, 0, 2, 0], [0, 0, 1, 0, 1, 1, 0, 1, 0], [0, 0]]",4.163154258451006,"[1, 1, 1, 1, 1, 0, 1, 1]",7,(((x[0]**Constant)**Constant)**Constant),(((x[0]**0.9018454961524893)**0.3465131734699658)**0.7748089842221256),[0.9018455  0.34651317 0.77480898],4.012585353482449,"{'fitness 25': 3.422021661559126, 'fitness 53': 4.163154258451006, 'fitness 74': 4.174798583691173, 'fitness 102': 4.440935815197047}",False
