,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
18,"[[0], [3], [], [], [], [], [1], []]",4.102708876956833,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.9994984039423243,[0.9994984],3.9540493239960406,"{'fitness 25': 3.3648371612203203, 'fitness 53': 4.102708876956833, 'fitness 74': 4.117997675294122, 'fitness 102': 4.379313135473681}",False
19,"[[0], [2], [2], [2], [2], [], [1], []]",4.102822514656591,6,(((Constant**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 0, 1, 0]",(((0.9895997598567638**0.5530575532726287)**0.16910964753888102)**0.6598108013815319),[0.98959976 0.55305755 0.16910965 0.6598108 ],3.954166207727116,"{'fitness 25': 3.3649573913671786, 'fitness 53': 4.102822514656591, 'fitness 74': 4.118113438826308, 'fitness 102': 4.37942779298786}",False
20,"[[0], [1], [2, 1], [0, 1, 3], [0, 2, 1, 1], [1, 1, 3, 0, 2, 3, 0], [0, 0, 1, 1, 0, 1, 1, 0], [1, 0, 0, 1]]",4.104083075047633,7,((x[1]-x[0]-Constant**Constant)/(((Constant+x[0])*(Constant/Constant))+x[1])),"[1, 1, 2, 3, 4, 7, 8, 4]",((x[1]-x[0]-0.30251859253923474**0.6002458436755131)/(((0.06044070025369119+x[0])*(0.9352656660923443/0.19594481293375343))+x[1])),[0.30251859 0.60024584 0.0604407  0.93526567 0.19594481],3.9555295148460057,"{'fitness 25': 3.366024682486995, 'fitness 53': 4.104083075047633, 'fitness 74': 4.119609012260858, 'fitness 102': 4.3809548497901645}",False
21,"[[0], [2], [2], [3], [], [3], [1], []]",4.11161837923851,5,((Constant**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 0]",((0.2994965533684667**0.8947922007483128)**0.01094136721076211),[0.29949655 0.8947922  0.01094137],3.963212813302942,"{'fitness 25': 3.3742630481237446, 'fitness 53': 4.11161837923851, 'fitness 74': 4.1270733640885435, 'fitness 102': 4.388302027696538}",False
22,"[[0], [3], [3, 0], [1, 1], [], [2, 2, 0, 2, 1, 2, 0, 3], [1], []]",4.115368336986854,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.9835422748496958,[0.98354227],3.9670693640627754,"{'fitness 25': 3.3782300562650436, 'fitness 53': 4.115368336986854, 'fitness 74': 4.130892976563304, 'fitness 102': 4.392085059359978}",False
23,"[[0], [2], [3], [], [], [], [1], []]",4.116946918861667,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.9724999128348711**0.6676494994229136),[0.97249991 0.6676495 ],3.968692762763295,"{'fitness 25': 3.379899955457989, 'fitness 53': 4.116946918861667, 'fitness 74': 4.132500828764594, 'fitness 102': 4.393677504067302}",False
24,"[[0], [2], [3], [0, 1, 3], [1, 1, 2, 2], [], [1, 1, 0, 0, 1, 1, 1], [0, 0]]",4.125908212957272,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.845609952909173**0.17991354352221245),[0.84560995 0.17991354],3.9779078618764214,"{'fitness 25': 3.389379050362543, 'fitness 53': 4.125908212957272, 'fitness 74': 4.141627708998535, 'fitness 102': 4.402716826268186}",False
25,"[[0], [3], [], [], [], [], [1], []]",4.13007027618126,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.9650478051929477,[0.96504781],3.982187452014768,"{'fitness 25': 3.3937812628618858, 'fitness 53': 4.13007027618126, 'fitness 74': 4.1458663473094175, 'fitness 102': 4.406914745873001}",False
26,"[[0], [3], [], [], [], [], [1], []]",4.130736946225809,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.9642100678029083,[0.96421007],3.9828729265297547,"{'fitness 25': 3.3944863791796447, 'fitness 53': 4.130736946225809, 'fitness 74': 4.146545263553184, 'fitness 102': 4.407587136856435}",False
27,"[[0], [3], [], [], [], [], [1], []]",4.134445277705466,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.9595516063386061,[0.95955161],3.9866857529720043,"{'fitness 25': 3.398408464214946, 'fitness 53': 4.134445277705466, 'fitness 74': 4.150321616510312, 'fitness 102': 4.411327178190755}",False
28,"[[0], [2], [3], [2, 3], [], [2], [1, 1], []]",4.138245497884817,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.9491806068880788**0.8872218366802563),[0.94918061 0.88722184],3.9905928741706744,"{'fitness 25': 3.402427553482306, 'fitness 53': 4.138245497884817, 'fitness 74': 4.1541913724501045, 'fitness 102': 4.415159696579612}",False
29,"[[0], [2], [3], [], [], [], [1], []]",4.150972187948722,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.9027303615744571**0.6169380281908974),[0.90273036 0.61693803],4.003676222868631,"{'fitness 25': 3.415885877762378, 'fitness 53': 4.150972187948722, 'fitness 74': 4.167149679862681, 'fitness 102': 4.427993110980832}",False
30,"[[0], [0], [3, 0], [0, 3, 0], [2, 1], [0, 3, 3, 3], [1, 0, 1, 1, 0], [0, 1, 0, 0]]",4.153517817290772,7,Constant+x[0]/(Constant/Constant)/x[1],"[1, 1, 2, 2, 2, 4, 5, 2]",0.9352626598537371+x[0]/(0.432864571566993/0.4846791776962639)/x[1],[0.93526266 0.43286457 0.48467918],4.006281311198296,"{'fitness 25': 3.418618120851335, 'fitness 53': 4.153517817290772, 'fitness 74': 4.169706329905486, 'fitness 102': 4.430519482838066}",False
31,"[[0], [2], [3], [2], [], [], [1], []]",4.1581245782983265,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.8541763335919833**0.4613656917309813),[0.85417633 0.46136569],4.011028148964542,"{'fitness 25': 3.4234485301405018, 'fitness 53': 4.1581245782983265, 'fitness 74': 4.1744313985443915, 'fitness 102': 4.4352045182087325}",False
32,"[[0], [3], [0, 3], [0, 1], [1, 1, 2, 0], [1, 2, 0, 0, 2, 2], [1, 1, 1, 1, 1, 0, 0], [0, 0]]",4.172475796007185,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.9119144773229084,[0.91191448],4.025777778495141,"{'fitness 25': 3.4386209259029705, 'fitness 53': 4.172475796007185, 'fitness 74': 4.189040309569205, 'fitness 102': 4.449672100013246}",False
33,"[[0], [2], [3], [2, 3, 2], [1, 1], [], [0], [0, 0, 1, 1]]",4.186836563345339,5,(x[0]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[0]**0.3498311791436878),[0.34983118],4.035634727219904,"{'fitness 25': 3.444587922805728, 'fitness 53': 4.186836563345339, 'fitness 74': 4.19717688978079, 'fitness 102': 4.465139369073194}",False
34,"[[0], [3], [], [], [2, 0, 1, 1, 0, 2], [3, 1, 0, 1, 1, 3, 3, 1, 3], [1], []]",4.233608236840961,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.8358447065447241,[0.83584471],4.088578532940415,"{'fitness 25': 3.503220613887066, 'fitness 53': 4.233608236840961, 'fitness 74': 4.251244233983429, 'fitness 102': 4.511270750950752}",False
35,"[[0], [2], [2], [3], [2], [], [0], [0]]",4.240226244264188,6,((x[0]**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 1]",((x[0]**0.7531526625554902)**0.8377832568503308),[0.75315266 0.83778326],4.087813583248969,"{'fitness 25': 3.4957491921389026, 'fitness 53': 4.240226244264188, 'fitness 74': 4.247840901406136, 'fitness 102': 4.519850656201867}",False
36,"[[0], [3], [3, 3], [], [], [], [1], [1]]",4.24949615441909,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.816172342271652,[0.81617234],4.104892515087031,"{'fitness 25': 3.520001305053957, 'fitness 53': 4.24949615441909, 'fitness 74': 4.267403878055636, 'fitness 102': 4.527272362151502}",False
37,"[[0], [2], [2, 3], [2], [0], [2], [1, 1], []]",4.250245038956391,6,(((Constant*Constant**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 1, 2, 0]",(((0.5542370924693586*0.45863990525163634**0.9930557607781499)**0.9862728785441169)**0.1518122709919364),[0.55423709 0.45863991 0.99305576 0.98627288 0.15181227],4.1056614068848125,"{'fitness 25': 3.5207921845443626, 'fitness 53': 4.250245038956391, 'fitness 74': 4.268165503627464, 'fitness 102': 4.5280265324826106}",False
38,"[[0], [3], [3, 1], [2, 0], [1, 2, 2], [2], [1, 1], [0, 0]]",4.2646149472374235,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.7974884830665246,[0.79748848],4.120413913708833,"{'fitness 25': 3.5359663948465228, 'fitness 53': 4.2646149472374235, 'fitness 74': 4.282778737002119, 'fitness 102': 4.542496609277857}",False
39,"[[0], [3], [], [], [], [], [1], []]",4.2674048267620215,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.7940445489949158,[0.79404455],4.123277786189886,"{'fitness 25': 3.5389120926415045, 'fitness 53': 4.2674048267620215, 'fitness 74': 4.285615604378525, 'fitness 102': 4.54530566154963}",False
40,"[[0], [3], [], [], [], [], [1], []]",4.281539880968615,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.7766137287760606,[0.77661373],4.137786300429078,"{'fitness 25': 3.553834925156344, 'fitness 53': 4.281539880968615, 'fitness 74': 4.299987472891515, 'fitness 102': 4.559536503239375}",False
41,"[[0], [2], [0], [2, 3], [2], [2], [0, 1], [0]]",4.2862238712077065,7,((x[0]**Constant)*Constant**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",((x[0]**0.9171861559009942)*0.8019013464424711**0.018159371238107624),[0.91718616 0.80190135 0.01815937],4.133130619490691,"{'fitness 25': 3.5403901593499594, 'fitness 53': 4.2862238712077065, 'fitness 74': 4.2918816468577425, 'fitness 102': 4.567120052264372}",False
42,"[[0], [2], [3], [], [], [], [0], [0]]",4.289788530108309,5,(x[0]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[0]**0.9611581802320338),[0.96115818],4.1365026809232965,"{'fitness 25': 3.5435767445240827, 'fitness 53': 4.289788530108309, 'fitness 74': 4.2950830294907325, 'fitness 102': 4.570848268755076}",False
43,"[[0], [2], [2, 2], [2, 0], [2, 1, 0], [3], [1, 1, 1, 1, 1], [0]]",4.291100686143733,6,(((Constant**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 0, 1, 0]",(((0.36078607444214317**0.7906467096496205)**0.7114040718363877)**0.4675238442625559),[0.36078607 0.79064671 0.71140407 0.46752384],4.147598363672032,"{'fitness 25': 3.5639269756542933, 'fitness 53': 4.291100686143733, 'fitness 74': 4.3097072814888175, 'fitness 102': 4.569160833872987}",False
44,"[[0], [1], [0, 3], [2, 2], [1, 1], [3, 3, 0, 0], [1, 0, 0, 0, 0], [1, 1, 0, 0]]",4.29482115392434,7,(((Constant/x[1])**Constant)/((x[1]+x[0])**Constant)+x[0]),"[1, 1, 2, 2, 2, 4, 5, 4]",(((0.24410571099666756/x[1])**0.9852671319817862)/((x[1]+x[0])**0.8789267290722541)+x[0]),[0.24410571 0.98526713 0.87892673],4.141458268313149,"{'fitness 25': 3.548449441809363, 'fitness 53': 4.29482115392434, 'fitness 74': 4.29988623182993, 'fitness 102': 4.576039131300152}",False
45,"[[0], [2], [3], [], [], [], [1], []]",4.295547481278309,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.4193039545456628**0.3167047408858096),[0.41930395 0.31670474],4.152161652334926,"{'fitness 25': 3.568620414817928, 'fitness 53': 4.295547481278309, 'fitness 74': 4.314227709964774, 'fitness 102': 4.5736368322220775}",False
46,"[[0], [3], [], [], [2], [2, 0], [1], []]",4.3030603514515375,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.7501325418884226,[0.75013254],4.159870809406159,"{'fitness 25': 3.576549351386919, 'fitness 53': 4.3030603514515375, 'fitness 74': 4.321864525095987, 'fitness 102': 4.581198551735571}",False
47,"[[0], [2], [1], [3, 0], [2, 2], [3, 2], [0, 0, 1], [1, 1]]",4.303487733997323,7,((x[1]/x[1]*Constant)**Constant),"[1, 1, 1, 2, 2, 2, 3, 2]",((x[1]/x[1]*0.4261281344257264)**0.33786709800510717),[0.42612813 0.3378671 ],4.160309338129323,"{'fitness 25': 3.5770003784007574, 'fitness 53': 4.303487733997323, 'fitness 74': 4.322298941207192, 'fitness 102': 4.581628694780016}",False
48,"[[0], [2], [3], [], [], [], [1], []]",4.303616503350762,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.7469738853009765**0.9886599821103336),[0.74697389 0.98865998],4.160441465379535,"{'fitness 25': 3.577136271265728, 'fitness 53': 4.303616503350762, 'fitness 74': 4.322429829394074, 'fitness 102': 4.581758295478806}",False
49,"[[0], [3], [1, 2], [], [], [0, 3, 3, 3], [1, 0, 0, 0, 0], []]",4.320744583872385,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.7284224789135052,[0.72842248],4.178014463365933,"{'fitness 25': 3.595209762224429, 'fitness 53': 4.320744583872385, 'fitness 74': 4.339838252933668, 'fitness 102': 4.598995374939702}",False
50,"[[0], [2], [0], [2, 0], [0, 1, 2], [3, 2, 2, 0], [0, 0, 1, 0, 1], [0, 0, 0]]",4.325145846041867,7,((x[0]/x[0]**Constant)*(Constant*x[0])+Constant**Constant),"[1, 1, 1, 2, 3, 4, 5, 3]",((x[0]/x[0]**0.8339532478704912)*(0.25283943637985595*x[0])+0.4435193687482971**0.7763866549245867),[0.83395325 0.25283944 0.44351937 0.77638665],4.179752643658754,"{'fitness 25': 3.593980990786959, 'fitness 53': 4.325145846041867, 'fitness 74': 4.34062629041488, 'fitness 102': 4.604650649774424}",False
51,"[[0], [3], [], [], [], [], [1], []]",4.3337407203225045,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.7124963280696729,[0.71249633],4.191345909437765,"{'fitness 25': 3.6089204297726605, 'fitness 53': 4.3337407203225045, 'fitness 74': 4.353045147444041, 'fitness 102': 4.612072151096593}",False
52,"[[0], [2], [3], [], [], [], [1], []]",4.346093989459725,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.17340564140471115**0.2057075756455976),[0.17340564 0.20570758],4.204016094857292,"{'fitness 25': 3.621950625819954, 'fitness 53': 4.346093989459725, 'fitness 74': 4.365597206052042, 'fitness 102': 4.624500452699881}",False
53,"[[0], [3], [], [], [], [], [1], [1, 1, 0, 0]]",4.411070295340332,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.6182148269968283,[0.61821483],4.27063082239117,"{'fitness 25': 3.6904508944411116, 'fitness 53': 4.411070295340332, 'fitness 74': 4.431595043117718, 'fitness 102': 4.689846529614679}",False
54,"[[0], [3], [], [], [], [], [1], []]",4.511526481322821,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.4968938205551162,[0.49689382],4.373528875774761,"{'fitness 25': 3.796232880935846, 'fitness 53': 4.511526481322821, 'fitness 74': 4.533555173404496, 'fitness 102': 4.79079857298394}",False
55,"[[0], [1], [3, 1], [2, 1], [0, 1, 2], [3, 3, 2, 2, 3], [1, 0, 1, 1, 1, 1], [0]]",4.537210752499839,7,(Constant/((x[0]/Constant**Constant)*((Constant*Constant)/Constant))),"[1, 1, 2, 2, 3, 5, 6, 1]",(0.4750601047810974/((x[0]/0.19340267826189572**0.2817237438624046)*((0.890651759156352*0.8470712306975661)/0.7999075025315884))),[0.4750601  0.19340268 0.28172374 0.89065176 0.84707123 0.7999075 ],4.4097638673306845,"{'fitness 25': 3.8410966461088063, 'fitness 53': 4.537210752499839, 'fitness 74': 4.572488269738468, 'fitness 102': 4.81570668614478}",False
56,"[[0], [3], [], [], [], [], [1], []]",4.560694631650701,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.4379556622223104,[0.43795566],4.423853434945855,"{'fitness 25': 3.847953129899268, 'fitness 53': 4.560694631650701, 'fitness 74': 4.583428156126311, 'fitness 102': 4.840179018811986}",False
57,"[[0], [3], [], [], [2, 2], [], [1], [1, 0]]",4.568487499147879,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.4286396692216159,[0.42863967],4.431827317521701,"{'fitness 25': 3.8561471896444117, 'fitness 53': 4.568487499147879, 'fitness 74': 4.591330935323957, 'fitness 102': 4.848003827596733}",False
58,"[[0], [3], [], [], [], [], [1], [0]]",4.5835050038800516,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.41070610981816824,[0.41070611],4.447191926410312,"{'fitness 25': 3.871935279158552, 'fitness 53': 4.5835050038800516, 'fitness 74': 4.606558888840969, 'fitness 102': 4.863081611231416}",False
59,"[[0], [3], [3], [], [], [], [1], [0]]",4.602218909892047,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.3883932016491858,[0.3883932],4.466335215508487,"{'fitness 25': 3.8916047520861157, 'fitness 53': 4.602218909892047, 'fitness 74': 4.625532566822251, 'fitness 102': 4.881868327617097}",False
60,"[[0], [3], [], [], [], [], [1], []]",4.617489844409106,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.37021359421949684,[0.37021359],4.48195396422929,"{'fitness 25': 3.907651597114493, 'fitness 53': 4.617489844409106, 'fitness 74': 4.641013473109818, 'fitness 102': 4.89719682246356}",False
61,"[[0], [0], [3, 3], [2, 2], [0, 0], [3, 3, 0, 0], [1, 1, 0, 0, 0], [1, 1, 0, 0]]",4.626567315443459,4,Constant/Constant,"[1, 1, 2, 0, 0, 1, 2, 0]",0.34604495901514465/0.9627899060419516,[0.34604496 0.96278991],4.4912370997578765,"{'fitness 25': 3.917188652243379, 'fitness 53': 4.626567315443459, 'fitness 74': 4.6502149127963195, 'fitness 102': 4.9063077342339305}",False
62,"[[0], [3], [], [], [], [], [1], []]",4.633052698775326,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.3517121330765175,[0.35171213],4.497868926733843,"{'fitness 25': 3.9240016368456168, 'fitness 53': 4.633052698775326, 'fitness 74': 4.656788483080858, 'fitness 102': 4.912816660275054}",False
