,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
44,"[[0], [2], [0], [2, 3], [2], [2], [1, 1], []]",4.738526182599893,6,((Constant**Constant)*Constant**Constant),"[1, 1, 1, 2, 1, 1, 2, 0]",((0.325773891037636**0.46714641765709664)*0.3704699257562377**0.9657482401486805),[0.32577389 0.46714642 0.37046993 0.96574824],4.605667706348564,"{'fitness 25': 4.034715869365087, 'fitness 53': 4.738526182599893, 'fitness 74': 4.7636529488714245, 'fitness 102': 5.018634300809181}",False
45,"[[0], [3], [], [], [], [], [1], []]",4.741699494593542,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.22324266271629767,[0.22324266],4.608909368752084,"{'fitness 25': 4.0380443254361404, 'fitness 53': 4.741699494593542, 'fitness 74': 4.766866888452749, 'fitness 102': 5.021816892367361}",False
46,"[[0], [3], [], [], [], [], [1], []]",4.747506216625482,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.21640929166746747,[0.21640929],4.614840924526999,"{'fitness 25': 4.04413455907044, 'fitness 53': 4.747506216625482, 'fitness 74': 4.772747774346124, 'fitness 102': 5.027640440164434}",False
47,"[[0], [3], [], [], [], [], [1], []]",4.772530722071984,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.18699689227291416,[0.18699689],4.640399911103226,"{'fitness 25': 4.070375258666131, 'fitness 53': 4.772530722071984, 'fitness 74': 4.79808927050961, 'fitness 102': 5.052735204133936}",False
48,"[[0], [3], [], [], [], [], [1], []]",4.7924270248683785,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.16365359116111844,[0.16365359],4.660717151077303,"{'fitness 25': 4.091232033306573, 'fitness 53': 4.7924270248683785, 'fitness 74': 4.818234606067001, 'fitness 102': 5.0726848138583325}",False
49,"[[0], [3], [], [], [], [], [1], []]",4.830428491929693,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.11916866939296145,[0.11916867],4.69951287265383,"{'fitness 25': 4.13105208432436, 'fitness 53': 4.830428491929693, 'fitness 74': 4.856704503675065, 'fitness 102': 5.110782029962068}",False
50,"[[0], [3], [], [], [], [], [1], []]",4.864907297088914,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.0789183074613522,[0.07891831],4.734701454443822,"{'fitness 25': 4.167162955803846, 'fitness 53': 4.864907297088914, 'fitness 74': 4.891600321370665, 'fitness 102': 5.145341086156957}",False
51,"[[0], [3], [], [], [], [], [1], []]",4.867540402710614,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.07584868004287348,[0.07584868],4.737388346612911,"{'fitness 25': 4.1699200027915335, 'fitness 53': 4.867540402710614, 'fitness 74': 4.894264967321997, 'fitness 102': 5.147980069725202}",False
52,"[[0], [2], [0], [1, 2], [0, 0, 2], [0, 2, 1, 2], [1, 1, 0, 1, 1], [0]]",4.906959811261056,7,((Constant+Constant*x[0]-Constant)*(Constant**Constant)**Constant),"[1, 1, 1, 2, 3, 4, 5, 1]",((0.6663168519339197+0.2060274549982336*x[0]-0.8014062297830384)*(0.8924362966076758**0.8637906272823838)**0.5473967779761476),[0.66631685 0.20602745 0.80140623 0.8924363  0.86379063 0.54739678],4.775765290624752,"{'fitness 25': 4.2070182287267555, 'fitness 53': 4.906959811261056, 'fitness 74': 4.931660417641802, 'fitness 102': 5.188617225505698}",False
53,"[[0], [2], [1], [2, 2], [1, 1], [2, 3, 0], [1, 1, 1, 0], [1]]",4.916781674527774,7,((((Constant*Constant)**Constant)/((Constant+x[1])**Constant))**Constant),"[1, 1, 1, 2, 2, 3, 4, 1]",((((0.03148741844265712*0.729657974887925)**0.11193064728665769)/((0.014517268266600936+x[1])**0.8234805091187375))**0.5824006257835453),[0.03148742 0.72965797 0.11193065 0.01451727 0.82348051 0.58240063],4.78747845823914,"{'fitness 25': 4.222872061238838, 'fitness 53': 4.916781674527774, 'fitness 74': 4.943382465191604, 'fitness 102': 5.1961808482869785}",False
54,"[[0], [3], [], [], [], [], [1], []]",4.920694684659021,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.014007992905137878,[0.01400799],4.7916159386793185,"{'fitness 25': 4.225555257340146, 'fitness 53': 4.920694684659021, 'fitness 74': 4.948046871622326, 'fitness 102': 5.201245687075484}",False
55,"[[0], [1], [3, 0], [3, 3], [], [2, 2], [1, 1, 1], []]",4.923111721187858,5,(Constant*Constant*Constant),"[1, 1, 2, 2, 0, 2, 3, 0]",(0.12612955575454543*0.14714322650289058*0.6035616385413811),[0.12612956 0.14714323 0.60356164],4.794081222094344,"{'fitness 25': 4.228084161182017, 'fitness 53': 4.923111721187858, 'fitness 74': 4.950492042419102, 'fitness 102': 5.203667462681915}",False
56,"[[0], [1], [3, 3], [], [], [3], [1, 0], [1]]",4.932456458708063,5,(Constant/x[1]),"[1, 1, 2, 0, 0, 1, 2, 1]",(0.8157916759434033/x[1]),[0.81579168],4.803603519825476,"{'fitness 25': 4.237919056419909, 'fitness 53': 4.932456458708063, 'fitness 74': 4.959912202937713, 'fitness 102': 5.212979300118806}",False
57,"[[0], [1], [3, 3], [], [], [3], [1, 0], [1]]",4.932600176645781,5,(Constant/x[1]),"[1, 1, 2, 0, 0, 1, 2, 1]",(0.4335475056315795/x[1]),[0.43354751],4.803754085970686,"{'fitness 25': 4.238042027773745, 'fitness 53': 4.932600176645781, 'fitness 74': 4.960073057868262, 'fitness 102': 5.213147172270052}",False
58,"[[0], [2], [0], [1, 1], [2, 2, 2, 1], [3, 3, 1, 2], [0, 0, 0, 1, 1], [0, 1, 1]]",4.932661610716983,7,((x[0]/x[1])/(x[1]-(Constant*Constant))**Constant),"[1, 1, 1, 2, 4, 4, 5, 3]",((x[0]/x[1])/(x[1]-(0.24084188997576794*0.6685589211402464))**0.13733185867290498),[0.24084189 0.66855892 0.13733186],4.803816871650042,"{'fitness 25': 4.2380900066030245, 'fitness 53': 4.932661610716983, 'fitness 74': 4.96013996122314, 'fitness 102': 5.21322064712396}",False
59,"[[0], [1], [1, 1], [0, 2, 2, 1], [0, 2, 1, 2, 0, 0], [2, 3, 2, 0, 3, 2, 1, 3, 1], [1, 1, 0, 1, 0, 0, 1, 0, 1, 0], [0, 1, 1, 1, 0]]",4.933099876794722,7,((Constant*Constant/x[0]*((Constant+x[1])**Constant))/((x[1]**Constant)*(Constant-x[1]/Constant-x[0]))),"[1, 1, 2, 4, 6, 9, 10, 5]",((0.3316650277556431*0.9867874343691893/x[0]*((0.7419496196526975+x[1])**0.9312068279119032))/((x[1]**0.6415653524485175)*(0.12810405219625243-x[1]/0.19805651448311135-x[0]))),"[0.33166503 0.98678743 0.74194962 0.93120683 0.64156535 0.12810405
 0.19805651]",4.804266802893271,"{'fitness 25': 4.2384660979855, 'fitness 53': 4.933099876794722, 'fitness 74': 4.960612301790556, 'fitness 102': 5.213722008903759}",False
60,"[[0], [0], [2, 3], [0], [2, 2], [1, 1], [0, 1, 1], [0]]",5.0082438296757905,7,(x[0]-Constant**Constant)-Constant,"[1, 1, 2, 1, 2, 2, 3, 1]",(x[0]-0.7473206564099523**0.4265263915190475)-0.006355352851310281,[0.74732066 0.42652639 0.00635535],4.871634641847193,"{'fitness 25': 4.296836780629396, 'fitness 53': 5.0082438296757905, 'fitness 74': 5.02371725509457, 'fitness 102': 5.294349889817615}",False
61,"[[0], [2], [0], [3, 1], [0, 0], [1, 0, 3, 0], [1, 1, 1, 0, 1], [1]]",5.351437417871998,7,(Constant-(Constant+Constant/x[1]+Constant)**Constant),"[1, 1, 1, 2, 2, 4, 5, 1]",(0.15678241197513543-(0.4655937192622087+0.774711714675951/x[1]+0.018272416357292265)**0.6237212601991385),[0.15678241 0.46559372 0.77471171 0.01827242 0.62372126],5.230262352768154,"{'fitness 25': 4.6749450677249795, 'fitness 53': 5.351437417871998, 'fitness 74': 5.383335476175962, 'fitness 102': 5.632506514403519}",False
62,"[[0], [0], [1, 3], [1, 1], [0, 0, 0, 2], [0, 0, 1, 1, 0, 3, 3], [1, 1, 1, 0, 0, 1, 1, 0], [0, 1, 1]]",5.820994760223273,7,((Constant+Constant+Constant-x[0])-(x[1]+Constant/Constant))/x[1],"[1, 1, 2, 2, 4, 7, 8, 3]",((0.3929643383491789+0.7537544443701694+0.03065381935539857-x[0])-(x[1]+0.3707299800300782/0.033148189208936585))/x[1],[0.39296434 0.75375444 0.03065382 0.37072998 0.03314819],5.707177101167457,"{'fitness 25': 5.161616481478122, 'fitness 53': 5.820994760223273, 'fitness 74': 5.857306324780806, 'fitness 102': 6.102608497243445}",False
63,"[[0], [2], [0], [0, 1], [1, 2, 2, 1], [1, 1, 3, 0, 0], [1, 1, 1, 1, 0, 1], [0]]",5.962240697736274,7,((Constant-Constant)-Constant/(Constant+(x[0]+Constant))**Constant),"[1, 1, 1, 2, 4, 5, 6, 1]",((0.19948734700345427-0.9595071438826367)-0.43470215089512976/(0.9576617908710436+(x[0]+0.11198254185398426))**0.12886713908839453),[0.19948735 0.95950714 0.43470215 0.95766179 0.11198254 0.12886714],5.850001294291972,"{'fitness 25': 5.307899683993683, 'fitness 53': 5.962240697736274, 'fitness 74': 5.998821297591592, 'fitness 102': 6.24328290129064}",False
64,"[[0], [0], [1, 3], [0, 1], [1, 0, 0, 2], [1, 2, 2, 1, 0, 1, 3], [1, 0, 0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 1]]",6.136694041766405,7,((Constant-x[0])*x[1]*Constant-(x[1]+Constant-x[0]))/x[1],"[1, 1, 2, 2, 4, 7, 8, 5]",((0.040940428072770985-x[0])*x[1]*0.4336569095394043-(x[1]+0.03416084453265922-x[0]))/x[1],[0.04094043 0.43365691 0.03416084],6.030499883661281,"{'fitness 25': 5.497326885988812, 'fitness 53': 6.136694041766405, 'fitness 74': 6.180007040381254, 'fitness 102': 6.414165724613776}",False
65,"[[0], [2], [1], [0, 3], [2, 1], [0, 1, 2], [0, 0, 1, 1], [1, 1]]",7.437875377800126,7,((x[1]+(x[1]-Constant)*Constant)**Constant),"[1, 1, 1, 2, 2, 3, 4, 2]",((x[1]+(x[1]-0.26090695411676945)*0.2897262645327662)**0.2879002130757524),[0.26090695 0.28972626 0.28790021],7.382692969421992,"{'fitness 25': 7.773846822734553, 'fitness 53': 7.437875377800126, 'fitness 74': 7.272405492855989, 'fitness 102': 7.101826592675432}",False
66,"[[0], [1], [1, 3], [1, 1], [2, 1, 1, 1], [3, 0, 0, 0, 3, 2, 0], [0, 1, 0, 1, 1, 1, 1, 0], [0, 0, 0]]",7.687348456064899,7,(((x[0]/(Constant+x[0]))+((Constant+Constant)/(Constant*Constant)))+x[0]),"[1, 1, 2, 2, 4, 7, 8, 3]",(((x[0]/(0.7042093413870156+x[0]))+((0.835526494601441+0.2049621791967403)/(0.3640239078728934*0.2897581879423775)))+x[0]),[0.70420934 0.83552649 0.20496218 0.36402391 0.28975819],7.663775905784772,"{'fitness 25': 7.881562149286607, 'fitness 53': 7.687348456064899, 'fitness 74': 7.606908944823424, 'fitness 102': 7.502856623244286}",False
67,"[[0], [0], [3, 1], [2, 3], [2], [2, 0], [1, 0, 0], [1, 0]]",16.660763788381107,7,Constant*((x[1]**Constant)+x[0]),"[1, 1, 2, 2, 1, 2, 3, 2]",0.8755660447974536*((x[1]**0.3836331411251954)+x[0]),[0.87556604 0.38363314],16.573230633959195,"{'fitness 25': 17.463321046458056, 'fitness 53': 16.660763788381107, 'fitness 74': 16.33604080286213, 'fitness 102': 15.920330052557397}",False
68,"[[0], [1], [0, 0], [2, 2, 2, 2], [1, 2, 0, 1], [1, 2, 0, 1, 2, 3], [0, 1, 0, 0, 1, 1, 0], [1, 0, 1, 1]]",21.6486570416592,7,(((x[1]-Constant)**Constant)*(x[0]**Constant)+(x[1]-Constant**Constant)*((Constant/x[1])**Constant)),"[1, 1, 2, 4, 4, 6, 7, 4]",(((x[1]-0.1745360445994999)**0.38631726963074486)*(x[0]**0.7520676190754099)+(x[1]-0.3647848453348259**0.2403776948066464)*((0.6742781696624915/x[1])**0.8819540199088346)),"[0.17453604 0.38631727 0.75206762 0.36478485 0.24037769 0.67427817
 0.88195402]",21.57391731464945,"{'fitness 25': 22.202444532956363, 'fitness 53': 21.6486570416592, 'fitness 74': 21.568601863570294, 'fitness 102': 20.95070554742169}",False
69,"[[0], [2], [3], [], [], [], [0], [1]]",84.1537102148246,5,(x[1]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[1]**0.5494152907943981),[0.54941529],83.53460002251028,"{'fitness 25': 88.23372540623777, 'fitness 53': 84.1537102148246, 'fitness 74': 82.24885992643586, 'fitness 102': 80.12121473485716}",False
70,"[[0], [0], [1, 1], [2, 2, 1, 1], [2, 0, 0, 2, 0, 1], [2, 1, 3, 0, 2, 3, 2, 2, 3], [1, 0, 1, 0, 0, 1, 1, 1, 0, 1], [1, 1, 1, 1]]",128.37700139377412,7,((Constant**Constant)*(x[1]-Constant**Constant))/((x[1]+x[1]*Constant)/(Constant*Constant*(x[1]/Constant))),"[1, 1, 2, 4, 6, 9, 10, 4]",((0.019654499383178425**0.6905059119517418)*(x[1]-0.9636699138552257**0.6377063470415931))/((x[1]+x[1]*0.05759166927459669)/(0.9679474259718387*0.15661545143257516*(x[1]/0.28799926175217705))),"[0.0196545  0.69050591 0.96366991 0.63770635 0.05759167 0.96794743
 0.15661545 0.28799926]",126.7956238151311,"{'fitness 25': 137.78642747490917, 'fitness 53': 128.37700139377412, 'fitness 74': 123.98212846489146, 'fitness 102': 118.61831550559266}",False
71,"[[0], [2], [0], [3, 0], [0, 2], [3, 2, 0], [1, 0, 1, 0], [1, 1]]",286.6077354227447,7,(Constant/x[1]*Constant+x[1]**Constant),"[1, 1, 1, 2, 2, 3, 4, 2]",(0.5916375470319615/x[1]*0.9293298208170521+x[1]**0.6920448890195932),[0.59163755 0.92932982 0.69204489],284.01832063439116,"{'fitness 25': 302.10166825360295, 'fitness 53': 286.6077354227447, 'fitness 74': 279.1723166669049, 'fitness 102': 270.78097698266555}",False
72,"[[0], [1], [3, 0], [0, 1], [2, 0, 2, 0], [0, 3, 1, 3, 3, 3], [1, 0, 0, 1, 0, 1, 0], [0, 1, 0, 1]]",297.0456741496254,7,(Constant+x[0]/x[1]-Constant/(x[0]/Constant/x[1])),"[1, 1, 2, 2, 4, 6, 7, 4]",(0.24458944474935007+x[0]/x[1]-0.32472993730251976/(x[0]/0.193954615122649/x[1])),[0.24458944 0.32472994 0.19395462],293.144449303513,"{'fitness 25': 343.4517521755741, 'fitness 53': 297.0456741496254, 'fitness 74': 270.7493346326125, 'fitness 102': 265.2322611023523}",False
73,"[[0], [0], [2, 1], [3, 2, 1], [0, 0, 0], [3, 1, 3, 1, 0, 3], [0, 0, 1, 1, 1, 1, 1], [0, 0]]",301.23828214319184,7,(x[0]**Constant)/((x[0]-Constant**Constant)/(Constant-Constant+Constant/Constant)),"[1, 1, 2, 3, 3, 6, 7, 2]",(x[0]**0.9313785752679767)/((x[0]-0.06809936877130929**0.22572893588644916)/(0.41838019007776506-0.7766537902473531+0.6503082573850807/0.3211111900935135)),"[0.93137858 0.06809937 0.22572894 0.41838019 0.77665379 0.65030826
 0.32111119]",195.3513421062947,"{'fitness 25': 227.65243294123667, 'fitness 53': 301.23828214319184, 'fitness 74': 161.15140336877562, 'fitness 102': 197.2501900088718}",False
74,"[[0], [2], [3], [], [], [], [0], [1]]",343.752147913938,5,(x[1]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[1]**0.7133676231115661),[0.71336762],340.5644422975419,"{'fitness 25': 362.694209706319, 'fitness 53': 343.752147913938, 'fitness 74': 334.65383871715625, 'fitness 102': 324.3452784691505}",False
75,"[[0], [1], [3, 0], [1, 1], [0, 0, 0, 1], [2, 2, 0, 2, 1, 2, 0, 3], [0, 0, 1, 0, 1, 0, 1, 1, 0], [0, 1, 1, 1, 0]]",452.2576772950082,7,(x[0]*(x[1]*Constant+x[1]*Constant)-(x[1]*Constant+(Constant/x[0]))),"[1, 1, 2, 2, 4, 8, 9, 5]",(x[0]*(x[1]*0.39236614407496584+x[1]*0.015191619453140293)-(x[1]*0.4256517441436134+(0.09272084847139817/x[0]))),[0.39236614 0.01519162 0.42565174 0.09272085],446.7570104191962,"{'fitness 25': 533.5105239291097, 'fitness 53': 452.2576772950082, 'fitness 74': 404.8700877981073, 'fitness 102': 401.8904195303717}",False
76,"[[0], [1], [2, 1], [1, 1, 2], [1, 1, 2, 0, 2], [0, 2, 0, 2, 3, 3, 1], [1, 1, 0, 1, 1, 1, 0, 0], [1, 0, 1]]",612.0436639697388,7,((((Constant+Constant)*(x[1]+Constant))**Constant)*((Constant/Constant/x[0])-(x[1]**Constant))),"[1, 1, 2, 3, 5, 7, 8, 3]",((((0.5023635255624469+0.26391954400824424)*(x[1]+0.7475324812191271))**0.156043877676578)*((0.7772943984070487/0.5965784274488968/x[0])-(x[1]**0.6294554121539154))),"[0.50236353 0.26391954 0.74753248 0.15604388 0.7772944  0.59657843
 0.62945541]",605.8776533515115,"{'fitness 25': 647.3451189930323, 'fitness 53': 612.0436639697388, 'fitness 74': 594.9738732045531, 'fitness 102': 575.3139678569491}",False
77,"[[0], [2], [1], [1, 0], [0, 1, 0, 0], [2, 2, 0, 3, 2, 2, 1], [1, 0, 1, 0, 1, 1, 1, 0], [1, 1, 0]]",675.6631974317772,7,(((Constant*x[1]*(Constant+x[1]))/Constant*Constant*Constant-x[0])**Constant),"[1, 1, 1, 2, 4, 7, 8, 3]",(((0.8697294477855937*x[1]*(0.3036967468406332+x[1]))/0.4797605803822337*0.30969058707666486*0.7324200058051504-x[0])**0.41820733724970227),[0.86972945 0.30369675 0.47976058 0.30969059 0.73242001 0.41820734],668.4967668660742,"{'fitness 25': 717.3924289051871, 'fitness 53': 675.6631974317772, 'fitness 74': 655.6738272606352, 'fitness 102': 632.4240444323999}",False
78,"[[0], [2], [0], [1, 2], [0, 0, 0], [2, 1, 1, 0, 1], [0, 1, 0, 0, 0, 0], [1, 0, 1, 1, 1]]",1077.2517645261066,7,((x[1]*Constant-x[0]-x[1])+(x[1]-x[1]**Constant)**Constant),"[1, 1, 1, 2, 3, 5, 6, 5]",((x[1]*0.5066167346399203-x[0]-x[1])+(x[1]-x[1]**0.2740292160382236)**0.9689500666834289),[0.50661673 0.27402922 0.96895007],1064.8930298191735,"{'fitness 25': 1148.6649030052658, 'fitness 53': 1077.2517645261066, 'fitness 74': 1043.125884517022, 'fitness 102': 1002.8883019352327}",False
79,"[[0], [1], [0, 0], [0, 1, 1, 0], [1, 2, 1, 2, 0, 2, 0, 0], [0, 1, 0, 2, 3, 1, 3, 1, 2, 1, 2, 0], [1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1], [1, 1, 1]]",1774.1928276809297,7,((Constant+Constant)-Constant+((Constant*Constant)/x[1])-(Constant/x[1]-x[1])*Constant-Constant*Constant+Constant),"[1, 1, 2, 4, 8, 12, 13, 3]",((0.4616511154288552+0.7904951574454196)-0.14741936606987094+((0.12883020349331475*0.8234318792419895)/x[1])-(0.6811722873539889/x[1]-x[1])*0.4454777350966094-0.4346379233744715*0.7679203319870033+0.8804840791731198),"[0.46165112 0.79049516 0.14741937 0.1288302  0.82343188 0.68117229
 0.44547774 0.43463792 0.76792033 0.88048408]",1752.3880838646246,"{'fitness 25': 1900.0987668821724, 'fitness 53': 1774.1928276809297, 'fitness 74': 1714.2469552167704, 'fitness 102': 1642.818529494931}",False
80,"[[0], [1], [1, 3], [2, 1], [1, 0, 1], [3, 1, 0, 0, 0, 2], [1, 1, 0, 1, 0, 0, 1], [1, 1, 1]]",3797.299487033952,7,((((Constant/Constant)**Constant)-(x[1]+Constant+(x[1]+x[1])))*Constant),"[1, 1, 2, 2, 3, 6, 7, 3]",((((0.1201713744949966/0.9606956199351228)**0.49107700794955056)-(x[1]+0.7684629944679894+(x[1]+x[1])))*0.3172103945478738),[0.12017137 0.96069562 0.49107701 0.76846299 0.31721039],3750.6016890717674,"{'fitness 25': 4065.8685839494674, 'fitness 53': 3797.299487033952, 'fitness 74': 3669.1207781274516, 'fitness 102': 3516.8157051383832}",False
