,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
0,"[[0], [3], [], [], [], [1], []]",5.835071605574944,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.41129347182303555 * (x[1]**0.6528263145185083) * (x[2]),[0.41129347 0.65282631],5.268924249250553,"{'fitness 25': 5.192269636103521, 'fitness 53': 5.648301933904928, 'fitness 74': 4.9662011777432085, 'fitness 102': 5.835071605574944}",False
1,"[[0], [3], [], [], [], [1], []]",6.499081004057214,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.30467632036382997 * (x[1]**0.6991671482236106) * (x[2]),[0.30467632 0.69916715],7.053265304228165,"{'fitness 25': 7.282034965990971, 'fitness 53': 7.04030761307529, 'fitness 74': 6.837453333618233, 'fitness 102': 6.499081004057214}",False
2,"[[0], [3], [], [], [], [1], []]",6.851103156630578,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.5428487414177663 * (x[1]**0.6333954740412441) * (x[2]),[0.54284874 0.63339547],7.589003226709295,"{'fitness 25': 7.921298220438695, 'fitness 53': 7.499066284932827, 'fitness 74': 7.34664517475636, 'fitness 102': 6.851103156630578}",False
3,"[[0], [1], [1, 0], [2, 1, 1, 0], [3, 0, 0, 3, 0, 3], [1, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0]]",8.244456489759084,6,((Constant/(x[0]+x[0]))+(Constant/Constant)+x[0]/x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 4]",((0.5386770819951443/(x[0]+x[0]))+(0.15157528083098126/0.7859874327897174)+x[0]/x[0]) * (x[1]**0.4896862820250757) * (x[2]),[0.53867708 0.15157528 0.78598743 0.48968628],8.10226062359748,"{'fitness 25': 8.198803704021772, 'fitness 53': 8.268534188477103, 'fitness 74': 7.83944397829357, 'fitness 102': 8.244456489759084}",False
4,"[[0], [1], [1, 0], [2, 1, 1, 0], [3, 0, 0, 3, 0, 3], [0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",9.523394310736752,6,((x[0]/(Constant+x[0]))+(x[0]/x[0])+x[0]/x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 6]",((x[0]/(0.2525852960658108+x[0]))+(x[0]/x[0])+x[0]/x[0]) * (x[1]**0.41804137310894873) * (x[2]),[0.2525853  0.41804137],9.954682230230405,"{'fitness 25': 10.791687701405683, 'fitness 53': 10.15337278376685, 'fitness 74': 8.918986205518687, 'fitness 102': 9.523394310736752}",False
5,"[[0], [3], [], [], [], [1], []]",9.558254914520049,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.47004697758262715 * (x[1]**0.6245644792534636) * (x[2]),[0.47004698 0.62456448],9.086024859659279,"{'fitness 25': 9.251387594177988, 'fitness 53': 9.456327689883375, 'fitness 74': 8.550359294916476, 'fitness 102': 9.558254914520049}",False
6,"[[0], [3], [], [1, 2], [3, 0, 0, 1], [1, 0, 0, 1], [0, 0, 0]]",11.636260885089875,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.44171068972864447 * (x[1]**0.6264406868541094) * (x[2]),[0.44171069 0.62644069],11.28722652343928,"{'fitness 25': 11.540576124763449, 'fitness 53': 11.624710899045573, 'fitness 74': 10.696392546508818, 'fitness 102': 11.636260885089875}",False
7,"[[0], [3], [0, 3], [], [2, 2, 0], [1, 0, 0, 1], [0, 0, 0]]",12.18928746102593,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.23290022217548056 * (x[1]**0.7026409057705159) * (x[2]),[0.23290022 0.70264091],11.561301072810897,"{'fitness 25': 11.563841542543484, 'fitness 53': 11.938850050304199, 'fitness 74': 11.181211625585009, 'fitness 102': 12.18928746102593}",False
8,"[[0], [3], [], [], [], [1], []]",12.99589684880014,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.5001405543802104 * (x[1]**0.6560948329632221) * (x[2]),[0.50014055 0.65609483],14.610251366699336,"{'fitness 25': 15.362958462345755, 'fitness 53': 14.285202987555216, 'fitness 74': 14.182592650197028, 'fitness 102': 12.99589684880014}",False
9,"[[0], [2], [1, 0], [2, 1], [0, 2, 0, 0], [1, 1, 1], []]",13.04486622375617,5,((Constant+(Constant*Constant))**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 2, 3, 0]",((0.3384346467788244+(0.8192793637138045*0.897375544915818))**0.4139815585832365) * (x[1]**0.5691860609547222) * (x[2]),[0.33843465 0.81927936 0.89737554 0.41398156 0.56918606],14.219154403558491,"{'fitness 25': 14.757755163838407, 'fitness 53': 13.956650182999214, 'fitness 74': 13.94305786383785, 'fitness 102': 13.04486622375617}",False
10,"[[0], [2], [2, 3], [2, 0], [1, 2], [1, 1, 1], [0, 0]]",13.227796513051016,5,((Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 0, 1, 0]",((0.9086410152565495**0.27504721384674036)**0.49852211390280243) * (x[1]**0.5256554482013197) * (x[2]),[0.90864102 0.27504721 0.49852211 0.52565545],13.425835873016611,"{'fitness 25': 14.087341928042257, 'fitness 53': 13.666962437891975, 'fitness 74': 12.523203253115604, 'fitness 102': 13.227796513051016}",False
11,"[[0], [2], [2, 0], [0, 1, 2, 0], [3, 1, 0, 2, 2, 0], [0, 0, 1, 0, 1, 0, 0], [0, 0, 0]]",15.991104155531449,6,((x[0]/x[0]**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 1, 2, 2]",((x[0]/x[0]**0.4897871152472504)**0.7416357226953538) * (x[1]**0.5693656487556467) * (x[2]),[0.48978712 0.74163572 0.56936565],16.885594984205834,"{'fitness 25': 17.32180260370089, 'fitness 53': 16.857792941308304, 'fitness 74': 16.477189407608307, 'fitness 102': 15.991104155531449}",False
12,"[[0], [1], [2, 1], [2, 1, 2], [0, 2, 0, 0, 1], [1, 1, 1, 0, 0, 0], [0, 0, 0]]",22.554814683904564,6,((Constant**Constant)+((Constant*Constant)+x[0])) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 3, 4, 1]",((0.2167431419664566**0.12245808752812248)+((0.8668806247547206*0.22380636317020608)+x[0])) * (x[1]**0.41607434614694594) * (x[2]),[0.21674314 0.12245809 0.86688062 0.22380636 0.41607435],23.947004668129978,"{'fitness 25': 25.781896476149367, 'fitness 53': 24.113380453588366, 'fitness 74': 21.945737074652204, 'fitness 102': 22.554814683904564}",False
13,"[[0], [3], [3, 2], [2], [], [0], [0, 0, 0]]",22.70145799918264,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.5130033011599157) * (x[2]),[0.5130033],24.1504336599719,"{'fitness 25': 26.43936798885817, 'fitness 53': 24.420405745034227, 'fitness 74': 21.591527246023308, 'fitness 102': 22.70145799918264}",False
