,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
24,"[[0], [1], [2, 2], [0, 1], [1, 0, 2], [1, 0, 0, 1], [0, 0]]",52.41626163934079,6,((Constant-x[0]**Constant)+((x[0]*Constant)**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 2]",((0.809679608413022-x[0]**0.23646812168984754)+((x[0]*0.7010642668991678)**0.9671926418371504)) * (x[1]**0.38529593439898835) * (x[2]),[0.80967961 0.23646812 0.70106427 0.96719264 0.38529593],54.94506030347943,"{'fitness 25': 57.27654511542819, 'fitness 53': 54.82953580014149, 'fitness 74': 52.72909999486862, 'fitness 102': 52.41626163934079}",False
25,"[[0], [3], [], [], [], [0], [0]]",53.47818897104583,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.2909030543642618) * (x[2]),[0.29090305],56.10275006852206,"{'fitness 25': 58.50750559731608, 'fitness 53': 55.97695056829197, 'fitness 74': 53.82379403995814, 'fitness 102': 53.47818897104583}",False
26,"[[0], [1], [2, 3], [0], [3, 2], [0, 0, 1], [0, 0]]",53.78264199943325,6,((x[0]/x[0]**Constant)*Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 2]",((x[0]/x[0]**0.784408608653083)*0.2325403493395959) * (x[1]**0.4616469509861365) * (x[2]),[0.78440861 0.23254035 0.46164695],56.2628372052633,"{'fitness 25': 58.48451049372581, 'fitness 53': 56.13313613673789, 'fitness 74': 54.170864985326226, 'fitness 102': 53.78264199943325}",False
27,"[[0], [0], [2, 0], [0, 2, 0], [2, 3, 0, 0], [1, 1, 0, 1, 0], [0, 0]]",54.535323840775284,6,(Constant*Constant**Constant)/x[0]+Constant+x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 4, 5, 2]",(0.6491160386915872*0.27488556831686106**0.5843984084772339)/x[0]+0.3934315501564921+x[0] * (x[1]**0.2548924375635032) * (x[2]),[0.64911604 0.27488557 0.58439841 0.39343155 0.25489244],57.20570082201622,"{'fitness 25': 59.6038428704638, 'fitness 53': 57.06238031273351, 'fitness 74': 54.95087928285134, 'fitness 102': 54.535323840775284}",False
28,"[[0], [3], [], [], [], [1], []]",55.07134488850078,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.5738756493416722 * (x[1]**0.324160337914015) * (x[2]),[0.57387565 0.32416034],57.65557980048004,"{'fitness 25': 59.91749793882093, 'fitness 53': 57.503959166115635, 'fitness 74': 55.54528229650356, 'fitness 102': 55.07134488850078}",False
29,"[[0], [0], [1, 0], [2, 1, 2, 0], [3, 3, 3, 2, 2], [1, 1, 1, 0, 1, 1], [0]]",56.20041509276469,6,(Constant/(Constant/Constant))/x[0]*Constant*Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 5, 6, 1]",(0.6119233327091174/(0.8836360169221223/0.9954966795333828))/x[0]*0.8798174771191891*0.370482196136802 * (x[1]**0.39370264648492126) * (x[2]),[0.61192333 0.88363602 0.99549668 0.87981748 0.3704822  0.39370265],58.72298447412128,"{'fitness 25': 60.8333812767182, 'fitness 53': 58.554714261024735, 'fitness 74': 56.7808578846209, 'fitness 102': 56.20041509276469}",False
30,"[[0], [0], [0, 1], [1, 2, 1, 2], [3, 3, 3, 0, 3], [0, 1, 1, 1, 1, 1], [0]]",57.29994846602003,6,(x[0]/Constant)/Constant/((Constant+Constant)/Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 5, 6, 1]",(x[0]/0.6232473206936355)/0.9654935114493883/((0.35956947927449023+0.9925269461200713)/0.4942095832148835) * (x[1]**0.25266503258099005) * (x[2]),[0.62324732 0.96549351 0.35956948 0.99252695 0.49420958 0.25266503],60.013303238394336,"{'fitness 25': 62.41468422484226, 'fitness 53': 59.85600228090028, 'fitness 74': 57.76922320944047, 'fitness 102': 57.29994846602003}",False
31,"[[0], [3], [], [], [], [1], []]",57.794202463104526,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.36660652698722485 * (x[1]**0.2908125313562253) * (x[2]),[0.36660653 0.29081253],60.48255517820744,"{'fitness 25': 62.81744403735804, 'fitness 53': 60.31521087346751, 'fitness 74': 58.315010623796795, 'fitness 102': 57.794202463104526}",False
32,"[[0], [2], [1], [0, 1], [3, 0, 2], [1, 0, 0, 0], [0, 0, 0]]",57.95639980090027,6,((Constant/x[0]+(x[0]*x[0]))**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 3, 4, 3]",((0.9037724271158919/x[0]+(x[0]*x[0]))**0.16541341065474346) * (x[1]**0.1450461139602588) * (x[2]),[0.90377243 0.16541341 0.14504611],60.68335832963956,"{'fitness 25': 63.04523340667864, 'fitness 53': 60.510614892022936, 'fitness 74': 58.49422669021711, 'fitness 102': 57.95639980090027}",False
33,"[[0], [1], [3, 2], [0], [3, 0], [1, 1, 1], []]",58.35150397548217,5,(Constant/(Constant+Constant**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 0]",(0.08429056428750081/(0.8624272849580976+0.4747909755850733**0.12981099175735544)) * (x[1]**0.5092753213244711) * (x[2]),[0.08429056 0.86242728 0.47479098 0.12981099 0.50927532],61.01756571536518,"{'fitness 25': 63.337863781971976, 'fitness 53': 60.853190169894035, 'fitness 74': 58.86164319422952, 'fitness 102': 58.35150397548217}",False
34,"[[0], [3], [], [], [], [0], [0]]",58.76591603605723,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.11273532174717682) * (x[2]),[0.11273532],61.522569108021834,"{'fitness 25': 63.92871175093139, 'fitness 53': 61.35246214283115, 'fitness 74': 59.28653343030295, 'fitness 102': 58.76591603605723}",False
35,"[[0], [1], [0, 3], [1, 1], [1, 0, 0, 1], [1, 0, 0, 1, 0], [0, 0, 0]]",58.78969839783544,6,((Constant-x[0])+(x[0]+Constant)-x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 4, 5, 3]",((0.5832883375788877-x[0])+(x[0]+0.6028846192509719)-x[0]) * (x[1]**0.31079837121398735) * (x[2]),[0.58328834 0.60288462 0.31079837],61.416012579525706,"{'fitness 25': 63.575715407529856, 'fitness 53': 61.22324812724196, 'fitness 74': 59.4490742038053, 'fitness 102': 58.78969839783544}",False
36,"[[0], [3], [], [], [], [0], [0]]",58.91383768741123,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.10090950235329932) * (x[2]),[0.1009095],61.67305744353379,"{'fitness 25': 64.07870630993, 'fitness 53': 61.501884360320744, 'fitness 74': 59.438581660350636, 'fitness 102': 58.91383768741123}",False
37,"[[0], [0], [0, 0], [0, 0, 1, 0], [3, 3, 1, 1, 2, 0, 3], [1, 0, 1, 1, 1, 0, 1, 0], [0, 0, 0]]",59.05448797143764,6,Constant/x[0]/Constant-Constant-(Constant*x[0])+Constant/x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 7, 8, 3]",0.6026871090646511/x[0]/0.4846074671618035-0.3787744584609717-(0.38407865186253165*x[0])+0.5894693038838623/x[0] * (x[1]**0.047321317954852726) * (x[2]),[0.60268711 0.48460747 0.37877446 0.38407865 0.5894693  0.04732132],61.80471457934663,"{'fitness 25': 64.1384346633813, 'fitness 53': 61.61088843662209, 'fitness 74': 59.66482063803649, 'fitness 102': 59.05448797143764}",False
38,"[[0], [3], [], [], [], [1], []]",59.30790747558357,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.9949004141387587 * (x[1]**0.05975129556706471) * (x[2]),[0.99490041 0.0597513 ],62.06812709636961,"{'fitness 25': 64.45330879812677, 'fitness 53': 61.890175262291926, 'fitness 74': 59.86089722869013, 'fitness 102': 59.30790747558357}",False
39,"[[0], [1], [1, 0], [1, 0, 0, 2], [3, 0, 3, 2, 3, 0], [0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 0]]",59.39821872328604,6,(((x[0]/x[0])+Constant/x[0])*Constant/x[0]+Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 4]",(((x[0]/x[0])+0.8489174712161403/x[0])*0.06043509599390806/x[0]+0.7296501989457778) * (x[1]**0.06363204214349549) * (x[2]),[0.84891747 0.0604351  0.7296502  0.06363204],62.157201230795124,"{'fitness 25': 64.53589883465627, 'fitness 53': 61.97681312150743, 'fitness 74': 59.95889173622169, 'fitness 102': 59.39821872328604}",False
40,"[[0], [2], [3], [], [], [0], [0]]",59.448311184609345,5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 0, 0, 1, 1]",(x[0]**0.3325485674938674) * (x[1]**0.04432210882757126) * (x[2]),[0.33254857 0.04432211],62.21293333033307,"{'fitness 25': 64.60624142871791, 'fitness 53': 62.03595049141988, 'fitness 74': 59.99660807086142, 'fitness 102': 59.448311184609345}",False
41,"[[0], [0], [2, 2], [2, 0], [2, 1], [1, 0, 1], [0]]",59.51903897592545,6,(Constant**Constant)*(x[0]-Constant**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 2, 3, 1]",(0.7594595471951813**0.14194011848248955)*(x[0]-0.6049191741783713**0.22223734074810053) * (x[1]**0.3342104681150051) * (x[2]),[0.75945955 0.14194012 0.60491917 0.22223734 0.33421047],62.36888517988137,"{'fitness 25': 64.9777226333185, 'fitness 53': 62.21824533610646, 'fitness 74': 59.91068757021912, 'fitness 102': 59.51903897592545}",False
42,"[[0], [1], [0, 0], [2, 2, 0, 2], [3, 3, 0, 2], [1, 1, 0, 1, 1], [0]]",59.53134538600487,6,(Constant/Constant/x[0]+Constant*Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 4, 5, 1]",(0.3927353909564669/0.7463883502827496/x[0]+0.5071223488357124*0.7266165668374299) * (x[1]**0.032009845924721) * (x[2]),[0.39273539 0.74638835 0.50712235 0.72661657 0.03200985],62.29320193663282,"{'fitness 25': 64.66918579891654, 'fitness 53': 62.11075158630026, 'fitness 74': 60.099668424681646, 'fitness 102': 59.53134538600487}",False
43,"[[0], [2], [1], [2, 0], [1, 2], [0, 1, 0], [0, 0]]",59.58379543995497,6,((x[0]-Constant*x[0])**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 2, 3, 2]",((x[0]-0.3768796266208859*x[0])**0.06942433736466347) * (x[1]**0.02686281655034428) * (x[2]),[0.37687963 0.06942434 0.02686282],62.34966555244993,"{'fitness 25': 64.73984936960107, 'fitness 53': 62.17112981036624, 'fitness 74': 60.13801747738246, 'fitness 102': 59.58379543995497}",False
44,"[[0], [2], [3], [], [], [0], [0]]",59.60455712297805,5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 0, 0, 1, 1]",(x[0]**0.7616840688432) * (x[1]**0.02265958182489558) * (x[2]),[0.76168407 0.02265958],62.37310850461184,"{'fitness 25': 64.77281967309811, 'fitness 53': 62.196666821301456, 'fitness 74': 60.14983901943593, 'fitness 102': 59.60455712297805}",False
45,"[[0], [3], [], [], [], [1], []]",59.64980837168941,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.7050050955643589 * (x[1]**0.05447340360550046) * (x[2]),[0.7050051 0.0544734],62.41398443292888,"{'fitness 25': 64.80210652580874, 'fitness 53': 62.235329863990124, 'fitness 74': 60.20451690898777, 'fitness 102': 59.64980837168941}",False
46,"[[0], [2], [2], [2], [], [0], [0]]",59.72008117873284,6,((x[0]**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 0, 1, 1]",((x[0]**0.8327452449600259)**0.5528283637748516) * (x[1]**0.0020559794240829765) * (x[2]),[0.83274524 0.55282836 0.00205598],62.489399824850786,"{'fitness 25': 64.8857554345187, 'fitness 53': 62.31157505433897, 'fitness 74': 60.270868985694705, 'fitness 102': 59.72008117873284}",False
47,"[[0], [2], [1], [0, 2], [0, 1], [1, 1, 1], []]",59.78265188992435,5,((Constant+Constant-Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 2, 3, 0]",((0.49265263912745316+0.7504827577915074-0.7830959186772889)**0.2573858318111102) * (x[1]**0.010923828695233118) * (x[2]),[0.49265264 0.75048276 0.78309592 0.25738583 0.01092383],62.55062724243976,"{'fitness 25': 64.94146386191535, 'fitness 53': 62.371395390058055, 'fitness 74': 60.339022475345864, 'fitness 102': 59.78265188992435}",False
48,"[[0], [0], [2, 1], [1, 1, 1], [3, 2, 2, 3, 1], [0, 0, 1, 1, 0, 1], [0, 0, 0]]",59.7828092623424,6,((x[0]/x[0])**Constant)*((Constant*Constant)/(x[0]-Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 5, 6, 3]",((x[0]/x[0])**0.25981591531934156)*((0.7371450742439084*0.6685528440232743)/(x[0]-0.13320376043714555)) * (x[1]**0.027966942199769362) * (x[2]),[0.25981592 0.73714507 0.66855284 0.13320376 0.02796694],62.545830278734115,"{'fitness 25': 64.91792046797099, 'fitness 53': 62.360106225462495, 'fitness 74': 60.359464142768864, 'fitness 102': 59.7828092623424}",False
49,"[[0], [0], [2, 2], [0, 0], [2, 1, 3], [1, 0, 1, 0], [0, 0]]",59.90793148698313,6,(Constant*x[0]**Constant)-(Constant/x[0]**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 2]",(0.8047148600330557*x[0]**0.015635611149899642)-(0.1627065491537263/x[0]**0.7082278443886811) * (x[1]**0.10872034130447783) * (x[2]),[0.80471486 0.01563561 0.16270655 0.70822784 0.10872034],62.6823282800266,"{'fitness 25': 65.08192115987339, 'fitness 53': 62.503664403145336, 'fitness 74': 60.46139927706109, 'fitness 102': 59.90793148698313}",False
50,"[[0], [0], [0, 3], [2, 1], [3, 1, 3], [1, 1, 0, 0], [0, 0]]",59.99338648020258,6,Constant/(Constant-x[0])/x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 2]",0.9599505834853991/(0.6849587516842407-x[0])/x[0] * (x[1]**0.053052629085564296) * (x[2]),[0.95995058 0.68495875 0.05305263],61.78659690232945,"{'fitness 25': 63.15460152935259, 'fitness 53': 62.83317020122419, 'fitness 74': 59.372018976411574, 'fitness 102': 59.99338648020258}",False
51,"[[0], [3], [], [], [], [1], []]",60.20300169138223,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.004254306570964372 * (x[1]**0.5023157069906371) * (x[2]),[0.00425431 0.50231571],62.96557336085332,"{'fitness 25': 65.35297102762402, 'fitness 53': 62.786896640158936, 'fitness 74': 60.75685241477699, 'fitness 102': 60.20300169138223}",False
