,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
13,"[[0], [2], [2, 1], [1], [3, 2, 2, 3, 1], [1, 1], [0, 0]]",14.58388428753409,5,(((Constant/Constant)**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 1, 2, 0]",(((0.3521032286315976/0.5159162213962901)**0.36235753666695536)**0.26429288068014023) * (x[1]**0.5799911811730256) * (x[2]),[0.35210323 0.51591622 0.36235754 0.26429288 0.57999118],15.934242146621328,"{'fitness 25': 16.56556949649218, 'fitness 53': 15.634192285030162, 'fitness 74': 15.602964658341637, 'fitness 102': 14.58388428753409}",False
14,"[[0], [1], [1, 2], [1, 1, 2, 1], [3, 0, 0, 1, 0, 2], [0, 0, 1, 1, 1, 0, 1], [0, 0, 0]]",15.933574990045608,6,(((x[0]/x[0])+(Constant+Constant))-(Constant**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 4, 5, 2]",(((x[0]/x[0])+(0.24435886306175003+0.5200287999406628))-(0.06879997723416265**0.33637412812582057)) * (x[1]**0.5405488897060573) * (x[2]),[0.24435886 0.5200288  0.06879998 0.33637413 0.54054889],17.141851557805133,"{'fitness 25': 17.70463250972464, 'fitness 53': 16.857454524962844, 'fitness 74': 16.86346763872792, 'fitness 102': 15.933574990045608}",False
15,"[[0], [2], [1, 1], [0, 0, 2, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0]]",16.71241058543427,6,((Constant+Constant+x[0]-Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 3, 4, 1]",((0.40392442923172445+0.044715484596647426+x[0]-0.019399697208668853)**0.06889045198517874) * (x[1]**0.5118549933203241) * (x[2]),[0.40392443 0.04471548 0.0193997  0.06889045 0.51185499],17.203225590602795,"{'fitness 25': 18.10371465406783, 'fitness 53': 17.40641630923863, 'fitness 74': 16.09954580850193, 'fitness 102': 16.71241058543427}",False
16,"[[0], [1], [1, 0], [2, 2, 0, 2], [3, 1, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0]]",17.40419247238561,6,((x[0]/x[0])-Constant+x[0]+Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 4, 5, 3]",((x[0]/x[0])-0.6454620660925505+x[0]+0.11397430584976975) * (x[1]**0.4799495391044165) * (x[2]),[0.64546207 0.11397431 0.47994954],18.51149039117956,"{'fitness 25': 20.33911706925869, 'fitness 53': 18.802861171979025, 'fitness 74': 16.392492932300957, 'fitness 102': 17.40419247238561}",False
17,"[[0], [3], [], [], [], [1], []]",22.637358267900495,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.386707778722455 * (x[1]**0.6104476245435098) * (x[2]),[0.38670778 0.61044762],23.07263570606516,"{'fitness 25': 23.862187079247768, 'fitness 53': 23.255874801024213, 'fitness 74': 22.099845237923503, 'fitness 102': 22.637358267900495}",False
18,"[[0], [1], [3, 2], [1, 0, 2, 1], [3, 0, 0, 3, 0, 3], [0, 0, 0], [0, 0, 0, 0]]",25.851119757658694,6,(x[0]/((x[0]+x[0])**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 3]",(x[0]/((x[0]+x[0])**0.497906127705673)) * (x[1]**0.6265056150244553) * (x[2]),[0.49790613 0.62650562],27.379842326350495,"{'fitness 25': 27.85118737260551, 'fitness 53': 27.169708651906106, 'fitness 74': 27.11863095453986, 'fitness 102': 25.851119757658694}",False
19,"[[0], [2], [1, 0], [2, 2, 1, 2], [0, 2, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0]]",25.858496798547733,6,((x[0]+x[0])**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 1, 2, 2]",((x[0]+x[0])**0.7631714876910866) * (x[1]**0.4302941278164787) * (x[2]),[0.76317149 0.43029413],27.506634511786334,"{'fitness 25': 29.717354134636096, 'fitness 53': 27.681675651751114, 'fitness 74': 25.1208737489718, 'fitness 102': 25.858496798547733}",False
20,"[[0], [0], [3, 0], [2, 0, 2, 0], [3, 3, 3, 2, 2], [1, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0]]",27.920015585195426,6,Constant/Constant/x[0]/Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 1]",0.5132825815360754/0.9773984292581795/x[0]/0.25629050160351796 * (x[1]**0.38802521680646174) * (x[2]),[0.51328258 0.97739843 0.2562905  0.38802522],28.701301425668294,"{'fitness 25': 28.978207512917283, 'fitness 53': 28.71063840294998, 'fitness 74': 28.41505836113763, 'fitness 102': 27.920015585195426}",False
21,"[[0], [1], [1, 3], [0, 0], [3, 3, 0, 3, 1], [1, 1, 0, 0, 0, 1], [0, 0, 0]]",28.907360493653037,6,((Constant/Constant/x[0]+x[0])/x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 4, 5, 3]",((0.78451364672921/0.7658611907896475/x[0]+x[0])/x[0]) * (x[1]**0.40161741874343504) * (x[2]),[0.78451365 0.76586119 0.40161742],29.89835750677494,"{'fitness 25': 30.954036118730066, 'fitness 53': 30.58649364165181, 'fitness 74': 28.154542759942938, 'fitness 102': 28.907360493653037}",False
22,"[[0], [2], [1, 0], [2, 1], [3, 0, 2, 3, 1], [1, 1, 1], []]",31.99314796561808,5,((Constant/(Constant+Constant))**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 2, 3, 0]",((0.6879083163376399/(0.7751616636731564+0.8634707012110255))**0.4826142194318882) * (x[1]**0.5117312379164423) * (x[2]),[0.68790832 0.77516166 0.8634707  0.48261422 0.51173124],33.271503213365,"{'fitness 25': 34.63764847799322, 'fitness 53': 33.31937487980729, 'fitness 74': 31.85748628229448, 'fitness 102': 31.99314796561808}",False
23,"[[0], [3], [1, 0], [2, 0], [3, 3, 3, 2, 2], [0, 1, 1, 0], [0, 0, 0]]",33.23476540348934,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.46240561713045025) * (x[2]),[0.46240562],35.13954378315202,"{'fitness 25': 37.49717204699354, 'fitness 53': 35.24572856885481, 'fitness 74': 32.675730733607715, 'fitness 102': 33.23476540348934}",False
24,"[[0], [1], [2, 2], [1, 2, 1, 2], [3, 0, 0, 3, 1, 3], [1, 0, 1, 1, 1, 0], [0, 0, 0]]",34.26331610532733,6,(((Constant/x[0])**Constant)+(Constant**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 2, 3, 1]",(((0.31999261724315387/x[0])**0.7528905674448694)+(0.5810502658552282**0.01918018525621845)) * (x[1]**0.40618337722367603) * (x[2]),[0.31999262 0.75289057 0.58105027 0.01918019 0.40618338],35.78515287165343,"{'fitness 25': 37.146552767378296, 'fitness 53': 35.755108369215314, 'fitness 74': 34.453797478366674, 'fitness 102': 34.26331610532733}",False
25,"[[0], [3], [1, 2], [0, 2, 1], [], [1, 1, 1, 1, 1], []]",35.47399403962471,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.984472304550892 * (x[1]**0.4471514266400106) * (x[2]),[0.9844723  0.44715143],37.08170788495297,"{'fitness 25': 38.67170149707677, 'fitness 53': 37.07923622752936, 'fitness 74': 35.49418593025279, 'fitness 102': 35.47399403962471}",False
26,"[[0], [1], [1, 0], [0, 2, 2, 0], [2, 0, 1, 0, 2], [1, 1, 1, 1, 0, 0], [0, 0]]",35.9799429664717,6,((Constant*Constant+Constant)-Constant+x[0]*x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 5, 6, 2]",((0.29338775310650733*0.9581568597303137+0.21546548763591622)-0.7811593735399225+x[0]*x[0]) * (x[1]**0.5067150335245165) * (x[2]),[0.29338775 0.95815686 0.21546549 0.78115937 0.50671503],38.49169863323636,"{'fitness 25': 41.99266087690808, 'fitness 53': 38.69861627733079, 'fitness 74': 34.783818745470214, 'fitness 102': 35.9799429664717}",False
27,"[[0], [2], [1, 1], [0, 0, 2, 2], [0, 1, 0, 1, 1], [1, 1, 1, 0], [0]]",36.618011915296286,6,((Constant+Constant-Constant+x[0])**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 3, 4, 1]",((0.4207871750816501+0.3171560222833265-0.5353098246159989+x[0])**0.8766647455287305) * (x[1]**0.5771455531044339) * (x[2]),[0.42078718 0.31715602 0.53530982 0.87666475 0.57714555],38.383660027557475,"{'fitness 25': 38.881168632394186, 'fitness 53': 38.09376841614145, 'fitness 74': 38.1760430341368, 'fitness 102': 36.618011915296286}",False
28,"[[0], [1], [1, 0], [2, 1, 1, 0], [3, 0, 0, 3, 0, 3], [0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",36.75483611848486,6,((x[0]/(x[0]+Constant))+(x[0]/x[0])+x[0]/x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 6]",((x[0]/(x[0]+0.8800000968237386))+(x[0]/x[0])+x[0]/x[0]) * (x[1]**0.32743050631590076) * (x[2]),[0.8800001  0.32743051],38.71002700793361,"{'fitness 25': 40.58680609880482, 'fitness 53': 38.671252003803765, 'fitness 74': 36.87202292119225, 'fitness 102': 36.75483611848486}",False
29,"[[0], [2], [2, 1], [1], [2], [1, 1], [0]]",44.635135873823195,5,(((Constant*Constant)**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 1, 2, 0]",(((0.15432430339905756*0.7978101603781765)**0.9774001128545929)**0.8211618948167237) * (x[1]**0.5925817181868802) * (x[2]),[0.1543243  0.79781016 0.97740011 0.82116189 0.59258172],46.4669048850234,"{'fitness 25': 48.211034027791214, 'fitness 53': 46.427236425180986, 'fitness 74': 44.76244420209799, 'fitness 102': 44.635135873823195}",False
30,"[[0], [1], [1, 0], [2, 1, 1, 0], [3, 0, 0, 3, 0, 3], [0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0]]",45.98626283177008,6,((x[0]/(x[0]+Constant))+(x[0]/Constant)+x[0]/Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 4]",((x[0]/(x[0]+0.18172837520273666))+(x[0]/0.6448270467403694)+x[0]/0.12356767922517953) * (x[1]**0.31920634258729597) * (x[2]),[0.18172838 0.64482705 0.12356768 0.31920634],47.1140475784463,"{'fitness 25': 47.44072234057449, 'fitness 53': 46.935590444164305, 'fitness 74': 46.96582995060011, 'fitness 102': 45.98626283177008}",False
31,"[[0], [0], [2, 1], [0, 1, 1], [1, 2, 1, 2, 2], [1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",47.00705639036166,6,(Constant-x[0]**Constant)*((Constant-x[0])*(x[0]*x[0])) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 5, 6, 4]",(0.7329351052016135-x[0]**0.6959913701194402)*((0.18886776180896792-x[0])*(x[0]*x[0])) * (x[1]**0.49547256164715026) * (x[2]),[0.73293511 0.69599137 0.18886776 0.49547256],49.710218389818465,"{'fitness 25': 52.62120884946655, 'fitness 53': 49.75100527675152, 'fitness 74': 46.75844104323734, 'fitness 102': 47.00705639036166}",False
32,"[[0], [2], [1], [2, 2], [0, 0, 0, 1, 1], [1, 1], []]",47.65289577726275,5,((Constant+Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 1, 2, 0]",((0.4814300802843675+0.3558050191131983)**0.8175033193407344) * (x[1]**0.38100823559688146) * (x[2]),[0.48143008 0.35580502 0.81750332 0.38100824],49.908051362986576,"{'fitness 25': 51.941359321907335, 'fitness 53': 49.806174686812916, 'fitness 74': 47.97662008023948, 'fitness 102': 47.65289577726275}",False
33,"[[0], [2], [2], [2], [], [1], []]",50.069156344639204,5,((Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 0, 1, 0]",((0.46079719049554857**0.9699189030993844)**0.125340340187148) * (x[1]**0.34912127425740447) * (x[2]),[0.46079719 0.9699189  0.12534034 0.34912127],52.45251039514515,"{'fitness 25': 54.57431992409893, 'fitness 53': 52.33137346740132, 'fitness 74': 50.451837793935205, 'fitness 102': 50.069156344639204}",False
34,"[[0], [1], [1, 0], [1, 2, 0, 1], [3, 1, 0, 2, 3, 3], [0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0]]",50.62024856667992,6,(((x[0]/x[0])-Constant)+Constant*x[0]/(x[0]/Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 4]",(((x[0]/x[0])-0.3414571435172643)+0.26771727956077906*x[0]/(x[0]/0.44714252416312905)) * (x[1]**0.36143902165370967) * (x[2]),[0.34145714 0.26771728 0.44714252 0.36143902],53.01355950854494,"{'fitness 25': 55.14253363501725, 'fitness 53': 52.890763430024826, 'fitness 74': 51.00738146059272, 'fitness 102': 50.62024856667992}",False
35,"[[0], [3], [2, 3], [0], [3, 3, 1, 1, 2, 0, 3], [0, 1, 1], [0, 0, 0]]",50.62247766487746,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.3334141899895414) * (x[2]),[0.33341419],53.15929400940272,"{'fitness 25': 55.55713236730352, 'fitness 53': 53.06057963544202, 'fitness 74': 50.86017002546264, 'fitness 102': 50.62247766487746}",False
36,"[[0], [0], [3, 3], [2, 0, 1, 2], [3, 2, 3, 0, 2], [0, 0, 1, 0, 1, 1, 0], [0, 0]]",51.16440296113347,5,x[0]/x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 2, 0, 1, 2, 2]",x[0]/x[0] * (x[1]**0.6248958385927708) * (x[2]),[0.62489584],55.19109835405056,"{'fitness 25': 57.564820044851224, 'fitness 53': 54.44613075224591, 'fitness 74': 53.56234426505455, 'fitness 102': 51.16440296113347}",False
37,"[[0], [2], [1, 1], [2, 2, 1, 2], [0, 2, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]",53.82453980603711,6,((x[0]+x[0])**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 1, 2, 2]",((x[0]+x[0])**0.330861641218294) * (x[1]**0.5980944513774468) * (x[2]),[0.33086164 0.59809445],57.00151978753257,"{'fitness 25': 58.2453538532424, 'fitness 53': 56.391788833953214, 'fitness 74': 56.367416675402104, 'fitness 102': 53.82453980603711}",False
38,"[[0], [3], [], [], [], [1], []]",54.58937152412736,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.22618000216727008 * (x[1]**0.447899677638694) * (x[2]),[0.22618    0.44789968],57.09145351474078,"{'fitness 25': 59.297313843239834, 'fitness 53': 56.95164693345335, 'fitness 74': 55.025399767529144, 'fitness 102': 54.58937152412736}",False
39,"[[0], [2], [2], [2], [3, 0, 0, 3, 0, 3], [0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",55.09572647597284,6,((x[0]**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 0, 1, 1]",((x[0]**0.13611756188126511)**0.8399009947857771) * (x[1]**0.2567652252529016) * (x[2]),[0.13611756 0.83990099 0.25676523],57.72051372422991,"{'fitness 25': 60.021998283132966, 'fitness 53': 57.56642977757929, 'fitness 74': 55.57311311197747, 'fitness 102': 55.09572647597284}",False
40,"[[0], [0], [2, 3], [1], [0, 3], [1, 0, 0], [0, 0, 0]]",55.356493257999055,6,((Constant+x[0])**Constant)/x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 2]",((0.20609649638573424+x[0])**0.6757058674799438)/x[0] * (x[1]**0.22774687949433348) * (x[2]),[0.2060965  0.67570587 0.22774688],57.96668198509346,"{'fitness 25': 60.19480237331043, 'fitness 53': 57.79634438682592, 'fitness 74': 55.908899195144016, 'fitness 102': 55.356493257999055}",False
41,"[[0], [1], [2, 0], [2, 2, 2], [3, 0, 2, 2, 2], [0, 0, 0, 0], [0, 0, 0, 0]]",55.700798377684215,6,((x[0]**Constant)/x[0]+x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 2, 3, 3]",((x[0]**0.2755091463325766)/x[0]+x[0]) * (x[1]**0.5413960252880133) * (x[2]),[0.27550915 0.54139603],59.2171519326014,"{'fitness 25': 61.41631183879217, 'fitness 53': 58.565635468191495, 'fitness 74': 57.66950849082056, 'fitness 102': 55.700798377684215}",False
42,"[[0], [3], [0, 3], [0, 0, 1, 0], [2, 2, 0], [1, 0, 0, 1], [0, 0, 0]]",56.001908698796,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.6944391454245168 * (x[1]**0.2773273287386323) * (x[2]),[0.69443915 0.27732733],58.63784407677826,"{'fitness 25': 60.93563538920289, 'fitness 53': 58.47858506406039, 'fitness 74': 56.499311777071476, 'fitness 102': 56.001908698796}",False
43,"[[0], [0], [2, 3], [1], [3, 3], [1, 1, 1], [0, 0]]",56.105897998467405,5,((Constant/Constant)**Constant)/Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 0]",((0.06641667367100934/0.780819616201122)**0.534504299578008)/0.1787182429591091 * (x[1]**0.18027398063240585) * (x[2]),[0.06641667 0.78081962 0.5345043  0.17871824 0.18027398],58.78335183143451,"{'fitness 25': 61.109530727149995, 'fitness 53': 58.618287627460624, 'fitness 74': 56.6222371396929, 'fitness 102': 56.105897998467405}",False
44,"[[0], [1], [1, 3], [1, 1, 2], [3, 0, 1, 2, 2], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]",56.341219178863874,6,(((x[0]/x[0])+(x[0]-x[0]))*x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 4, 5, 5]",(((x[0]/x[0])+(x[0]-x[0]))*x[0]) * (x[1]**0.22525787311838819) * (x[2]),[0.22525787],59.04439820448309,"{'fitness 25': 61.453008090945396, 'fitness 53': 58.893426352568795, 'fitness 74': 56.786760169935086, 'fitness 102': 56.341219178863874}",False
45,"[[0], [1], [1, 0], [0, 1, 2, 0], [3, 1, 0, 2, 2, 0], [0, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0]]",56.91714834192914,6,((x[0]/x[0]-(Constant+x[0]))*Constant*x[0]+x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 5]",((x[0]/x[0]-(0.7226510101211071+x[0]))*0.7182655710232989*x[0]+x[0]) * (x[1]**0.3100415139827978) * (x[2]),[0.72265101 0.71826557 0.31004151],59.55980478599113,"{'fitness 25': 61.862353113799124, 'fitness 53': 59.39698360664379, 'fitness 74': 57.42007763753049, 'fitness 102': 56.91714834192914}",False
46,"[[0], [1], [2, 3], [2], [0], [1, 1], [0, 0, 0]]",56.99524634737505,5,((Constant**Constant)+Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 1, 2, 0]",((0.045496710734557966**0.9776517188685638)+0.5135310437794818) * (x[1]**0.27157593079820896) * (x[2]),[0.04549671 0.97765172 0.51353104 0.27157593],59.66382261059383,"{'fitness 25': 61.984612460274775, 'fitness 53': 59.49957715869857, 'fitness 74': 57.50727821280815, 'fitness 102': 56.99524634737505}",False
47,"[[0], [1], [2, 3], [2, 2], [0, 0], [0, 1, 1], [0, 0]]",57.07835668904484,6,((x[0]**Constant)+Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 1, 2, 1]",((x[0]**0.6602803273007484)+0.4115988305249909) * (x[1]**0.1580786529977558) * (x[2]),[0.66028033 0.41159883 0.15807865],59.7965437445251,"{'fitness 25': 62.17659065497739, 'fitness 53': 59.63275469241223, 'fitness 74': 57.580285886185685, 'fitness 102': 57.07835668904484}",False
48,"[[0], [3], [], [2], [], [0, 0], [0, 0]]",57.893017737108714,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.16583015050171457) * (x[2]),[0.16583015],60.632514747257154,"{'fitness 25': 63.04055228553055, 'fitness 53': 60.46898231906905, 'fitness 74': 58.38800963717187, 'fitness 102': 57.893017737108714}",False
49,"[[0], [3], [0, 3], [], [2, 2, 0], [0, 0, 0, 1], [0, 0, 0]]",57.893548992175724,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.16580394328594938) * (x[2]),[0.16580394],60.63305731519859,"{'fitness 25': 63.04109413192804, 'fitness 53': 60.46952075953015, 'fitness 74': 58.38855705413759, 'fitness 102': 57.893548992175724}",False
