   0,5.835072e+00,4.058391e+02,9.667399e+02, 100
   1,5.835072e+00,3.589642e+02,7.779991e+02, 100
   2,5.835072e+00,4.949241e+02,1.408180e+03, 100
   3,5.835072e+00,1.080951e+03,4.859812e+03, 100
   4,5.835072e+00,3.401320e+02,8.116270e+02, 100
   5,5.835072e+00,5.428069e+02,1.738572e+03, 100
   6,5.835072e+00,1.083488e+03,8.168850e+03, 100
   7,5.835072e+00,3.155317e+02,7.223316e+02, 100
   8,5.835072e+00,3.885280e+02,1.966086e+03, 100
   9,5.835072e+00,2.986018e+02,7.970938e+02, 100
  10,5.835072e+00,2.493380e+02,4.944743e+02, 100
