   0,2.871014e+00,3.749566e+03,1.971493e+04, 100
   1,2.829008e+00,7.437549e+02,2.109358e+03, 100
   2,2.764549e+00,2.812738e+03,2.376892e+04, 100
   3,2.629640e+00,7.164006e+02,2.300087e+03, 100
   4,1.426791e+00,6.604940e+02,3.496308e+03, 100
   5,1.426791e+00,4.701412e+02,2.181988e+03, 100
   6,1.426791e+00,4.699194e+02,1.578223e+03, 100
   7,1.426791e+00,1.291366e+03,3.582801e+03, 100
   8,1.426791e+00,5.121534e+02,1.762302e+03, 100
   9,1.426791e+00,6.971498e+03,6.147408e+04, 100
  10,1.274335e+00,1.413635e+03,8.389757e+03, 100
