   0,7.278119e+00,2.922853e+02,5.116292e+02, 100
   1,7.278119e+00,3.872241e+02,7.234642e+02, 100
   2,7.278119e+00,2.972546e+02,6.832282e+02, 100
   3,5.267730e+00,4.254698e+02,1.121882e+03, 100
   4,5.267730e+00,2.559150e+02,6.300653e+02, 100
   5,5.267730e+00,2.772578e+02,5.558247e+02, 100
   6,5.267730e+00,2.284654e+02,4.729667e+02, 100
   7,5.267730e+00,2.210151e+02,4.333945e+02, 100
   8,5.267730e+00,1.564311e+02,3.205857e+02, 100
   9,5.208087e+00,1.767889e+02,3.842260e+02, 100
  10,5.208087e+00,2.658837e+02,5.889530e+02, 100
