,genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,opt_const,fitness val,other_info,optimized
12,"[[0], [0], [1, 3], [0, 1], [2, 2, 2, 1], [0, 3, 3, 3, 0], [1, 1, 1, 1, 1, 0], [0]]",0.6135011309174128,"[1, 1, 2, 2, 4, 5, 6, 1]",6,(Constant+Constant/(Constant/(Constant/Constant)))+x[0],(0.7458481635926719+0.27924389285101114/(0.50546046808477/(0.1279103911677424/0.8154904422174715)))+x[0],[0.74584816 0.27924389 0.50546047 0.12791039 0.81549044],0.592820091260199,"{'fitness 25': 0.5444402058960226, 'fitness 53': 0.6265853770843068, 'fitness 74': 0.6074346908002675, 'fitness 102': 0.6135011309174128}",False
13,"[[0], [0], [2, 1], [3, 0, 2], [1, 1, 0], [0, 1, 3, 2, 0, 0], [0, 1, 1, 1, 0, 1, 1], [0, 0]]",0.6255989978491574,"[1, 1, 2, 3, 3, 6, 7, 2]",7,(x[0]**Constant)+((Constant-Constant)/(Constant*x[0])+(Constant+Constant**Constant)),(x[0]**0.03108380795692589)+((0.2180517589024361-0.04554247604012207)/(0.7204945143062209*x[0])+(0.3555842274337877+0.27254573207695165**0.10985647152516997)),"[0.03108381 0.21805176 0.04554248 0.72049451 0.35558423 0.27254573
 0.10985647]",0.6502151363112143,"{'fitness 25': 0.689132254770225, 'fitness 53': 0.642350527115009, 'fitness 74': 0.6191626270484091, 'fitness 102': 0.6255989978491574}",False
14,"[[0], [0], [3, 3], [3, 2], [1], [0, 3, 0], [0, 1, 1, 0], [0]]",0.6690245677372335,"[1, 1, 2, 0, 0, 1, 2, 1]",5,x[0]+Constant,x[0]+0.6633161359994378,[0.66331614],0.6392497378834983,"{'fitness 25': 0.5805886520459705, 'fitness 53': 0.6767253672711533, 'fitness 74': 0.6604351943333708, 'fitness 102': 0.6690245677372335}",False
15,"[[0], [2], [1], [0, 1], [2, 2, 2, 1], [0, 2, 3, 3], [1, 1, 1, 1, 0], [0]]",0.6805630255015143,"[1, 1, 1, 2, 4, 4, 5, 1]",7,((Constant+Constant*(Constant/(Constant/x[0])))**Constant),((0.8137971145573359+0.681326997634402*(0.6302304029692902/(0.35036030947319463/x[0])))**0.49189951844572233),[0.81379711 0.681327   0.6302304  0.35036031 0.49189952],0.6444872415569906,"{'fitness 25': 0.5764298017023368, 'fitness 53': 0.6797754031770803, 'fitness 74': 0.6772565197915548, 'fitness 102': 0.6805630255015143}",False
16,"[[0], [1], [2, 2], [2, 3], [1, 2], [3, 3, 1], [0, 1, 1], [0, 1]]",0.6931693627281109,"[1, 1, 2, 2, 1, 2, 3, 1]",7,((((x[0]/Constant)**Constant)**Constant)/(Constant**Constant)),((((x[0]/0.02933140157300751)**0.2720296447728999)**0.1358474215637271)/(0.8074937954543274**0.6676575018357436)),[0.0293314  0.27202964 0.13584742 0.8074938  0.6676575 ],0.6580727558412421,"{'fitness 25': 0.5900216632762075, 'fitness 53': 0.6888201264031807, 'fitness 74': 0.6953764778443382, 'fitness 102': 0.6931693627281109}",False
17,"[[0], [1], [2, 2], [3, 1], [0, 0], [0, 0, 2, 0], [0, 1, 1, 0, 0], [0, 0, 0]]",0.7064333108021847,"[1, 1, 2, 2, 2, 4, 5, 3]",7,((x[0]**Constant)+((Constant+Constant*x[0]+x[0])**Constant)),((x[0]**0.7620201805446201)+((0.09691082366052328+0.21494036917754178*x[0]+x[0])**0.4540158240570068)),[0.76202018 0.09691082 0.21494037 0.45401582],0.701827931844771,"{'fitness 25': 0.6755000874744201, 'fitness 53': 0.7266772446456119, 'fitness 74': 0.7033064634142812, 'fitness 102': 0.7064333108021847}",False
18,"[[0], [0], [2, 3], [3, 3], [], [2, 0], [0, 1, 1], [1]]",0.7328263526318812,"[1, 1, 2, 1, 0, 1, 2, 1]",6,(x[1]**Constant)*Constant,(x[1]**0.4356798251652685)*0.06144114152895297,[0.43567983 0.06144114],0.7280840403929661,"{'fitness 25': 0.7014520292857657, 'fitness 53': 0.7374849243581865, 'fitness 74': 0.7453151675349461, 'fitness 102': 0.7328263526318812}",False
19,"[[0], [0], [2, 3], [3], [], [3], [1, 1], []]",0.7510510911399031,"[1, 1, 2, 1, 0, 1, 2, 0]",5,(Constant**Constant)/Constant,(0.9947651565664763**0.9877733742830788)/0.3821938258534834,[0.99476516 0.98777337 0.38219383],0.7761039424990085,"{'fitness 25': 0.8098883048905614, 'fitness 53': 0.7691841684482733, 'fitness 74': 0.7492393541581907, 'fitness 102': 0.7510510911399031}",False
20,"[[0], [0], [2, 3], [3], [], [0, 1, 2, 3, 2, 3, 3, 1, 2, 0, 1], [1, 0], [0]]",0.7990804185249769,"[1, 1, 2, 1, 0, 1, 2, 1]",5,(Constant**Constant)+x[0],(0.3645247630575942**0.8337415662432868)+x[0],[0.36452476 0.83374157],0.7620522412870093,"{'fitness 25': 0.697209228285654, 'fitness 53': 0.8005292819567216, 'fitness 74': 0.7884182136186524, 'fitness 102': 0.7990804185249769}",False
21,"[[0], [1], [3, 2], [2, 1], [0], [3, 3, 0, 0], [1, 1, 0], [0, 0, 0, 0]]",0.8410537540190933,"[1, 1, 2, 1, 1, 2, 3, 1]",7,(Constant/((Constant/x[0]**Constant)**Constant)),(0.9137685030445728/((0.6671870811329643/x[0]**0.017174289228293338)**0.5497828675229007)),[0.9137685  0.66718708 0.01717429 0.54978287],0.8062380010167871,"{'fitness 25': 0.7400635581017976, 'fitness 53': 0.834647897697641, 'fitness 74': 0.8440025472509224, 'fitness 102': 0.8410537540190933}",False
22,"[[0], [2], [2], [2], [0], [0], [0, 1], [0]]",0.8453577521244864,"[1, 1, 1, 1, 1, 1, 2, 1]",7,(((x[0]+Constant**Constant)**Constant)**Constant),(((x[0]+0.8875710474514886**0.29383454690245925)**0.46667545485353623)**0.4643253638960505),[0.88757105 0.29383455 0.46667545 0.46432536],0.809641898924098,"{'fitness 25': 0.7429854207685163, 'fitness 53': 0.8394928236104559, 'fitness 74': 0.846447452393322, 'fitness 102': 0.8453577521244864}",False
23,"[[0], [2], [2], [2, 1], [1, 2], [0, 2, 0], [1, 1, 1, 1], []]",0.9024512659448441,"[1, 1, 1, 1, 1, 1, 2, 0]",6,((((Constant+Constant)**Constant)**Constant)**Constant),((((0.9909590891250369+0.7156492035905515)**0.24334735563549514)**0.7001949822796146)**0.7755334168361532),[0.99095909 0.7156492  0.24334736 0.70019498 0.77553342],0.8677985194829803,"{'fitness 25': 0.8023219166918847, 'fitness 53': 0.8954660290151282, 'fitness 74': 0.905607612741928, 'fitness 102': 0.9024512659448441}",False
24,"[[0], [2], [0, 3], [0, 0], [2, 2, 1, 2], [3, 0, 0, 0, 2], [1, 0, 1, 0, 0, 0], [1, 0, 0]]",0.902613447091767,"[1, 1, 1, 2, 4, 4, 5, 3]",7,(Constant/x[1]+(Constant+x[0])+x[0]**Constant),(0.033028872104168716/x[1]+(0.5070788133311881+x[0])+x[0]**0.4192178128252766),[0.03302887 0.50707881 0.41921781],0.9165702283004254,"{'fitness 25': 0.9148308181894169, 'fitness 53': 0.9273347025343088, 'fitness 74': 0.9075451641775508, 'fitness 102': 0.902613447091767}",False
25,"[[0], [2], [1], [0, 0], [1, 2, 1, 2], [0, 0, 3, 3, 0, 0], [1, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0]]",0.9507764581971535,"[1, 1, 1, 2, 4, 5, 6, 2]",7,(((Constant+x[0])+x[0]/(Constant/Constant)+Constant)**Constant),(((0.01322780631471232+x[0])+x[0]/(0.13826576714362837/0.19168748285789627)+0.3626333388851919)**0.02563497523668068),[0.01322781 0.13826577 0.19168748 0.36263334 0.02563498],0.915935424716599,"{'fitness 25': 0.8507941168373065, 'fitness 53': 0.943524309192725, 'fitness 74': 0.9534878481197653, 'fitness 102': 0.9507764581971535}",False
26,"[[0], [0], [1, 2], [3, 2, 2], [2, 2, 2, 1], [0, 2, 3, 3], [1, 1, 1, 1, 0], [0]]",0.9516568874498819,"[1, 1, 2, 3, 2, 2, 3, 0]",6,(Constant+(Constant**Constant))*((Constant**Constant)**Constant),(0.27264969678994955+(0.42881055512177624**0.2857708909128469))*((0.9164712463660084**0.6234614623410972)**0.6512182162540346),[0.2726497  0.42881056 0.28577089 0.91647125 0.62346146 0.65121822],0.9170526399383717,"{'fitness 25': 0.8520467570309443, 'fitness 53': 0.9443098631709701, 'fitness 74': 0.9548012996132007, 'fitness 102': 0.9516568874498819}",False
27,"[[0], [0], [3, 3], [3, 2], [1], [0, 3, 0], [0, 1, 1, 0], [0]]",0.9541480475435842,"[1, 1, 2, 0, 0, 1, 2, 1]",5,x[0]+Constant,x[0]+0.21683723344021588,[0.21683723],0.9140401728879924,"{'fitness 25': 0.8481079077833327, 'fitness 53': 0.9514680176080161, 'fitness 74': 0.9425445932726289, 'fitness 102': 0.9541480475435842}",False
28,"[[0], [2], [2, 2], [2, 3], [1, 1, 1], [3, 0, 2, 0, 2], [0, 0, 1], [1, 1]]",0.9714463579713897,"[1, 1, 1, 1, 1, 1, 2, 2]",7,((((x[1]/x[1])**Constant)**Constant)**Constant),((((x[1]/x[1])**0.6075063196516631)**0.8261672678878977)**0.5156084009860527),[0.60750632 0.82616727 0.5156084 ],0.9368631111367792,"{'fitness 25': 0.872037792155282, 'fitness 53': 0.9639654998198517, 'fitness 74': 0.9745860414352039, 'fitness 102': 0.9714463579713897}",False
29,"[[0], [2], [2, 2], [3, 1, 0, 1], [0, 1, 1, 0, 1, 0], [2, 0, 3, 1], [0, 0, 1, 1, 0], [0, 0, 1, 0]]",0.9758714928007389,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.04603685437304217)**0.4791997991766497),[0.04603685 0.4791998 ],0.9410452684784142,"{'fitness 25': 0.8761321026793921, 'fitness 53': 0.9684457622199922, 'fitness 74': 0.9785579405358582, 'fitness 102': 0.9758714928007389}",False
30,"[[0], [0], [3, 3], [3, 2], [1], [0, 3, 0], [0, 1, 1, 0], [0]]",0.9771705326377004,"[1, 1, 2, 0, 0, 1, 2, 1]",5,x[0]+Constant,x[0]+0.18743860326060713,[0.1874386],0.9368001335404509,"{'fitness 25': 0.8708866613363354, 'fitness 53': 0.9740310475289896, 'fitness 74': 0.9654826917560276, 'fitness 102': 0.9771705326377004}",False
31,"[[0], [1], [3, 2], [2, 3, 0], [2, 2], [3, 2], [0, 1, 0], [0, 1]]",0.984431482664766,"[1, 1, 2, 1, 1, 1, 2, 1]",6,(x[0]/((Constant**Constant)**Constant)),(x[0]/((0.44740170968879767**0.38459669668496343)**0.7270705502356629)),[0.44740171 0.3845967  0.72707055],0.9436903174839569,"{'fitness 25': 0.8788589100415851, 'fitness 53': 0.9828186637331523, 'fitness 74': 0.9693933786771333, 'fitness 102': 0.984431482664766}",False
32,"[[0], [2], [2], [2, 1], [0], [3, 0, 2, 0], [1, 0, 0, 0, 0], [0]]",0.9997430759316274,"[1, 1, 1, 1, 1, 1, 2, 1]",7,(((Constant/x[0]**Constant)**Constant)**Constant),(((0.39813556696900165/x[0]**0.7945469208284234)**0.10084240315283732)**0.3979998739623575),[0.39813557 0.79454692 0.1008424  0.39799987],0.9655486560492547,"{'fitness 25': 0.9011580606736811, 'fitness 53': 0.9919728944245355, 'fitness 74': 1.0035150130495474, 'fitness 102': 0.9997430759316274}",False
33,"[[0], [3], [], [], [], [3, 2, 0, 2, 3, 0, 0, 3, 2, 2, 3, 3], [1], [0, 0, 0, 0]]",1.002073793303357,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.9677127191505774,[0.96771272],0.9675241856705986,"{'fitness 25': 0.9029687609780537, 'fitness 53': 0.9943975325974014, 'fitness 74': 1.0052062634363408, 'fitness 102': 1.002073793303357}",False
34,"[[0], [2], [2], [2], [0], [0], [0, 1], [0]]",1.0268738894034029,"[1, 1, 1, 1, 1, 1, 2, 1]",7,(((x[0]+Constant**Constant)**Constant)**Constant),(((x[0]+0.0004984875105206177**0.6788310584014254)**0.7591899540836964)**0.4009718664738472),[4.98487511e-04 6.78831058e-01 7.59189954e-01 4.00971866e-01],0.9893979601472553,"{'fitness 25': 0.9237815393573787, 'fitness 53': 1.0201014466390474, 'fitness 74': 1.0243108944453398, 'fitness 102': 1.0268738894034029}",False
35,"[[0], [2], [0], [2, 1], [2, 0, 2], [3, 0, 2, 0, 2], [1, 1, 1, 0, 0, 0], [0, 0, 0, 0]]",1.029058991295757,"[1, 1, 1, 2, 3, 3, 4, 1]",7,((Constant**Constant)/(Constant+Constant*x[0])**Constant),((0.9031044340879636**0.562974237307714)/(0.8625081165976806+0.40392704323200446*x[0])**0.02729195751885416),[0.90310443 0.56297424 0.86250812 0.40392704 0.02729196],0.9946130615754917,"{'fitness 25': 0.9303257692003436, 'fitness 53': 1.021198646952306, 'fitness 74': 1.0323147685738254, 'fitness 102': 1.029058991295757}",False
36,"[[0], [2], [3], [], [], [], [1], []]",1.0414406431952083,"[1, 1, 1, 0, 0, 0, 1, 0]",4,(Constant**Constant),(0.8185304279775261**0.38195793222829566),[0.81853043 0.38195793],1.0069356298046592,"{'fitness 25': 0.9427106967194947, 'fitness 53': 1.0335321367327943, 'fitness 74': 1.0445640559616882, 'fitness 102': 1.0414406431952083}",False
37,"[[0], [2], [3], [0, 3], [0, 0], [2, 2, 0, 0, 3, 0, 0], [0, 0, 1, 1, 0], [0, 1, 0, 0]]",1.0709237550752504,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.5607040419624383),[0.56070404],1.031600464965926,"{'fitness 25': 0.9658590539451608, 'fitness 53': 1.064626103574323, 'fitness 74': 1.0643162373782946, 'fitness 102': 1.0709237550752504}",False
38,"[[0], [2], [3], [], [], [], [0], [0]]",1.0738852060534632,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.5801177670704288),[0.58011777],1.0344422740457198,"{'fitness 25': 0.9687039283854896, 'fitness 53': 1.0676212598892125, 'fitness 74': 1.0670016338624573, 'fitness 102': 1.0738852060534632}",False
39,"[[0], [3], [1, 0], [0, 0, 3, 1], [1, 1, 0, 2, 1, 2], [3, 2, 0, 3, 3, 1, 3, 2, 2], [1, 1, 0, 0, 1, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0]]",1.0874691375105527,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.8782187022092869,[0.8782187],1.05301724794708,"{'fitness 25': 0.9891565762422072, 'fitness 53': 1.0793128692274228, 'fitness 74': 1.0905822983716098, 'fitness 102': 1.0874691375105527}",False
40,"[[0], [2], [2], [0, 0, 3, 3], [1, 0, 1, 0], [3, 2, 0, 3, 3, 1, 3, 2, 2], [1, 1, 1, 1], [0, 0, 0, 0, 0]]",1.092163483492457,"[1, 1, 1, 1, 2, 3, 4, 0]",6,(((Constant/Constant)*Constant+Constant**Constant)**Constant),(((0.06578683087935533/0.7889053668668451)*0.37755429578670063+0.5523806584512763**0.3689677868829355)**0.7502519627548309),[0.06578683 0.78890537 0.3775543  0.55238066 0.36896779 0.75025196],1.0577170363904547,"{'fitness 25': 0.9938922335061863, 'fitness 53': 1.08398325541247, 'fitness 74': 1.095275620252708, 'fitness 102': 1.092163483492457}",False
41,"[[0], [1], [1, 3], [2, 1], [1, 2, 2], [3, 0, 2, 1], [1, 0, 0, 0, 0], [0, 0, 0, 0]]",1.1060487256848273,"[1, 1, 2, 2, 3, 4, 5, 4]",7,((((Constant/x[0])**Constant)+(x[0]*x[0]))-x[0]),((((0.568173325664168/x[0])**0.41190853872909616)+(x[0]*x[0]))-x[0]),[0.56817333 0.41190854],1.0712243523964522,"{'fitness 25': 1.0068295844190753, 'fitness 53': 1.0989394215196875, 'fitness 74': 1.1079040512505935, 'fitness 102': 1.1060487256848273}",False
42,"[[0], [2], [2], [0], [1, 0], [0, 2, 2], [1, 0, 0, 1], [0, 0]]",1.1135583548485615,"[1, 1, 1, 1, 2, 3, 4, 2]",7,(((Constant+x[0])*x[0]*Constant**Constant)**Constant),(((0.8808239695221641+x[0])*x[0]*0.07110242830340818**0.2014273209969194)**0.9030406876707908),[0.88082397 0.07110243 0.20142732 0.90304069],1.0713607571866934,"{'fitness 25': 1.0070958664290857, 'fitness 53': 1.1101543069841462, 'fitness 74': 1.0968320981468485, 'fitness 102': 1.1135583548485615}",False
43,"[[0], [2], [3], [0, 3], [0, 0], [3, 3, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 0]]",1.1234540207869534,"[1, 1, 1, 0, 0, 0, 1, 0]",4,(Constant**Constant),(0.40071772087834157**0.18973662245774503),[0.40071772 0.18973662],1.089043848366891,"{'fitness 25': 1.0254523336817927, 'fitness 53': 1.1151197761340832, 'fitness 74': 1.126559435284797, 'fitness 102': 1.1234540207869534}",False
44,"[[0], [2], [3, 3], [3], [], [3], [0, 1], [0]]",1.124818716772002,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.9502724955584201),[0.9502725],1.083512744659477,"{'fitness 25': 1.0180942786402685, 'fitness 53': 1.1191489452057464, 'fitness 74': 1.1132950101324157, 'fitness 102': 1.124818716772002}",False
45,"[[0], [2], [3], [0, 3], [2, 2, 2, 1], [0, 2, 3, 3], [0, 1, 1, 1, 1], [0, 1]]",1.1298355864212608,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.9910188412222142),[0.99101884],1.0883674051853098,"{'fitness 25': 1.0230094006448156, 'fitness 53': 1.1242282812166797, 'fitness 74': 1.1178645336944346, 'fitness 102': 1.1298355864212608}",False
46,"[[0], [3], [], [], [], [], [1], []]",1.1434014397812517,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.8199550006396016,[0.819955],1.1090143303760562,"{'fitness 25': 1.045566430956479, 'fitness 53': 1.1349738961153917, 'fitness 74': 1.1465026640562985, 'fitness 102': 1.1434014397812517}",False
47,"[[0], [2], [1, 3], [3, 3], [0, 0, 1, 0], [2, 1, 1, 3, 0, 2, 1], [1, 1, 1, 1, 1, 1, 1, 1], [0, 0]]",1.1457033227705051,"[1, 1, 1, 2, 0, 1, 2, 0]",5,((Constant*Constant)**Constant),((0.0750554821123568*0.32923339269505636)**0.054432439827416856),[0.07505548 0.32923339 0.05443244],1.1113188691514677,"{'fitness 25': 1.047887294383707, 'fitness 53': 1.1372652447769425, 'fitness 74': 1.1488040682937537, 'fitness 102': 1.1457033227705051}",False
48,"[[0], [2], [2], [3], [1, 1, 2], [], [1, 0, 0, 0, 0], []]",1.2073743784960498,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.5765785726522294**0.8630148512776541)**0.5953106477901571),[0.57657857 0.86301485 0.59531065],1.1730604018521529,"{'fitness 25': 1.110047953805923, 'fitness 53': 1.1986705858658744, 'fitness 74': 1.2104626658846613, 'fitness 102': 1.2073743784960498}",False
49,"[[0], [1], [0, 0], [1, 3, 0, 0], [1, 0, 0, 1, 0, 0], [2, 0, 3, 2, 0, 3, 3, 1, 2, 1, 0, 2], [0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1], [0, 0, 1, 0, 0, 1]]",1.3116448809528984,"[1, 1, 2, 4, 6, 12, 13, 6]",7,(((x[0]*x[0])+Constant/x[1])*x[0]+x[0]/Constant/(x[1]-Constant)*Constant-Constant+Constant*Constant),(((x[0]*x[0])+0.9886126243480813/x[1])*x[0]+x[0]/0.7177982731157639/(x[1]-0.7972847686538027)*0.7345724530885-0.08168126347031157+0.10062696122728398*0.8730902507844515),"[0.98861262 0.71779827 0.79728477 0.73457245 0.08168126 0.10062696
 0.87309025]",1.2692497955807545,"{'fitness 25': 1.2111585874517863, 'fitness 53': 1.311386502258384, 'fitness 74': 1.285204297032093, 'fitness 102': 1.3116448809528984}",False
50,"[[0], [3], [2, 1], [3, 1, 2], [], [3, 1, 1, 1, 0], [1], []]",1.3411202550679286,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.6156299302047027,[0.61562993],1.306952201261188,"{'fitness 25': 1.2447406526044105, 'fitness 53': 1.3319320555217158, 'fitness 74': 1.3441838956574375, 'fitness 102': 1.3411202550679286}",False
