,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
19,"[[0], [3], [], [], [], [], [1], []]",1.1325069715574192,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.8225314854255741,[0.82253149],1.1093385334707,"{'fitness 25': 1.043067618253616, 'fitness 53': 1.1325069715574192, 'fitness 74': 1.1440248614947834, 'fitness 102': 1.1409231206637003}",False
20,"[[0], [3], [], [], [], [], [1], []]",1.1520751832493834,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.8021079693701525,[0.80210797],1.1290479155035236,"{'fitness 25': 1.0628856185871105, 'fitness 53': 1.1520751832493834, 'fitness 74': 1.1636779016121968, 'fitness 102': 1.1605802263112632}",False
21,"[[0], [2], [2], [3], [], [], [1], []]",1.1675792126096896,5,((Constant**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 0]",((0.42529832655569944**0.5271729150539929)**0.5344069043807353),[0.42529833 0.52717292 0.5344069 ],1.1446605759410378,"{'fitness 25': 1.0785825411690668, 'fitness 53': 1.1675792126096896, 'fitness 74': 1.1792468462963994, 'fitness 102': 1.1761523403576473}",False
22,"[[0], [0], [0, 1], [3, 2, 3, 0], [0, 0, 2], [1, 2, 3, 0, 0, 0], [0, 1, 1, 0, 0, 1, 1], [0, 0, 0]]",1.1995719869881936,7,x[0]-(Constant*Constant**Constant)/(x[0]+x[0]+Constant+Constant),"[1, 1, 2, 4, 3, 6, 7, 3]",x[0]-(0.3579478330265121*0.6441173762531925**0.7398220236303277)/(x[0]+x[0]+0.9175808986305221+0.5727631087363322),[0.35794783 0.64411738 0.73982202 0.9175809  0.57276311],1.1658518635604365,"{'fitness 25': 1.0988227807289341, 'fitness 53': 1.1995719869881936, 'fitness 74': 1.1928299865136258, 'fitness 102': 1.2059028234387494}",False
23,"[[0], [0], [2, 1], [2, 3, 1], [2, 2, 0], [0, 2, 0, 2], [1, 1, 1, 0, 1], [0]]",1.2167774911207938,7,((Constant**Constant)**Constant)+(Constant*(Constant+x[0]*Constant)),"[1, 1, 2, 3, 3, 4, 5, 1]",((0.10760839968269242**0.5642343448989592)**0.5026345918886312)+(0.18511101953344922*(0.46497697357736856+x[0]*0.7175303179718804)),[0.1076084  0.56423434 0.50263459 0.18511102 0.46497697 0.71753032],1.1927888303646441,"{'fitness 25': 1.126546030356023, 'fitness 53': 1.2167774911207938, 'fitness 74': 1.2264632531807125, 'fitness 102': 1.225357207557197}",False
24,"[[0], [2], [3], [], [], [], [1], []]",1.2218737298267242,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.7251826837318618**0.9815479443091303),[0.72518268 0.98154794],1.1993146331539224,"{'fitness 25': 1.1335196285429714, 'fitness 53': 1.2218737298267242, 'fitness 74': 1.2337540178232846, 'fitness 102': 1.2306702530955111}",False
25,"[[0], [2], [2], [0], [2, 1], [1, 3], [1, 0, 0], [0, 1]]",1.2292319975440051,7,((Constant-(x[0]/x[1])**Constant)**Constant),"[1, 1, 1, 1, 2, 2, 3, 2]",((0.6500055721662297-(x[0]/x[1])**0.8738596575438039)**0.7540132515427238),[0.65000557 0.87385966 0.75401325],1.2067433012788433,"{'fitness 25': 1.1408933217631667, 'fitness 53': 1.2292319975440051, 'fitness 74': 1.2412023524502198, 'fitness 102': 1.238134229623144}",False
26,"[[0], [0], [0, 1], [2, 1, 3, 2], [0, 0, 0, 1], [0, 2, 0, 1, 3, 2, 2, 2], [1, 1, 1, 0, 1, 0, 0, 1, 1], [0, 0, 0]]",1.26710224728798,7,(Constant+Constant**Constant)*(Constant+x[0]-Constant/x[0])*(x[0]*((Constant*Constant)**Constant)),"[1, 1, 2, 4, 4, 8, 9, 3]",(0.6916170828646899+0.32626190701906077**0.40195242337082204)*(0.5928659298414823+x[0]-0.2571096817486117/x[0])*(x[0]*((0.8008313861693628*0.4608748145820374)**0.6475981168582966)),"[0.69161708 0.32626191 0.40195242 0.59286593 0.25710968 0.80083139
 0.46087481 0.64759812]",1.2297436578737029,"{'fitness 25': 1.1646706850853108, 'fitness 53': 1.26710224728798, 'fitness 74': 1.2523354496991261, 'fitness 102': 1.2722248388366721}",False
27,"[[0], [1], [0, 0], [3, 3, 1, 1], [2, 0, 0, 1], [0, 2, 2, 0, 2, 0, 3, 0], [1, 1, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1]]",1.2700439501914729,7,(Constant+Constant*(x[0]*x[0]+Constant)*(Constant+Constant/(x[1]+Constant))),"[1, 1, 2, 4, 4, 8, 9, 3]",(0.2096374299974172+0.3646163486904974*(x[0]*x[0]+0.7779825880525012)*(0.7874573741888016+0.3465453877150442/(x[1]+0.9531736948810651))),[0.20963743 0.36461635 0.77798259 0.78745737 0.34654539 0.95317369],1.242977581298674,"{'fitness 25': 1.1763097690502111, 'fitness 53': 1.2700439501914729, 'fitness 74': 1.2743580041695066, 'fitness 102': 1.2782649706763045}",False
28,"[[0], [2], [3], [], [], [], [1], []]",1.2801975246433428,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.4863293486748742**0.5574787742050507),[0.48632935 0.55747877],1.2579919031674278,"{'fitness 25': 1.1924812211146303, 'fitness 53': 1.2801975246433428, 'fitness 74': 1.2922836605469805, 'fitness 102': 1.289210827840673}",False
29,"[[0], [2], [2], [3], [], [], [1], []]",1.3546197450634094,5,((Constant**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 0]",((0.1231930656683331**0.5844112667425702)**0.4280636208880507),[0.12319307 0.58441127 0.42806362],1.3328224149108951,"{'fitness 25': 1.267647415310603, 'fitness 53': 1.3546197450634094, 'fitness 74': 1.366939791391614, 'fitness 102': 1.3638800380304683}",False
30,"[[0], [3], [], [], [], [], [1], []]",1.3702892046154866,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.5760965204781894,[0.57609652],1.3485723653522463,"{'fitness 25': 1.283464442415896, 'fitness 53': 1.3702892046154866, 'fitness 74': 1.3826548859870065, 'fitness 102': 1.3795977676538365}",False
31,"[[0], [3], [], [], [], [], [1], []]",1.3867656844299319,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.5591356465617695,[0.55913565],1.3651315794269465,"{'fitness 25': 1.300092907281877, 'fitness 53': 1.3867656844299319, 'fitness 74': 1.3991781107935746, 'fitness 102': 1.3961237202053876}",False
32,"[[0], [1], [1, 3], [0, 0], [0, 1, 2, 0], [1, 2, 1, 1, 3, 2, 0], [1, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 1]]",1.4144425108066563,7,((Constant-x[1]*(x[0]-x[0])-x[0]/x[1]*Constant)+Constant),"[1, 1, 2, 2, 4, 7, 8, 5]",((0.5122321824029841-x[1]*(x[0]-x[0])-x[0]/x[1]*0.08057385841769871)+0.018468465852431115),[0.51223218 0.08057386 0.01846847],1.39294417150561,"{'fitness 25': 1.328015228791384, 'fitness 53': 1.4144425108066563, 'fitness 74': 1.4269333053490505, 'fitness 102': 1.423883980376395}",False
33,"[[0], [3], [], [], [], [], [1], []]",1.4385351933766115,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.5059193940654204,[0.50591939],1.417149066549497,"{'fitness 25': 1.3523197908693014, 'fitness 53': 1.4385351933766115, 'fitness 74': 1.4510867535231682, 'fitness 102': 1.4480406552560217}",False
34,"[[0], [0], [1, 2], [3, 2, 2], [0, 1], [1, 3, 3, 2], [0, 1, 0, 1, 1], [0, 1]]",1.4391661343979072,7,(x[0]-(Constant/x[1]**Constant))/(((Constant*Constant)**Constant)**Constant),"[1, 1, 2, 3, 2, 4, 5, 2]",(x[0]-(0.6856196431070107/x[1]**0.06934669185001308))/(((0.5736583833664864*0.824496890299205)**0.30465914837854)**0.37930965349158374),[0.68561964 0.06934669 0.57365838 0.82449689 0.30465915 0.37930965],1.4081534481077984,"{'fitness 25': 1.3371315136009174, 'fitness 53': 1.4391661343979072, 'fitness 74': 1.4361805445491023, 'fitness 102': 1.451148286173376}",False
35,"[[0], [1], [3, 0], [2, 1], [0, 2, 0], [1, 1, 2, 3, 1], [0, 1, 0, 1, 1, 0], [0, 0, 0]]",1.4657936188086842,7,(x[0]-(Constant-x[0]**Constant)*(Constant/Constant-x[0])),"[1, 1, 2, 2, 3, 5, 6, 3]",(x[0]-(0.31561022307382625-x[0]**0.24653777489907924)*(0.261676688050797/0.8953886539257093-x[0])),[0.31561022 0.24653777 0.26167669 0.89538865],1.4423935528152587,"{'fitness 25': 1.3770882593024911, 'fitness 53': 1.4657936188086842, 'fitness 74': 1.474802104058749, 'fitness 102': 1.4752902950845361}",False
36,"[[0], [3], [], [], [], [], [1], []]",1.5125906723429305,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.42997315130541836,[0.42997315],1.4915305635140452,"{'fitness 25': 1.426980700432204, 'fitness 53': 1.5125906723429305, 'fitness 74': 1.52532296129413, 'fitness 102': 1.5222880288158014}",False
37,"[[0], [1], [1, 1], [0, 1, 3, 1], [0, 2, 1, 0, 2, 0], [1, 2, 3, 1, 1, 0, 2, 1, 1, 2], [1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1], [1, 1, 1, 0, 0]]",1.6079198826456078,7,((Constant-Constant*x[1]/((Constant-x[1])-x[1]+Constant))*(x[0]-(Constant-x[0]*Constant))),"[1, 1, 2, 4, 6, 10, 11, 5]",((0.38505258306120616-0.5107154370702303*x[1]/((0.6530924561761118-x[1])-x[1]+0.6473080600655745))*(x[0]-(0.42817610047936594-x[0]*0.06819522953570012))),[0.38505258 0.51071544 0.65309246 0.64730806 0.4281761  0.06819523],1.581301568283906,"{'fitness 25': 1.5157497660129624, 'fitness 53': 1.6079198826456078, 'fitness 74': 1.610354091032463, 'fitness 102': 1.6178008478062929}",False
38,"[[0], [2], [0], [3, 2], [2], [2], [1, 0], [0]]",1.6562618885398224,7,(Constant*(x[0]**Constant)**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",(0.28672039314795184*(x[0]**0.6946536334623848)**0.11428093570844844),[0.28672039 0.69465363 0.11428094],1.6354954346899575,"{'fitness 25': 1.5713550031342056, 'fitness 53': 1.6562618885398224, 'fitness 74': 1.6688491674052024, 'fitness 102': 1.6662821335304643}",False
39,"[[0], [2], [0], [3, 3], [], [3], [1, 1], []]",1.6697442329099936,5,(Constant/Constant**Constant),"[1, 1, 1, 2, 0, 1, 2, 0]",(0.17414386263800574/0.42936945326723275**0.5159986107943441),[0.17414386 0.42936945 0.51599861],1.6492824340999632,"{'fitness 25': 1.5852572139975931, 'fitness 53': 1.6697442329099936, 'fitness 74': 1.6828018796039477, 'fitness 102': 1.6797882086983484}",False
40,"[[0], [3], [], [], [], [], [1], []]",1.7269865943623322,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.21104609343041014,[0.21104609],1.7067162704510108,"{'fitness 25': 1.6428621198654831, 'fitness 53': 1.7269865943623322, 'fitness 74': 1.7401466749391672, 'fitness 102': 1.7371400165483817}",False
41,"[[0], [2], [3], [], [], [], [1], []]",1.7319855301014393,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.10119680450837643**0.6897910813210935),[0.1011968  0.68979108],1.711731339611563,"{'fitness 25': 1.6478916722186665, 'fitness 53': 1.7319855301014393, 'fitness 74': 1.7451542047817568, 'fitness 102': 1.742148141834266}",False
42,"[[0], [3], [], [], [], [], [1], []]",1.7811914474839867,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.15587324127342517,[0.15587324],1.7610913304134164,"{'fitness 25': 1.6973905141679726, 'fitness 53': 1.7811914474839867, 'fitness 74': 1.7944419089171624, 'fitness 102': 1.7914415681551143}",False
43,"[[0], [3], [], [], [], [], [1], []]",1.840457814544826,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.09561538598527475,[0.09561539],1.8205325528772383,"{'fitness 25': 1.7569904875060802, 'fitness 53': 1.840457814544826, 'fitness 74': 1.8538004698708908, 'fitness 102': 1.8508067012547436}",False
44,"[[0], [2], [3], [], [], [], [1], []]",1.8463791559709954,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.031850634250547905**0.6999208972816305),[0.03185063 0.6999209 ],1.8264707595834249,"{'fitness 25': 1.7629440715835054, 'fitness 53': 1.8463791559709954, 'fitness 74': 1.8597306687509125, 'fitness 102': 1.8567375384158562}",False
45,"[[0], [0], [3, 3], [], [], [2], [0, 1], [0]]",1.852023104470631,5,x[0]*Constant,"[1, 1, 2, 0, 0, 1, 2, 1]",x[0]*0.09176627985289165,[0.09176628],1.8314119272458482,"{'fitness 25': 1.767694358958043, 'fitness 53': 1.852023104470631, 'fitness 74': 1.864084889298078, 'fitness 102': 1.862456533481424}",False
46,"[[0], [3], [], [], [], [], [1], []]",1.86053826133357,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.07521368118775806,[0.07521368],1.8406697663910732,"{'fitness 25': 1.777179505239158, 'fitness 53': 1.86053826133357, 'fitness 74': 1.8739107055511108, 'fitness 102': 1.8709190883829503}",False
47,"[[0], [1], [1, 3], [1, 0], [2, 1, 0, 1], [3, 3, 2, 3, 2, 1, 3], [1, 0, 1, 1, 1, 0, 0, 0], [1, 1, 0, 0]]",1.913289983570637,7,(((Constant/(x[1]/Constant))*Constant/Constant*(x[1]-x[0]))/x[0]),"[1, 1, 2, 2, 4, 7, 8, 4]",(((0.03687669662938542/(x[1]/0.5947721985388151))*0.7566408223028891/0.9659862952321238*(x[1]-x[0]))/x[0]),[0.0368767  0.5947722  0.75664082 0.9659863 ],1.8938637471281787,"{'fitness 25': 1.8305687105574742, 'fitness 53': 1.913289983570637, 'fitness 74': 1.9272701669806305, 'fitness 102': 1.9237523638464311}",False
48,"[[0], [0], [3, 3], [], [], [2], [1, 1], []]",1.914577213545998,4,Constant*Constant,"[1, 1, 2, 0, 0, 1, 2, 0]",0.49436933248153025*0.041152278137565834,[0.49436933 0.04115228],1.8948556820351132,"{'fitness 25': 1.8315001381281824, 'fitness 53': 1.914577213545998, 'fitness 74': 1.9280264574210075, 'fitness 102': 1.9250404505561496}",False
49,"[[0], [3], [], [], [], [], [1], []]",1.9227524022810618,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.012047780517684847,[0.01204778],1.9030523978878844,"{'fitness 25': 1.83971665983485, 'fitness 53': 1.9227524022810618, 'fitness 74': 1.9362128570060955, 'fitness 102': 1.933227676822708}",False
50,"[[0], [1], [0, 0], [3, 2, 3, 3], [0], [0, 0, 2, 3], [1, 1, 1, 1, 0], [1]]",1.9284552310974714,6,(Constant+(Constant+Constant**Constant)*Constant/x[1]),"[1, 1, 2, 4, 1, 4, 5, 1]",(0.0056248203170737865+(0.9033235437512047+0.969093686509156**0.6592003699044084)*0.8247744796184802/x[1]),[0.00562482 0.90332354 0.96909369 0.65920037 0.82477448],1.9087519959317367,"{'fitness 25': 1.8455334859020798, 'fitness 53': 1.9284552310974714, 'fitness 74': 1.9418674576084598, 'fitness 102': 1.9388550442846704}",False
51,"[[0], [1], [3, 2], [0], [1, 2], [3, 0, 3], [0, 0, 1, 0], [0, 1, 0]]",1.9342711531957362,7,(x[0]/((x[1]+Constant)/x[0]**Constant)),"[1, 1, 2, 1, 2, 3, 4, 3]",(x[0]/((x[1]+0.3815306282386136)/x[0]**0.8232317871418339)),[0.38153063 0.82323179],1.914589009011233,"{'fitness 25': 1.8513172661763704, 'fitness 53': 1.9342711531957362, 'fitness 74': 1.9477185934609094, 'fitness 102': 1.9447311673964194}",False
52,"[[0], [2], [0], [3, 3], [], [3], [1, 0], [1]]",1.9344893286053546,6,(Constant/x[1]**Constant),"[1, 1, 1, 2, 0, 1, 2, 1]",(0.026272022075296997/x[1]**0.6691852703353993),[0.02627202 0.66918527],1.914817782182534,"{'fitness 25': 1.8515243324236854, 'fitness 53': 1.9344893286053546, 'fitness 74': 1.947958520818372, 'fitness 102': 1.9449704933055445}",False
53,"[[0], [1], [1, 1], [2, 0, 0, 2], [1, 2, 2, 2, 1, 1], [0, 1, 0, 3, 1, 3, 1, 2], [0, 1, 1, 0, 1, 0, 0, 1, 1], [1, 0, 1, 0]]",1.95264705992659,7,((((x[1]+Constant)**Constant)-Constant+x[0])/(Constant-(x[1]/x[0])-((Constant*Constant)**Constant))),"[1, 1, 2, 4, 6, 8, 9, 4]",((((x[1]+0.9225875405615412)**0.5039364280289612)-0.9572427704405114+x[0])/(0.5151881980340297-(x[1]/x[0])-((0.3447039599639089*0.26449634884504647)**0.8842297320775311))),"[0.92258754 0.50393643 0.95724277 0.5151882  0.34470396 0.26449635
 0.88422973]",1.9333308243728242,"{'fitness 25': 1.869099663127347, 'fitness 53': 1.95264705992659, 'fitness 74': 1.9669153088062659, 'fitness 102': 1.9639775011848597}",False
54,"[[0], [0], [1, 2], [2, 2, 3], [2, 1], [1, 3, 1], [1, 1, 0, 0], [1, 0]]",2.150555811245089,7,((Constant**Constant)-((Constant/x[1])**Constant))-(x[0]**Constant),"[1, 1, 2, 3, 2, 3, 4, 2]",((0.23046410391734473**0.20272101699842437)-((0.3049493079920379/x[1])**0.9552061983433499))-(x[0]**0.3525631287694999),[0.2304641  0.20272102 0.30494931 0.9552062  0.35256313],2.1343988666841667,"{'fitness 25': 2.0724047511338903, 'fitness 53': 2.150555811245089, 'fitness 74': 2.1699294785672065, 'fitness 102': 2.1608623703514036}",False
55,"[[0], [1], [1, 1], [2, 1, 2, 2], [1, 1, 2, 2, 0], [3, 3, 2, 1, 3, 0, 3], [1, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 0]]",2.2200423778981406,7,((((Constant/x[1])**Constant)/((Constant*Constant)-x[0]))/((Constant**Constant)+(x[0]/x[0]**Constant))),"[1, 1, 2, 4, 5, 7, 8, 4]",((((0.42000309335494057/x[1])**0.1661994805498791)/((0.5872842663217163*0.13366265484455697)-x[0]))/((0.24017750563452067**0.6576415396293118)+(x[0]/x[0]**0.35597876973346154))),"[0.42000309 0.16619948 0.58728427 0.13366265 0.24017751 0.65764154
 0.35597877]",2.19428806770677,"{'fitness 25': 2.120282247790431, 'fitness 53': 2.2200423778981406, 'fitness 74': 2.2244499917283256, 'fitness 102': 2.2381319636015538}",False
