,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
10,"[[0], [2], [3], [], [], [], [0], [1]]",0.5825521787110578,5,(x[1]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[1]**0.04549072753209005),[0.04549073],0.5528329841562886,"{'fitness 25': 0.47324356226051223, 'fitness 53': 0.5825521787110578, 'fitness 74': 0.5930342774975408, 'fitness 102': 0.5922211127108126}",False
11,"[[0], [0], [2, 0], [1, 0, 3], [2, 0, 1, 0], [0, 3, 0, 0, 3, 3, 3], [0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 1, 1]]",0.6168964177072616,7,((x[0]+x[0]/Constant)**Constant)+(Constant+Constant)/x[1]/x[1]/Constant,"[1, 1, 2, 3, 4, 7, 8, 4]",((x[0]+x[0]/0.3926921396118488)**0.47400297075002196)+(0.7190643157062127+0.8504277246476544)/x[1]/x[1]/0.34098688803141897,[0.39269214 0.47400297 0.71906432 0.85042772 0.34098689],0.57754651103628,"{'fitness 25': 0.5304118419651793, 'fitness 53': 0.6168964177072616, 'fitness 74': 0.5973607398718027, 'fitness 102': 0.604866951271858}",False
12,"[[0], [0], [2, 2], [3, 1], [2, 2], [0, 0], [0, 0, 0], [0, 0, 0]]",0.6191809256556808,7,(x[0]**Constant)+((x[0]+x[0])**Constant),"[1, 1, 2, 2, 2, 2, 3, 3]",(x[0]**0.14336420181266085)+((x[0]+x[0])**0.3592927592757529),[0.1433642  0.35929276],0.5997884658424676,"{'fitness 25': 0.6041066161339956, 'fitness 53': 0.6191809256556808, 'fitness 74': 0.5983831239344845, 'fitness 102': 0.5968756574589227}",False
13,"[[0], [2], [0], [3, 1], [0, 1], [0, 3, 1, 1], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]",0.6199247392419475,7,(x[0]+(x[0]/x[0]-(x[0]-x[0]))**Constant),"[1, 1, 1, 2, 2, 4, 5, 5]",(x[0]+(x[0]/x[0]-(x[0]-x[0]))**0.8105036576458462),[0.81050366],0.5866628172540392,"{'fitness 25': 0.5590586406686717, 'fitness 53': 0.6199247392419475, 'fitness 74': 0.599035083869669, 'fitness 102': 0.6018947272237772}",False
14,"[[0], [2], [1], [2, 1], [0, 2, 2], [0, 0, 1], [1, 1, 1, 0], [0, 0, 0, 0]]",0.6413243916329123,7,(((Constant+Constant**Constant)+(Constant-x[0]))**Constant),"[1, 1, 1, 2, 3, 3, 4, 1]",(((0.794822038328194+0.9572948314302584**0.21606671458129567)+(0.860306869024317-x[0]))**0.5219765955994502),[0.79482204 0.95729483 0.21606671 0.86030687 0.5219766 ],0.6188139714952808,"{'fitness 25': 0.551052932938301, 'fitness 53': 0.6413243916329123, 'fitness 74': 0.6569938102023832, 'fitness 102': 0.6483951713451581}",False
15,"[[0], [2], [1, 2], [2, 0, 2], [1, 0, 2, 1], [3, 2, 3, 2, 2, 3, 1], [1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, 1]]",0.6444073656352137,7,((((Constant/x[0])**Constant)*x[1]/x[0]*x[1])**Constant),"[1, 1, 1, 2, 3, 4, 5, 4]",((((0.12955387060197732/x[0])**0.8752603025805059)*x[1]/x[0]*x[1])**0.020944206795746045),[0.12955387 0.8752603  0.02094421],0.6170644944396133,"{'fitness 25': 0.5389919544762816, 'fitness 53': 0.6444073656352137, 'fitness 74': 0.6571481460969116, 'fitness 102': 0.6550533827456468}",False
16,"[[0], [2], [0], [1, 0, 3, 1], [0, 0, 2, 1, 1, 0], [0, 2, 2, 0, 3, 2], [0, 1, 1, 1, 1, 1, 1], [0, 1, 0, 0, 1, 1]]",0.6469040658092703,7,((x[0]+Constant*Constant*Constant)+Constant/(Constant*Constant)**Constant),"[1, 1, 1, 2, 4, 6, 7, 1]",((x[0]+0.46065828227101535*0.4280537634137198*0.14999708734285933)+0.7082796360620136/(0.7598731353025373*0.7222154558729933)**0.7419889599025127),"[0.46065828 0.42805376 0.14999709 0.70827964 0.75987314 0.72221546
 0.74198896]",0.618996311024913,"{'fitness 25': 0.6053347492598038, 'fitness 53': 0.6469040658092703, 'fitness 74': 0.6257350120783701, 'fitness 102': 0.625919171736565}",False
17,"[[0], [0], [2, 2], [2, 3], [1], [2, 3], [1, 0, 1], [1]]",0.6583399231849586,7,(((Constant*x[1])**Constant)**Constant)/(Constant**Constant),"[1, 1, 2, 2, 1, 2, 3, 1]",(((0.8758102768460664*x[1])**0.12443626339503078)**0.09501699476327052)/(0.47266119487502956**0.264660166274468),[0.87581028 0.12443626 0.09501699 0.47266119 0.26466017],0.629639231871774,"{'fitness 25': 0.5576398193126242, 'fitness 53': 0.6583399231849586, 'fitness 74': 0.666934038227902, 'fitness 102': 0.6643438380747958}",False
18,"[[0], [2], [1], [1, 0, 3], [0, 2, 0, 2], [0, 0, 1, 3, 0], [1, 1, 0, 0, 0, 1], [0, 0, 0, 0]]",0.7150827041927136,7,(((Constant+Constant+x[0])-x[0]/x[0]+Constant)**Constant),"[1, 1, 1, 2, 4, 5, 6, 3]",(((0.6815021288804511+0.6666604048591209+x[0])-x[0]/x[0]+0.49323379568637915)**0.5007659203320968),[0.68150213 0.6666604  0.4932338  0.50076592],0.681570053179169,"{'fitness 25': 0.6126707367043708, 'fitness 53': 0.7150827041927136, 'fitness 74': 0.7147469728139386, 'fitness 102': 0.7172924500191976}",False
19,"[[0], [2], [1], [3, 3], [], [0], [0, 1], [1]]",0.7574124848833009,6,((x[1]+Constant)**Constant),"[1, 1, 1, 2, 0, 1, 2, 1]",((x[1]+0.17919290437288848)**0.025722033831140245),[0.1791929  0.02572203],0.7306519728407305,"{'fitness 25': 0.657073154546578, 'fitness 53': 0.7574124848833009, 'fitness 74': 0.7684081354978123, 'fitness 102': 0.7664746284778009}",False
20,"[[0], [1], [3, 2], [0], [1, 0], [0, 2, 0, 0], [1, 1, 1, 0, 0], [0, 0]]",0.7821677011330802,7,(Constant+((Constant*Constant)+x[0]+x[0]**Constant)),"[1, 1, 2, 1, 2, 4, 5, 2]",(0.014463377438703073+((0.050271469807066094*0.9325298983362882)+x[0]+x[0]**0.49046573181296993)),[0.01446338 0.05027147 0.9325299  0.49046573],0.7473802792878167,"{'fitness 25': 0.7209061183096472, 'fitness 53': 0.7821677011330802, 'fitness 74': 0.7576769185517407, 'fitness 102': 0.7635578010020623}",False
21,"[[0], [2], [1], [2, 2, 0, 2], [2, 2], [1, 0, 3, 2, 0, 1, 2], [0, 1, 1, 0, 1, 1, 1, 0], [1, 0, 0]]",0.8072818788730377,7,(((x[1]**Constant)-(Constant**Constant))**Constant),"[1, 1, 1, 2, 2, 1, 2, 1]",(((x[1]**0.3668860513500184)-(0.12235208220779326**0.2754310474130621))**0.054704131540970424),[0.36688605 0.12235208 0.27543105 0.05470413],0.7811640517388873,"{'fitness 25': 0.7090713496762553, 'fitness 53': 0.8072818788730377, 'fitness 74': 0.8183099457750521, 'fitness 102': 0.8161108597653542}",False
22,"[[0], [0], [2, 2], [2, 3], [1], [3, 3], [1, 0, 1], [0]]",0.8163526789229522,7,(((Constant/x[0])**Constant)**Constant)/(Constant**Constant),"[1, 1, 2, 2, 1, 2, 3, 1]",(((0.010867092322000671/x[0])**0.35767503509726506)**0.5202839506781516)/(0.24101586575784562**0.664271932397371),[0.01086709 0.35767504 0.52028395 0.24101587 0.66427193],0.7940378952380011,"{'fitness 25': 0.7269279790285711, 'fitness 53': 0.8163526789229522, 'fitness 74': 0.8314134401917574, 'fitness 102': 0.8237722664936745}",False
23,"[[0], [2], [0], [3, 1], [0, 1], [0, 3, 1, 1], [1, 1, 0, 0, 0], [0, 0, 0, 0]]",0.9194335919321922,7,(Constant+(Constant/x[0]-(x[0]-x[0]))**Constant),"[1, 1, 1, 2, 2, 4, 5, 3]",(0.09703855756289659+(0.764242897267705/x[0]-(x[0]-x[0]))**0.9640726742385322),[0.09703856 0.7642429  0.96407267],0.9092261718280955,"{'fitness 25': 0.8516104980969224, 'fitness 53': 0.9194335919321922, 'fitness 74': 0.9481217939486214, 'fitness 102': 0.9279462234387424}",False
24,"[[0], [2], [2], [1, 2], [2, 2], [0, 1], [1, 1, 0, 1, 0, 0, 0, 0, 0], [0]]",0.9294308106436463,6,(((Constant+Constant)**Constant)**Constant),"[1, 1, 1, 1, 2, 1, 2, 0]",(((0.7070059342639318+0.4962394676131793)**0.6328415613729629)**0.30866054675337196),[0.70700593 0.49623947 0.63284156 0.30866055],0.9044663792331775,"{'fitness 25': 0.8369066628877093, 'fitness 53': 0.9294308106436463, 'fitness 74': 0.9398202490502353, 'fitness 102': 0.9366722257615879}",False
25,"[[0], [2], [2, 0], [1, 0, 3, 1], [2, 0, 1, 0], [0, 3, 0, 0, 3, 3, 3], [1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 1, 1]]",0.9405235737052704,7,(((Constant+x[0]/Constant)**Constant)**Constant),"[1, 1, 1, 1, 2, 2, 3, 1]",(((0.11067447742729442+x[0]/0.3248532174368668)**0.06983185398869618)**0.37124466696377256),[0.11067448 0.32485322 0.06983185 0.37124467],0.9152539788647328,"{'fitness 25': 0.8476580916074014, 'fitness 53': 0.9405235737052704, 'fitness 74': 0.9503656357646715, 'fitness 102': 0.9477382092221256}",False
26,"[[0], [2], [1], [2, 1], [0, 2, 0], [0, 0, 1, 1], [0, 0, 1, 0, 1], [0, 0, 0, 0]]",0.9621137188178726,7,(((x[0]+x[0]**Constant)+(Constant-x[0]-Constant))**Constant),"[1, 1, 1, 2, 3, 4, 5, 3]",(((x[0]+x[0]**0.5739288651119528)+(0.48208421340721996-x[0]-0.3512123298094727))**0.1206572676979557),[0.57392887 0.48208421 0.35121233 0.12065727],0.9365048912483535,"{'fitness 25': 0.868912095705251, 'fitness 53': 0.9621137188178726, 'fitness 74': 0.9712607253679412, 'fitness 102': 0.9693418526718683}",False
27,"[[0], [1], [3, 0], [1, 1], [1, 0, 2, 1], [3, 0, 3, 2, 0, 3, 0], [0, 1, 1, 1, 0, 0, 0, 1], [0, 1, 1, 1]]",0.9640369798842815,7,(x[0]/((Constant+Constant)/Constant*x[1])+(x[1]/(x[1]+Constant))),"[1, 1, 2, 2, 4, 7, 8, 4]",(x[0]/((0.39874879017078724+0.27527418749503274)/0.5087628389006873*x[1])+(x[1]/(x[1]+0.8084489475669402))),[0.39874879 0.27527419 0.50876284 0.80844895],0.9394283456778817,"{'fitness 25': 0.8720862110141775, 'fitness 53': 0.9640369798842815, 'fitness 74': 0.9746642046319682, 'fitness 102': 0.9715346213874995}",False
28,"[[0], [2], [2], [2, 1], [2, 1], [3], [1, 0, 0, 0, 0], [0, 0, 0, 0]]",0.9641321399457745,6,(((Constant**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 0, 1, 0]",(((0.5105688962842014**0.1500557592886549)**0.09103674481262969)**0.01929251187832648),[0.5105689  0.15005576 0.09103674 0.01929251],0.9395250289647853,"{'fitness 25': 0.8722072308247426, 'fitness 53': 0.9641321399457745, 'fitness 74': 0.9747537498322272, 'fitness 102': 0.9716141062373859}",False
29,"[[0], [2], [3], [1, 3, 2, 0], [2, 2, 2, 1, 2], [0, 3, 1, 1], [1, 0, 1], [1]]",0.9647786401479594,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.762073412426607**0.0031826047135705693),[0.76207341 0.0031826 ],0.940177957724512,"{'fitness 25': 0.8728645812481067, 'fitness 53': 0.9647786401479594, 'fitness 74': 0.9754043904402583, 'fitness 102': 0.972264901485171}",False
30,"[[0], [0], [1, 1], [0, 2, 1, 2], [2, 0, 1, 0, 0, 1], [1, 0, 1, 3, 3, 0, 1, 3, 0, 0], [0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 0]]",0.9652990394827543,7,(x[1]-x[0]+Constant-((Constant/Constant)**Constant))/((x[1]+Constant-Constant/Constant)+((Constant+x[0])**Constant)),"[1, 1, 2, 4, 6, 10, 11, 4]",(x[1]-x[0]+0.11525821605474129-((0.07117902742105364/0.09845815676195024)**0.22381271204118447))/((x[1]+0.9064641614072834-0.17500639941600726/0.6885029081707426)+((0.2339229213772852+x[0])**0.5354427348019081)),"[0.11525822 0.07117903 0.09845816 0.22381271 0.90646416 0.1750064
 0.68850291 0.23392292 0.53544273]",0.9407482845504007,"{'fitness 25': 0.8732132716459657, 'fitness 53': 0.9652990394827543, 'fitness 74': 0.9760611717533008, 'fitness 102': 0.9729704102519355}",False
31,"[[0], [2], [3, 2], [0], [0, 2, 1], [3, 2, 3], [0, 0, 1, 0], [0, 0, 0]]",0.9661904552782999,5,(x[0]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[0]**0.010931027021683914),[0.01093103],0.9414240777682886,"{'fitness 25': 0.8740700021460487, 'fitness 53': 0.9661904552782999, 'fitness 74': 0.976558312082694, 'fitness 102': 0.9736439190761234}",False
32,"[[0], [2], [3, 2], [0], [1, 2], [0], [1, 0, 1], [1]]",0.9664224491878455,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.975866559673131**0.10703887831576397),[0.97586656 0.10703888],0.9418380758540722,"{'fitness 25': 0.874535927864008, 'fitness 53': 0.9664224491878455, 'fitness 74': 0.9770586978629475, 'fitness 102': 0.973919601835261}",False
33,"[[0], [2], [3], [2, 1], [], [0, 2, 2, 0, 3], [1], [0, 0, 0, 0]]",0.9701509883175046,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.7896966780814675**0.027930594133768305),[0.78969668 0.02793059],0.9456034155319358,"{'fitness 25': 0.8783266609811374, 'fitness 53': 0.9701509883175046, 'fitness 74': 0.9808108959058447, 'fitness 102': 0.9776726897088254}",False
34,"[[0], [2], [0], [3, 3], [1, 0], [0, 3, 1, 1], [1, 0, 1, 0, 0], [0, 0, 0, 0]]",0.9745919575665104,6,(Constant+x[0]**Constant),"[1, 1, 1, 2, 0, 1, 2, 1]",(0.0976166821173573+x[0]**0.531265279566085),[0.09761668 0.53126528],0.9427925149572682,"{'fitness 25': 0.8745967461280616, 'fitness 53': 0.9745919575665104, 'fitness 74': 0.9738251600252613, 'fitness 102': 0.9799556387184818}",False
35,"[[0], [2], [3], [2, 1], [2, 2], [0, 1], [1, 0, 1], [0]]",0.9757359647567075,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.5989482267309337**0.024546147863327428),[0.59894823 0.02454615],0.9512430213811777,"{'fitness 25': 0.884004107763354, 'fitness 53': 0.9757359647567075, 'fitness 74': 0.9864309167292521, 'fitness 102': 0.983294039650927}",False
36,"[[0], [2], [2, 2], [2, 3], [2], [0, 2, 2, 0, 3], [0, 0, 1], [0]]",0.9819719195285022,7,(((x[0]**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 0, 1, 1]",(((x[0]**0.6571913974516073)**0.21007774459394957)**0.6513462785395433),[0.6571914  0.21007774 0.65134628],0.9561123361528772,"{'fitness 25': 0.8885440448912107, 'fitness 53': 0.9819719195285022, 'fitness 74': 0.9905607166662851, 'fitness 102': 0.9892322469011359}",False
37,"[[0], [2], [3], [2, 1], [], [], [1, 1], [0, 0, 0, 0, 1, 1]]",1.0141636994011138,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.899091341379003**0.5138689538060263),[0.89909134 0.51386895],0.9900312616676293,"{'fitness 25': 0.9230463414185408, 'fitness 53': 1.0141636994011138, 'fitness 74': 1.0250876533025794, 'fitness 102': 1.0219597902817676}",False
38,"[[0], [0], [1, 0], [0, 2, 1, 3], [2, 0, 2, 0, 1, 0], [2, 0, 2, 2, 1, 2, 1, 0, 2, 0], [1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0]]",1.0232939160866763,7,(Constant*Constant+Constant*(Constant**Constant))*(x[0]-Constant*(x[0]-x[0]))+Constant,"[1, 1, 2, 4, 5, 8, 9, 3]",(0.24432473296390933*0.24053753186987692+0.9540400987609873*(0.2697197980899292**0.1286491851659739))*(x[0]-0.0975718520101323*(x[0]-x[0]))+0.22645254173968643,"[0.24432473 0.24053753 0.9540401  0.2697198  0.12864919 0.09757185
 0.22645254]",0.9892923615486136,"{'fitness 25': 0.9217133472433261, 'fitness 53': 1.0232939160866763, 'fitness 74': 1.0181391105164124, 'fitness 102': 1.0280246268861022}",False
39,"[[0], [2], [3], [0, 1], [2, 2, 0, 2], [1, 1, 1, 2], [0, 1, 1, 0, 1, 1], [0, 0, 0, 0]]",1.0283165345840282,5,(x[0]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[0]**0.33999370568802834),[0.33999371],0.9994863545128462,"{'fitness 25': 0.9316033596139112, 'fitness 53': 1.0283165345840282, 'fitness 74': 1.031828598019646, 'fitness 102': 1.0350271059049814}",False
40,"[[0], [3], [2, 2], [3, 1], [2, 1, 0, 1], [3, 0, 2, 3, 2, 1, 3], [1, 0, 0, 1, 1, 1], [1, 0]]",1.0411522804594249,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.9183369713321804,[0.91833697],1.0172579895346432,"{'fitness 25': 0.9504448371070988, 'fitness 53': 1.0411522804594249, 'fitness 74': 1.0522254057167058, 'fitness 102': 1.0491037257801243}",False
41,"[[0], [1], [3, 2], [0], [1, 2], [0, 1, 2], [0, 0, 1, 0], [0, 0, 0]]",1.0411635919106612,7,(x[0]+((x[0]-Constant)*x[0]**Constant)),"[1, 1, 2, 1, 2, 3, 4, 3]",(x[0]+((x[0]-0.30187585573623776)*x[0]**0.6631132790411879)),[0.30187586 0.66311328],0.9994322994284008,"{'fitness 25': 0.9541497653776769, 'fitness 53': 1.0411635919106612, 'fitness 74': 1.0129501027951533, 'fitness 102': 1.0311970301123725}",False
42,"[[0], [2], [3, 3], [0, 1], [2, 2], [1, 1, 1, 2], [0, 1, 1, 0], [0, 1, 0]]",1.041452402849101,5,(x[0]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[0]**0.4169221174736881),[0.41692212],1.0118416766061389,"{'fitness 25': 0.9439460069151538, 'fitness 53': 1.041452402849101, 'fitness 74': 1.0435667878722168, 'fitness 102': 1.048012235031046}",False
43,"[[0], [0], [3, 3], [1, 0, 3], [2, 0, 1, 0], [0, 3, 0, 0, 3, 3, 3], [0, 1, 1, 1, 1, 0, 0, 0], [0, 1, 0, 1]]",1.042209346649999,5,x[0]+Constant,"[1, 1, 2, 0, 0, 1, 2, 1]",x[0]+0.10117104611123273,[0.10117105],1.0070354529766428,"{'fitness 25': 0.9398526991184306, 'fitness 53': 1.042209346649999, 'fitness 74': 1.0346805593714192, 'fitness 102': 1.0465731004400787}",False
44,"[[0], [2], [3], [0], [2, 2], [0, 1], [1, 1, 1], [0]]",1.0490097663286488,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.4788725920940773**0.12798845916595947),[0.47887259 0.12798846],1.0251826270166295,"{'fitness 25': 0.95841846866783, 'fitness 53': 1.0490097663286488, 'fitness 74': 1.060124658205564, 'fitness 102': 1.0570047541764946}",False
45,"[[0], [3], [], [], [], [1, 0, 1, 3, 3, 0, 1, 0, 0, 0], [1], []]",1.0722670065374322,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.8856147291583152,[0.88561473],1.0486331492752943,"{'fitness 25': 0.9820113620915141, 'fitness 53': 1.0722670065374322, 'fitness 74': 1.0835013996509493, 'fitness 102': 1.0803866860834197}",False
46,"[[0], [2], [3, 3], [0, 2, 1, 2], [2, 1, 2], [2, 2, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0]]",1.0740293666941425,5,(x[0]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[0]**0.6223453637406706),[0.62234536],1.0425902792577029,"{'fitness 25': 0.9748001262229996, 'fitness 53': 1.0740293666941425, 'fitness 74': 1.072749514961436, 'fitness 102': 1.080221196588673}",False
47,"[[0], [2], [3, 1], [2, 2, 0, 2], [2], [1, 0, 3, 2, 0, 1, 2], [0, 1, 1, 0, 1, 1, 0, 0], [0, 0, 0, 0]]",1.0782013627148879,5,(x[0]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[0]**0.6503620471149609),[0.65036205],1.0465385603280908,"{'fitness 25': 0.9787760797737614, 'fitness 53': 1.0782013627148879, 'fitness 74': 1.0764934164075872, 'fitness 102': 1.0843461848029243}",False
48,"[[0], [2], [0], [2, 0], [0, 2, 1], [0, 1, 1, 2], [1, 1, 1, 1, 1], [0]]",1.0783622318561794,6,((Constant+Constant**Constant)-Constant-(Constant*Constant)**Constant),"[1, 1, 1, 2, 3, 4, 5, 0]",((0.8431736964149205+0.4094491396068076**0.6486997611163875)-0.07812060018292355-(0.23419482913438827*0.7065274363424847)**0.4486339838545964),"[0.8431737  0.40944914 0.64869976 0.0781206  0.23419483 0.70652744
 0.44863398]",1.0547777185748173,"{'fitness 25': 0.9881925963720247, 'fitness 53': 1.0783622318561794, 'fitness 74': 1.0896269645827545, 'fitness 102': 1.0865135947696725}",False
