,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
0,"[[0], [2], [0], [3, 1], [0, 1], [0, 3, 1, 1], [1, 0, 0, 0, 0], [0, 0, 0, 0]]",0.328834699083089,7,(Constant+(x[0]/x[0]-(x[0]-x[0]))**Constant),"[1, 1, 1, 2, 2, 4, 5, 4]",(0.9405507311275302+(x[0]/x[0]-(x[0]-x[0]))**0.1571426067956524),[0.94055073 0.15714261],0.3010846485895619,"{'fitness 25': 0.2758636454030402, 'fitness 53': 0.328834699083089, 'fitness 74': 0.31443626253848544, 'fitness 102': 0.31295403782716}",False
1,"[[0], [2], [1], [0, 1], [2, 2, 0, 2], [1, 1, 1, 2], [0, 1, 0, 1, 0], [1, 0, 0]]",0.4004395633998104,7,((x[1]-Constant-(x[0]-Constant*x[0]))**Constant),"[1, 1, 1, 2, 4, 4, 5, 3]",((x[1]-0.25573429660478764-(x[0]-0.6740985777901647*x[0]))**0.08824558087326517),[0.2557343  0.67409858 0.08824558],0.38144502843510236,"{'fitness 25': 0.36418925690682763, 'fitness 53': 0.4004395633998104, 'fitness 74': 0.39130412898114825, 'fitness 102': 0.3888416994173312}",False
2,"[[0], [0], [2, 2], [3, 1], [2, 2], [0, 0], [0, 0, 0], [0, 1, 0]]",0.4772358301606541,7,(x[0]**Constant)+((x[1]+x[0])**Constant),"[1, 1, 2, 2, 2, 2, 3, 3]",(x[0]**0.30654445076583825)+((x[1]+x[0])**0.01618772895120557),[0.30654445 0.01618773],0.45607296824919724,"{'fitness 25': 0.453304609684033, 'fitness 53': 0.4772358301606541, 'fitness 74': 0.45787988187001133, 'fitness 102': 0.4570344131935474}",False
3,"[[0], [0], [1, 0], [0, 2, 1, 2], [2, 0, 0, 0, 1, 0], [1, 0, 1, 3, 3, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 0]]",0.5405014293205703,7,(x[1]-x[0]+Constant-(Constant/Constant**Constant))/(x[1]+Constant-(Constant+Constant))+(Constant+x[0]**Constant),"[1, 1, 2, 4, 6, 10, 11, 4]",(x[1]-x[0]+0.5148882106524333-(0.6154706270666969/0.7011150181008989**0.4704027131472913))/(x[1]+0.5515026671020091-(0.112811922909966+0.9436862954161495))+(0.016745288427801874+x[0]**0.6886109483568976),"[0.51488821 0.61547063 0.70111502 0.47040271 0.55150267 0.11281192
 0.9436863  0.01674529 0.68861095]",0.5090063671861277,"{'fitness 25': 0.48435410124420614, 'fitness 53': 0.5405014293205703, 'fitness 74': 0.5205360350708322, 'fitness 102': 0.5221289652433447}",False
4,"[[0], [2], [3], [], [], [], [0], [1]]",0.5825521787110578,5,(x[1]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[1]**0.04549072753209005),[0.04549073],0.5528329841562886,"{'fitness 25': 0.47324356226051223, 'fitness 53': 0.5825521787110578, 'fitness 74': 0.5930342774975408, 'fitness 102': 0.5922211127108126}",False
5,"[[0], [0], [2, 0], [1, 0, 3], [2, 0, 1, 0], [0, 3, 0, 0, 3, 3, 3], [0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 1, 1]]",0.6168964177072616,7,((x[0]+x[0]/Constant)**Constant)+(Constant+Constant)/x[1]/x[1]/Constant,"[1, 1, 2, 3, 4, 7, 8, 4]",((x[0]+x[0]/0.3926921396118488)**0.47400297075002196)+(0.7190643157062127+0.8504277246476544)/x[1]/x[1]/0.34098688803141897,[0.39269214 0.47400297 0.71906432 0.85042772 0.34098689],0.57754651103628,"{'fitness 25': 0.5304118419651793, 'fitness 53': 0.6168964177072616, 'fitness 74': 0.5973607398718027, 'fitness 102': 0.604866951271858}",False
6,"[[0], [2], [0], [2, 1], [0, 1, 1], [0, 2, 2, 0, 3], [0, 1, 1, 1, 1, 1], [0, 0, 0, 0]]",0.68435742268631,7,((x[0]+Constant**Constant)*((Constant*Constant)+(Constant/Constant))**Constant),"[1, 1, 1, 2, 3, 5, 6, 1]",((x[0]+0.22603177572462818**0.38252192342006386)*((0.30743369216130056*0.872825744438582)+(0.4756838850784342/0.47616563791243116))**0.3933402165789658),"[0.22603178 0.38252192 0.30743369 0.87282574 0.47568389 0.47616564
 0.39334022]",0.6443384134677698,"{'fitness 25': 0.5922333348675032, 'fitness 53': 0.68435742268631, 'fitness 74': 0.6659673054756325, 'fitness 102': 0.6748146000601735}",False
7,"[[0], [2], [0], [2, 0], [0, 2, 1], [0, 0, 1, 2], [0, 1, 1, 1, 1], [0]]",0.6955157061874452,7,((x[0]+Constant**Constant)+Constant-(Constant*Constant)**Constant),"[1, 1, 1, 2, 3, 4, 5, 1]",((x[0]+0.5565041340030039**0.9247222366187731)+0.8585464078764099-(0.72508781406211*0.19878571349942664)**0.8901355437340746),[0.55650413 0.92472224 0.85854641 0.72508781 0.19878571 0.89013554],0.6728609164873159,"{'fitness 25': 0.6709524146115871, 'fitness 53': 0.6955157061874452, 'fitness 74': 0.6748449679337578, 'fitness 102': 0.672785366916603}",False
8,"[[0], [2], [1], [3, 3], [], [0], [1, 1], [0]]",0.8000201182706624,5,((Constant+Constant)**Constant),"[1, 1, 1, 2, 0, 1, 2, 0]",((0.6134037198723817+0.7825319682636709)**0.4877442481020099),[0.61340372 0.78253197 0.48774425],0.7734726146228365,"{'fitness 25': 0.7049396776747628, 'fitness 53': 0.8000201182706624, 'fitness 74': 0.8093289820635944, 'fitness 102': 0.8061491841301518}",False
9,"[[0], [1], [3, 2], [0], [1, 2], [3, 2, 3], [0, 0, 1, 0], [0, 0, 0]]",0.806867752832752,7,(x[0]/((x[0]*Constant)/x[0]**Constant)),"[1, 1, 2, 1, 2, 3, 4, 3]",(x[0]/((x[0]*0.8055897079517406)/x[0]**0.23201553359615112)),[0.80558971 0.23201553],0.7755192726554202,"{'fitness 25': 0.7065464550141671, 'fitness 53': 0.806867752832752, 'fitness 74': 0.8088209101176402, 'fitness 102': 0.8111904528344532}",False
10,"[[0], [2], [1], [3, 3], [], [0], [1, 0], [0]]",0.8118001606596589,6,((Constant+x[0])**Constant),"[1, 1, 1, 2, 0, 1, 2, 1]",((0.7891406140494895+x[0])**0.32447223991367957),[0.78914061 0.32447224],0.7821529624607756,"{'fitness 25': 0.7132279094455345, 'fitness 53': 0.8118001606596589, 'fitness 74': 0.8164222125278229, 'fitness 102': 0.8168087654089694}",False
11,"[[0], [2], [2], [2, 1], [1, 2], [0, 2, 1, 3, 2], [1, 1], [0, 0]]",0.8204262821609104,6,((((Constant+Constant)**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 1, 2, 0]",((((0.6533909551108827+0.8866539577336605)**0.7773980917659012)**0.683376229411111)**0.6257851269180014),[0.65339096 0.88665396 0.77739809 0.68337623 0.62578513],0.7941586135887588,"{'fitness 25': 0.7257851534676298, 'fitness 53': 0.8204262821609104, 'fitness 74': 0.8299327663141257, 'fitness 102': 0.8267579209845207}",False
12,"[[0], [0], [1, 0], [2, 2, 0, 1], [1, 1, 2, 2, 2, 1], [2, 0, 2, 3, 3, 3, 3, 2], [1, 0, 1, 0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 1]]",0.830936384750134,7,(((Constant*x[0])**Constant)+((Constant*x[0])**Constant))/x[0]/x[1]/(Constant/(x[0]*x[1])),"[1, 1, 2, 4, 6, 8, 9, 6]",(((0.23906589299314296*x[0])**0.9834309183949114)+((0.5667449018305465*x[0])**0.5701559431612755))/x[0]/x[1]/(0.6955744975469017/(x[0]*x[1])),[0.23906589 0.98343092 0.5667449  0.57015594 0.6955745 ],0.792173028482598,"{'fitness 25': 0.7267519476785448, 'fitness 53': 0.830936384750134, 'fitness 74': 0.8191531207949588, 'fitness 102': 0.83061401697429}",False
13,"[[0], [0], [1, 2], [3, 2, 2], [0, 1], [1, 3, 3, 2], [0, 1, 0, 0, 1], [0, 1, 0]]",0.8561759038747735,7,(x[0]-(Constant/x[1]**Constant))/(((x[0]*Constant)**Constant)**Constant),"[1, 1, 2, 3, 2, 4, 5, 3]",(x[0]-(0.0036597757074751103/x[1]**0.33003436873536307))/(((x[0]*0.10153913941573545)**0.9763747256065224)**0.37878404734410465),[0.00365978 0.33003437 0.10153914 0.97637473 0.37878405],0.8295811542263168,"{'fitness 25': 0.8224298065202474, 'fitness 53': 0.8561759038747735, 'fitness 74': 0.8332435273978005, 'fitness 102': 0.8330701287609025}",False
14,"[[0], [1], [0, 1], [2, 2, 0, 2], [2, 1, 1, 2, 1], [1, 0, 3, 2, 0, 1, 2], [0, 1, 1, 0, 1, 1, 1, 0], [0, 0, 1]]",0.8799807592373764,7,((x[0]**Constant)-((Constant+Constant)**Constant)/((x[0]*Constant)+Constant-((Constant*x[1])**Constant))),"[1, 1, 2, 4, 5, 7, 8, 3]",((x[0]**0.9666744744872785)-((0.7929139201393268+0.6566323107199826)**0.8072773592986746)/((x[0]*0.910515408358768)+0.41058764421942784-((0.047307352649350154*x[1])**0.35963497235696695))),"[0.96667447 0.79291392 0.65663231 0.80727736 0.91051541 0.41058764
 0.04730735 0.35963497]",0.839321049218952,"{'fitness 25': 0.794738273664031, 'fitness 53': 0.8799807592373764, 'fitness 74': 0.8580313433290663, 'fitness 102': 0.8651935306637588}",False
